id,key,proc_summary,target_Security,target_Performance
12799558,MCHANGELOG-38,  NPE develop section not includ id NPE develop section not includ id,0,0
12799560,MCHANGELOG-37,  class java util list cannot instanti run changelog class java util list cannot instanti run changelog,0,0
12800196,MCHECKSTYLE-48,  regress report gener work deal header file regress report gener work deal header file,0,0
12800198,MCHECKSTYLE-36,  error pom prevent xml pars patch attach error pom prevent xml pars patch attach,0,0
12800216,MCHECKSTYLE-54,  checkstyl check not see provid scope depend checkstyl check not see provid scope depend,0,0
12800282,MCLEAN-4,  not handl symbol link correctli not handl symbol link correctli,0,0
12800528,MCOMPILER-26,  compil plugin ignor includ exclud compil plugin ignor includ exclud,0,0
12800597,MDOAP-5,  doap plugin not central list plugin categori page doap plugin not central list plugin categori page,0,0
12800684,MDEP-51,  incorrect artifact name scheme reveal today chang incorrect artifact name scheme reveal today chang,0,0
12800994,MDEP-35,  plugin document agre actual deploy plugin document agre actual deploy,0,0
12802010,MEJB-6,  make ejb jar xml deploy descriptor option make ejb jar xml deploy descriptor option,0,0
12802079,MEAR-44,  artifact classifi cannot specifi modul artifact classifi cannot specifi modul,0,0
12802099,MEAR-43,  add abil filter templat var replac file src main applic add abil filter templat var replac file src main applic,0,0
12802490,MECLIPSE-192,  no way get eclips eclips work sinc last SNAPSHOT plugin no way get eclips eclips work sinc last SNAPSHOT plugin,0,0
12803354,MPH-16,  help activ profil includ profil deriv parent pom help activ profil includ profil deriv parent pom,0,0
12803551,MINSTALL-31,  maven keep chang repositori locat maven keep chang repositori locat,0,0
12803564,MINSTALL-34,  make instal plugin work due repositori manag move archiva make instal plugin work due repositori manag move archiva,0,0
12803863,MJAR-22,  allow programat identifi type sign failur allow programat identifi type sign failur,0,0
12803865,MJAR-24,  sign alreadi sign jar also allow place jar sign sign alreadi sign jar also allow place jar sign,0,0
12803885,MJAR-32,  JarSignMojo verif sign jar fail jar sign mojo verif sign jar fail,0,0
12804231,MJAVADOC-49,  embed error exit code javadoc invalid flag sourcePath embed error exit code javadoc invalid flag sourc path,0,0
12804522,MJAVADOC-62,  javadoc javadoc need access gener sourc javadoc javadoc need access gener sourc,0,0
12805654,MPIR-59,  site gener except french languag error simpl quot translat inscrir mail list site gener except french languag error simpl quot translat inscrir mail list,0,0
12805911,MRELEASE-103,  No SCM URL provid perform releas No SCM URL provid perform releas,0,0
12805915,MRELEASE-80,  releas prepar incorrectli runtim exec instead mvn releas prepar incorrectli runtim exec instead mvn,0,0
12806024,MRELEASE-128,  SCM properti replac releas perform SCM properti replac releas perform,0,0
12806043,MRELEASE-87,  pom written wrong encod pom written wrong encod,0,0
12806112,MRELEASE-94,  modifi parent POM not commit modifi parent POM not commit,0,0
12806185,MRELEASE-151,  child modul forc share parent POM child modul forc share parent POM,0,0
12806724,MRELEASE-86,  releas prepar fail checkin use clearcas releas prepar fail checkin use clearcas,0,0
12806763,MRELEASE-75,  releas perform inject parent pom child check next develop iter releas perform inject parent pom child check next develop iter,0,0
12806926,MRESOURCES-32,  call DirectoryScanner setBasedir string fail embed environ call directori scanner set basedir string fail embed environ,0,0
12807034,MRESOURCES-20,  filter foo file evalu full path pom xml filter foo file evalu full path pom xml,0,0
12807249,SCM-217,  workaround svn issu svn ssh scheme requir specifi user host ignor usernam workaround svn issu svn ssh scheme requir specifi user host ignor usernam,0,0
12807267,SCM-164,  PerforceUpdateCommand fail NPE perforc updat command fail NPE,0,0
12807486,SCM-128,  unabl releas prepar cv provid unabl releas prepar cv provid,0,0
12807493,SCM-154,  bazaar test not assum bzr instal bazaar test not assum bzr instal,0,0
12807525,SCM-163,  PerforceUpdateCommand not correctli return chang list perforc updat command not correctli return chang list,0,0
12807570,SCM-235,  Pb tag url resolut Pb tag url resolut,0,0
12808603,MSITE-141,  possibl secur hole deploy site possibl secur hole deploy site,0,0
12808648,MSITE-130,  site gener fail site xml UTF BOM site gener fail site xml UTF BOM,0,0
12808672,MSITE-71,  plugin use NON interpol model valu URL due MavenProject getParent return non interpol project plugin use NON interpol model valu URL due maven project get parent return non interpol project,0,0
12808685,MSITE-103,  finish refactor categori summari page index page report finish refactor categori summari page index page report,0,0
12809102,MSITE-176,  AbstractSiteRenderingMojo caus NPE url current project not set abstract site render mojo caus NPE url current project not set,0,0
12809168,MSOURCES-6,  sourc plugin ignor resourc includ exclud sourc plugin ignor resourc includ exclud,0,0
12809457,SUREFIRE-67,  surefir testng SurefireReportMojo executeReport throw java lang NumberFormatException surefir testng surefir report mojo execut report throw java lang number format except,0,0
12809830,SUREFIRE-149,  workingDirectory fork mode not work work directori fork mode not work,0,0
12809831,SUREFIRE-98,  system properti not set system properti not set,0,0
12809833,SUREFIRE-81,  systemProperties NPE system properti NPE,0,0
12809848,SUREFIRE-34,  use secur manag fork mode caus AccessControlException use secur manag fork mode caus access control except,0,0
12809872,SUREFIRE-74,  surefir give classload prefer main sourc test sourc surefir give classload prefer main sourc test sourc,0,0
12809882,SUREFIRE-70,  sett system properti basedir evil sett system properti basedir evil,0,0
12809885,SUREFIRE-106,  classload problem get resourc classload problem get resourc,0,0
12809900,SUREFIRE-80,  prevent XML parser problem chang default forkMode childDelegation set prevent XML parser problem chang default fork mode child deleg set,0,0
12809908,SUREFIRE-121,  system properti set command line get clobber system properti set command line get clobber,0,0
12809912,SUREFIRE-120,  JUnit TestSuite no test method no test run unit test suit no test method no test run,0,0
12810001,SUREFIRE-141,  surefir provid pluggabl mean specifi custom provid surefir provid pluggabl mean specifi custom provid,0,0
12810779,MWAR-38,  plugin not properli handl depend type plugin not properli handl depend type,0,0
12810982,MWAR-34,  maven put arbitrari extens definit WAR manifest default maven put arbitrari extens definit WAR manifest default,0,0
12811083,WAGON-56,  WebDAV wagon putDirectory fail multipl directori path exist web DAV wagon put directori fail multipl directori path exist,0,0
12811196,WAGON-60,  wagon webdav fail common log classload issu wagon webdav fail common log classload issu,0,0
12811867,GROOVY-1221,  manual test exampl script rather class releas manual test exampl script rather class releas,0,0
12812956,GROOVY-1309,  cannot creat class WholeNumber cannot creat class whole number,0,0
12813142,GROOVY-1210,  complet implement final complet implement final,0,0
12813183,GROOVY-1365,  editor class could not instanti editor class could not instanti,0,0
12813223,GROOVY-1279,  VerifyError method overrid verifi error method overrid,0,0
12813231,GROOVY-1420,  disallow top level assign assert analog disallow top level assign assert analog,0,0
12813239,GROOVY-1410,  test annot test annot,0,0
12813244,GROOVY-1316,  groovi consol ClassCastException groovi ui consol groovi groovi consol class cast except groovi ui consol groovi,0,0
12813261,GROOVY-1344,  IncompatibleClassChangeError thrown arg assign default valu static constant anoth class incompat class chang error thrown arg assign default valu static constant anoth class,0,0
12813272,GROOVY-1409,  remov old closur syntax remov old closur syntax,0,0
12813291,GROOVY-1381,  new MOP implement task new MOP implement task,0,0
12813362,GROOVY-1498,  tool jar need AntBuilder gant tool jar need ant builder gant,0,0
12813393,GROOVY-1534,  except thrown overriden setProperty trap except thrown overriden set properti trap,0,0
12813415,GROOVY-1556,  ensur print string show content array ensur print string show content array,0,0
12813430,GROOVY-1582,  categori properti broken RC categori properti broken RC,0,0
12816479,GROOVY-1199,  groovi gener invalid class file method invok super class method take primit argument groovi gener invalid class file method invok super class method take primit argument,0,0
12816583,GROOVY-1242,  cant class method return array complex type cant class method return array complex type,0,0
12816589,GROOVY-1312,  method resolut not work method resolut not work,0,0
12816591,GROOVY-1315,  class field confus corrupt class field confus corrupt,0,0
12816612,GROOVY-1334,  return synchron block throw IllegalMonitorStateException return synchron block throw illeg monitor state except,0,0
12816648,GROOVY-1386,  command line tool fail SecurityException OSX command line tool fail secur except OSX,0,0
12816674,GROOVY-1496,  fail find classNode fail find class node,0,0
12816753,GROOVY-1614,  pars class script CNFE produc no error pars class script CNFE produc no error,0,0
12817023,GROOVY-1612,  badli name getIntance method MetaClassRegistry badli name get intanc method meta class registri,0,0
12898872,SVN-2487,  mod_dav_svn local fail play nice togeth mod_dav_svn local fail play nice togeth,0,0
12898914,SVN-2529,  checkout file svn eol style nativ inconsist eol broken checkout file svn eol style nativ inconsist eol broken,0,0
12898949,SVN-2564,  svnserv bdb commit claim succeed svnserv bdb commit claim succeed,0,0
12898969,SVN-2584,  svn merg dri run need smarter access work copi svn merg dri run need smarter access work copi,0,0
12898972,SVN-2587,  mailer py fail expand diff url paramet mailer py fail expand diff url paramet,0,0
12899008,SVN-2623,  interrupt svn statu make svn crash interrupt svn statu make svn crash,0,0
12359675,QPID-237,  build broken miss IBytesMessage reset impl qpid client messag QpidBytesMessage build broken miss byte messag reset impl qpid client messag qpid byte messag,0,0
12359852,AXIOM-66,  axiom problem serial name space null nameSpaceUri axiom problem serial name space null name space uri,0,0
12359975,AXIS2-1950,  edit servic paramet broken oper paramet edit servic paramet broken oper paramet,0,0
12359984,AXIS2-1954,  HTTP error return issung xsd servic not wsdl HTTP error return issung xsd servic not wsdl,0,0
12360101,TUSCANY-1039,  axi bind requir javax servlet servlet standalon launcher gete noclassdefFoundError axi bind requir javax servlet servlet standalon launcher gete noclassdef found error,0,0
12360526,QPID-293,  set MessageListener connect start caus messag lost intern deliveri queue set messag listen connect start caus messag lost intern deliveri queue,0,0
12360610,TRINIDAD-335,  updat ASF licens header trinidad core updat ASF licens header trinidad core,0,0
12360614,AXIS2-1986,  axi look wrong place gener ADB factori axi look wrong place gener ADB factori,0,0
12360873,TUSCANY-1068,  pom xml incorrect conversationTest test case pom xml incorrect convers test test case,0,0
12360917,HADOOP-911,  multithread issu libhdf librari multithread issu libhdf librari,0,0
12360925,WSS-71,  improv merlin use cacert validateCertPath improv merlin use cacert valid cert path,0,0
12360935,COLLECTIONS-240,  MultiValueMap implement serializ multi valu map implement serializ,0,0
12360951,DIRSERVER-832,  ad attribut case sensit ad attribut case sensit,0,0
12361069,QPID-313,  race condit call attainState makeBrokerConnection miss notif state chang race condit call attain state make broker connect miss notif state chang,0,0
12361115,WICKET-232,  put NOTICE LICENSE META INF jar file put NOTICE LICENSE META INF jar file,0,0
12361165,AXIS2-2022,  set HTTPConstants SO_TIMEOUT option doesnt seem work set HTTP constant TIMEOUT option doesnt seem work,0,0
12361380,RAMPART-17,  creat apach rampart websit creat apach rampart websit,0,0
12361475,AXIS2-2055,  POJO servic return object lose data parent class POJO servic return object lose data parent class,0,0
12361544,XMLRPC-133,  DateParser setResult throw SAXParseException fail pars integ valu date parser set result throw SAX pars except fail pars integ valu,0,0
12361642,RAMPART-20,  improv log improv log,0,0
12361649,AXIS2-2066,  namespac incorrectli modifi SOAP respons messag namespac incorrectli modifi SOAP respons messag,0,0
12361700,HADOOP-964,  ClassNotFoundException ReduceTaskRunner class not found except reduc task runner,0,0
12362009,XAP-297,  widget tabl sort IE caus column grow wider widget tabl sort IE caus column grow wider,0,0
12362091,AXIS2-2118,  wrong action name use WS address wrong action name use WS address,0,0
12362092,AXIS2-2119,  xsd attribut break caus gener code fail xsd attribut break caus gener code fail,0,0
12362208,AXIS2-2129,  transport level inform not match SOAP messag namespac URI transport level inform not match SOAP messag namespac URI,0,0
12362220,OPENJPA-126,  EntityManagers cannot serial entiti manag cannot serial,0,0
12362233,OPENJPA-130,  stream LOB support stream LOB support,0,0
12362453,AXIOM-246,  org apach axiom om impl MIMEOutputUtils complet method not flush output stream end MIMEBoundary not flush output stream org apach axiom om impl MIME output util complet method not flush output stream end MIME boundari not flush output stream,0,0
12362658,HADOOP-1014,  map reduc corrupt data map reduc map reduc corrupt data map reduc,0,0
12362811,AXIS2-2179,  unexpect subel inherit attribut unexpect subel inherit attribut,0,0
12362837,OPENJPA-149,  non jta data sourc must specifi WebSphere environ non jta data sourc must specifi web sphere environ,0,0
12362928,AXIS2-2191,  dispatch phase optim prevent sandesha use back channel ack dispatch phase optim prevent sandesha use back channel ack,0,0
12363107,JELLY-274,  arg tag not work array mustang java arg tag not work array mustang java,0,0
12363143,AXIS2-2214,  client not run behind proxi client not run behind proxi,0,0
12363168,AXIS2-2218,  HandlerChain annot not pick handler chain annot not pick,0,0
12363284,OPENJPA-158,  OpenJPA log overli verbos INFO level open JPA log overli verbos INFO level,0,0
12363286,OPENJPA-159,  make ManagedRuntime amen transact execut strategi make manag runtim amen transact execut strategi,0,0
12363299,AXIS2-2231,  not abl call servic anoth servic not abl call servic anoth servic,0,0
12363360,HADOOP-1029,  stream work multipl map stream work multipl map,0,0
12363433,GERONIMODEVTOOLS-132,  trunk fail build clean repo due miss geronimo qname _spec exclus emf trunk fail build clean repo due miss geronimo qname _spec exclus emf,0,0
12363438,OPENJPA-161,  overus synchron AbstractBrokerFactory overus synchron abstract broker factori,0,0
12363471,AXIS2-2248,  unreli behavior sendRobust unreli behavior send robust,0,0
12363472,AXIS2-2249,  codegen not abl compil multipl WSDL instanc ant task codegen not abl compil multipl WSDL instanc ant task,0,0
12363492,HADOOP-1035,  StackOverflowError FSDataSet stack overflow error FS data set,0,0
12363679,AXIS2-2263,  cannot run gener java client code eclips get except org apach axi descript ClientUtils inferInTransport ClientUtils java cannot run gener java client code eclips get except org apach axi descript client util infer transport client util java,0,0
12363691,AXIS2-2264,  org apach axi AxisFault incom messag input stream null engag address modul client side org apach axi axi fault incom messag input stream null engag address modul client side,0,0
12363788,AXIOM-124,  serial namespac declar output first iter serial namespac declar output first iter,0,0
12363901,AXIS2-2279,  java lang NullPointerException org apach axi descript ClientUtils inferInTransport ClientUtils java java lang null pointer except org apach axi descript client util infer transport client util java,0,0
12363921,AXIS2-2280,  caus java lang RuntimeException org apach xmlbean XmlException error problem pars referenc XML resourc java io FileNotFoundException XSD AdjustInvoice xsd caus java lang runtim except org apach xmlbean xml except error problem pars referenc XML resourc java io file not found except XSD adjust invoic xsd,0,0
12363959,AXIS2-2282,  session manag not support differ session identifi ssnid session manag not support differ session identifi ssnid,0,0
12364004,JS2-656,  cross site script XSS vulner cross site script XSS vulner,0,0
12364012,HADOOP-1060,  IndexOutOfBoundsException JobInProgress updateTaskStatus lead hung job index bound except job progress updat task statu lead hung job,0,0
12364021,AXIS2-2287,  input line long error execut tool window input line long error execut tool window,0,0
12364058,AXIS2-2288,  SimpleTypeMapper getOMElement throw NullPointerException AXIS releas given java util list VO case list string work fine simpl type mapper get OM element throw null pointer except AXIS releas given java util list VO case list string work fine,0,0
12364070,PLUTO-329,  copi castor properti slip pluto descriptor impl SNAPSHOT jar copi castor properti slip pluto descriptor impl SNAPSHOT jar,0,0
12364202,AXIS2-2290,  improv unwrap option support non complex data type improv unwrap option support non complex data type,0,0
12364270,HADOOP-1070,  number rack datanod doubl temporarili upgrad number rack datanod doubl temporarili upgrad,0,0
12364325,HADOOP-1077,  race condit fetch map output might lead hung reduc race condit fetch map output might lead hung reduc,0,0
12364339,AXIS2-2294,  AXIS gener invalid fault element SOAP bind WSDL AXIS gener invalid fault element SOAP bind WSDL,0,0
12364341,AXIS2-2295,  gener wsdl fault not BP conform gener wsdl fault not BP conform,0,0
12364371,HADOOP-1082,  NullpointerException ChecksumFileSystem FSInputChecker seek nullpoint except checksum file system FS input checker seek,0,0
12364375,HADOOP-1083,  replic not occur cluster restart datanod miss replic not occur cluster restart datanod miss,0,0
12364382,HADOOP-1084,  updat hdf file caus distribut file cach updat updat hdf file caus distribut file cach updat,0,0
12364406,HADOOP-1088,  csv xml serial buffer not work byte valu csv xml serial buffer not work byte valu,0,0
12364473,HADOOP-1092,  NullPointerException HeartbeatMonitor thread null pointer except heartbeat monitor thread,0,0
12364571,AXIS2-2306,  wsdl java sh not work wsdl java sh not work,0,0
12364662,HADOOP-1108,  checksum file system retri read differ replica found handl ChecksumException checksum file system retri read differ replica found handl checksum except,0,0
12364812,IBATIS-406,  bug ibati sqlMap one resultMap multipl result resultMaps groupbi attribut seem work first embed resultMap bug ibati sql map one result map multipl result result map groupbi attribut seem work first embed result map,0,0
12364827,AXIS2-2316,  make easi set HTTP proxi make easi set HTTP proxi,0,0
12364834,HADOOP-1115,  copyToLocal copi directori copi local copi directori,0,0
12364859,HADOOP-1117,  DFS scalabl namenod restart consum CPU DFS scalabl namenod restart consum CPU,0,0
12364905,AXIS2-2320,  packag name gener not match namespac packag map packag name gener not match namespac packag map,0,0
12364914,AXIS2-2322,  gener skeleton class interfac stub use no matter version axi use gener skeleton class interfac stub use no matter version axi use,0,0
12364915,WICKET-387,  PATCH ajax wicket form serial broken PATCH ajax wicket form serial broken,0,0
12364918,WSCOMMONS-178,  polici serial XMLStreamWriter writer bug serial polici serial XML stream writer writer bug serial,0,0
12364960,AXIS2-2325,  java WSDL not gener fault correctli java WSDL not gener fault correctli,0,0
12364963,AXIS2-2326,  WSDL java gener mani sentenc MessageReceiver fromOM method xmlbean WSDL java gener mani sentenc messag receiv OM method xmlbean,0,0
12365172,AXIS2-2339,  InOnly receiv wrong HTTP statu SOAP fault receiv wrong HTTP statu SOAP fault,0,0
12365183,AXIS2-2342,  document sampl EJB provid document sampl EJB provid,0,0
12365221,TAPESTRY-1374,  GenericsMethodSignatureImpl throw except gener method signatur impl throw except,0,0
12365269,AXIS2-2348,  WSDL JAVA alway output xsd file use system default encod rather UTF WSDL JAVA alway output xsd file use system default encod rather UTF,0,0
12365316,AXIS2-2352,  invok webservic client anoth environ get org apach axi AxisFault first element must contain local name envelop invok webservic client anoth environ get org apach axi axi fault first element must contain local name envelop,0,0
12365422,AXIS2-2357,  SOAP attach not work SOAP attach not work,0,0
12365544,AXIS2-2365,  better except type fail length check better except type fail length check,0,0
12365545,AXIS2-2366,  endless loop serial endless loop serial,0,0
12365593,DIRSERVER-877,  BouncyCastle IP issu IDEA algo includ jar bounci castl IP issu IDEA algo includ jar,0,0
12365602,OFBIZ-837,  EntityFunction UPPER crash argument contain apostroph entiti function UPPER crash argument contain apostroph,0,0
12365667,AXIS2-2374,  java char map xml xmlbean java char map xml xmlbean,0,0
12365669,AXIS2-2375,  SOAPAction header not quot empti give StringIndexOutOfBoundsException server side SOAP action header not quot empti give string index bound except server side,0,0
12365694,STDCXX-369,  gcc linux ld error hidden symbol _Unwind_GetIPInfo gcc linux ld error hidden symbol  unwind get IP info,0,0
12365717,DIRSERVER-878,  version not JDK compat version not JDK compat,0,0
12365721,AXIS2-2379,  hot updat class not reload hot updat class not reload,0,0
12365741,AXIS2-2383,  RPCMessageReceiver except occur tri invok servic method RPC messag receiv except occur tri invok servic method,0,0
12365802,AXIS2-2391,  http bind port not ad wsdl file gener use code gener wizard eclips plugin http bind port not ad wsdl file gener use code gener wizard eclips plugin,0,0
12365824,AXIS2-2395,  AxisMessage getSchema return null schema element found import schema axi messag get schema return null schema element found import schema,0,0
12365828,HADOOP-1160,  DistributedFileSystem close RawDistributedFileSystem close distribut file system close raw distribut file system close,0,0
12365852,AXIS2-2398,  gener client stub WSDL WSSecurity usernam token creat weblog gener client stub WSDL WS secur usernam token creat weblog,0,0
12366023,XERCESC-1689,  CLONE build outsid sourc tree CLONE build outsid sourc tree,0,0
12366035,AXIS2-2417,  unimpl code kernel modul saaj SOAPPartImpl unimpl code kernel modul saaj SOAP part impl,0,0
12366092,AXIS2-2426,  polici driven code gener broken polici driven code gener broken,0,0
12366109,AXIS2-2431,  JAXB code gener failur JAXB code gener failur,0,0
12366134,WICKET-434,  ComponentTag getAttributes lwicket util valu ValueMap broke compon tag get attribut lwicket util valu valu map broke,0,0
12366154,HARMONY-3527,  drlvm winx thread HWA fail thread commit drlvm winx thread HWA fail thread commit,0,0
12366252,STDCXX-379,  XLC unsat std __vttQ  std basic_istreamXTcTQ  std chartraitsXTc et al XLC unsat std __vtt  std basic_istream Tc TQ  std char_traits Tc et al,0,0
12366265,HADOOP-1188,  processIOError updat fstime file process IO error updat fstime file,0,0
12366386,AXIS2-2451,  WS polici attach servic xml WS polici attach servic xml,0,0
12366430,HADOOP-1193,  map reduc job get OutOfMemoryException set map compress map reduc job get memori except set map compress,0,0
12366443,DIRSERVER-893,  schema chang lost restart schema chang lost restart,0,0
12366473,AXIS2-2460,  subclass not gener WSDL JAVA tag subclass not gener WSDL JAVA tag,0,0
12366500,HADOOP-1200,  datanod period disk check datanod period disk check,0,0
12366555,OPENEJB-555,  ship file sun copyright statement ship file sun copyright statement,0,0
12366599,HADOOP-1205,  open method FSNamesystem synchron open method FS namesystem synchron,0,0
12366633,AXIS2-2476,  gener WSDL not implement microsoft rule wrap gener WSDL not implement microsoft rule wrap,0,0
12366699,AXIOM-198,  parser taken partli build OMElement use getXMLStreamReaderWithoutCaching drop namespac parser taken partli build OM element use get XML stream reader without cach drop namespac,0,0
12366763,WICKET-448,  resolv licens issu wicket ajax debug drag js resolv licens issu wicket ajax debug drag js,0,0
12366882,TAPESTRY-1410,  fail test GenericsMethodSignatureImpl class fail test gener method signatur impl class,0,0
12366911,GERONIMODEVTOOLS-141,  instal activ plugin fail instal devtool plugin instal activ plugin fail instal devtool plugin,0,0
12366914,AXIS2-2494,  StringListTests work string list test work,0,0
12366942,HADOOP-1242,  df upgrad downgrad problem df upgrad downgrad problem,0,0
12366949,STDCXX-392,  EDG eccp linux _RWSTD_MBSTATE_T undefin EDG eccp linux  RWSTD MBSTATE undefin,0,0
12366952,STDCXX-394,  EDG eccp linux _RWSTD_SIZE_MAX undefin EDG eccp linux  RWSTD SIZE MAX undefin,0,0
12367092,HADOOP-1255,  name node fall infinit loop tri remov dead node name node fall infinit loop tri remov dead node,0,0
12367114,AXIS-2650,  test depend servic host soapinterop java sun com cannot run test depend servic host soapinterop java sun com cannot run,0,0
12367229,AXIS2-2529,  ADBClient except void oper not get deliv client ADB client except void oper not get deliv client,0,0
12367244,AXIS2-2530,  axi code genar tool genar erron code axi code genar tool genar erron code,0,0
12367345,OFBIZ-898,  bug URLConnection caus HttpClient not build bug URL connect caus http client not build,0,0
12367367,JS2-681,  login portlet run tomcat ROOT context login portlet run tomcat ROOT context,0,0
12367393,AXIS2-2550,  SoapMessageProviderTests testProviderSourceXMLOnly broken soap messag provid test test provid sourc XML broken,0,0
12367454,AXIS2-2556,  RuntimeException unsupport type null part runtim except unsupport type null part,0,0
12367487,QPID-457,  rollback broken failur tri use session rollback rollback broken failur tri use session rollback,0,0
12367489,QPID-458,  queue brows broken queue brows broken,0,0
12367543,AXIS2-2558,  check part soap messag case sensit check part soap messag case sensit,0,0
12367569,AXIS2-2562,  add constructor stub allow configcontext pass without overwrit EPR add constructor stub allow configcontext pass without overwrit EPR,0,0
12367692,TRINIDAD-14,  enabl MessageBundle test enabl messag bundl test,0,0
12367736,GERONIMODEVTOOLS-144,  messag key target runtim duplic messag key target runtim duplic,0,0
12367759,ABDERA-45,  test JIRA test JIRA,0,0
12367822,AXIS2-2581,  mani open file error mani open file error,0,0
12367848,XAP-392,  widget window titl bar throw error IE click widget window titl bar throw error IE click,0,0
12368043,AXIS2-2589,  com ctc wstx exc WstxParsingException expect text token got START_ELEMENT com ctc wstx exc wstx pars except expect text token got START ELEMENT,0,0
12368050,AXIS2-2591,  useOriginalwsdl return custom wsdl includ import definit use originalwsdl return custom wsdl includ import definit,0,0
12368065,AXIS2-2592,  AxisServlet not respect servlet context path slash axi servlet not respect servlet context path slash,0,0
12368145,JS2-688,  unabl use jetspe servic unabl use jetspe servic,0,0
12368190,HARMONY-3783,  classlib luni java cannot find class directori start dot classlib luni java cannot find class directori start dot,0,0
12368218,XAP-403,  widget variou set variou attribut fli throw error widget variou set variou attribut fli throw error,0,0
12368284,AXIS2-2603,  java WSDL not gener hierarchi father class not present servic oper java WSDL not gener hierarchi father class not present servic oper,0,0
12368324,AXIS2-2607,  MessageContext getProperty not work correctli messag context get properti not work correctli,0,0
12368342,AXIS2-2609,  incorrectli gener stub function incorrectli gener stub function,0,0
12368371,AXIS2-2620,  conform ASF sourc header copyright notic polici conform ASF sourc header copyright notic polici,0,0
12368424,HADOOP-1312,  heartbeat monitor thread goe away heartbeat monitor thread goe away,0,0
12368445,AXIS2-2628,  neethi gener wrong polici object neethi gener wrong polici object,0,0
12368462,WICKET-523,  internet explor complain secur nonsecur content insid page deliv http internet explor complain secur nonsecur content insid page deliv http,0,0
12368463,AXIS2-2629,  updat known limit section axi frontpag updat known limit section axi frontpag,0,0
12368507,WICKET-524,  ClassCastException WebRequestCodingStrategy class cast except web request code strategi,0,0
12368556,BSF-3,  ScriptEngineManager getFactories NOT compliant JSR API script engin manag get factori NOT compliant JSR API,0,0
12368594,AXIS2-2635,  except XML serial caus malform corrupt respons except XML serial caus malform corrupt respons,0,0
12368596,DIRSTUDIO-94,  cannot instal plugin via eclips updat manag cannot instal plugin via eclips updat manag,0,0
12368619,DERBY-2608,  compil error manual apach FOP compil error manual apach FOP,0,0
12368698,HADOOP-1332,  sporad unit test failur TestMiniMRClasspath TestMiniMRLocalFS TestMiniMRDFSCaching sporad unit test failur test mini MR classpath test mini MR local FS test mini MRDFS cach,0,0
12368747,AXIS2-2641,  RPCMessageReceiver class level variabl method not threadsaf lead concurr method call issu RPC messag receiv class level variabl method not threadsaf lead concurr method call issu,0,0
12368748,AXIS2-2642,  inconsist get engag modul inconsist get engag modul,0,0
12368760,AXIS2-2643,  AxisOperation need getMessages method axi oper need get messag method,0,0
12368785,AXIS2-2645,  error run client access webservic use axi error run client access webservic use axi,0,0
12368806,STDCXX-403,  intel linux linker error __rw_atomic_add intel linux linker error __rw_atomic_add,0,0
12368842,TUSCANY-1251,  code gener xsd base binari type fail compil code gener xsd base binari type fail compil,0,0
12368893,TAPESTRY-1452,  RedirectException not work safari redirect except not work safari,0,0
12368967,HADOOP-1345,  checksum object not get restor old state retri handl ChecksumException checksum object not get restor old state retri handl checksum except,0,0
12368986,TUSCANY-1258,  WS servic fail TransformationException No wrapper handler provid databind null WS servic fail transform except No wrapper handler provid databind null,0,0
12369069,HADOOP-1350,  shuffl start take long time HADOOP fix shuffl start take long time HADOOP fix,0,0
12369109,AXIS2-2655,  place CommonsHTTPTransportSender set RESPONSE_WRITTEN true caus race condit place common HTTP transport sender set RESPONSE WRITTEN true caus race condit,0,0
12369134,AXIS2-2657,  address issu header http schema xmlsoap org ws address action ultim recipi requir not present messag address issu header http schema xmlsoap org ws address action ultim recipi requir not present messag,0,0
12369153,IVY-500,  packag data not pars maven pom packag data not pars maven pom,0,0
12369154,IVY-501,  unabl resolv snapshot version unabl resolv snapshot version,0,0
12369157,WICKET-558,  new attach beforeRender refactor break ajax updat list view new attach render refactor break ajax updat list view,0,0
12369190,AXIS2-2661,  mise type parent class WSDL mise type parent class WSDL,0,0
12369251,AXIS2-2663,  class load issu librari place servic archiv class load issu librari place servic archiv,0,0
12369308,AXIS2-2664,  fix http transport html document fix http transport html document,0,0
12369313,HADOOP-1353,  null pointer derefer nodeInfo FSNamesystem removeDatanode DatanodeID null pointer derefer node info FS namesystem remov datanod datanod ID,0,0
12369314,HADOOP-1354,  null pointer derefer path FsShell du string null pointer derefer path Fs shell du string,0,0
12369316,HADOOP-1356,  ValueHistogram addNextValue object ignor return valu string substr int int valu histogram add next valu object ignor return valu string substr int int,0,0
12369318,HADOOP-1358,  seek call ignor result skipBytes int seek call ignor result skip byte int,0,0
12369321,HADOOP-1361,  seek call io class ignor result skipBytes int seek call io class ignor result skip byte int,0,0
12369323,HADOOP-1363,  waitForCompletion call thread sleep lock held wait complet call thread sleep lock held,0,0
12369330,HADOOP-1368,  inconsist synchron field JobInProgress java inconsist synchron field job progress java,0,0
12369331,AXIS2-2666,  fix dii html ejb provid html fix dii html ejb provid html,0,0
12369334,HADOOP-1369,  inconsist synchron TaskTracker field inconsist synchron task tracker field,0,0
12369370,AXIS2-2668,  CLONE whitespac not trim servic xml CLONE whitespac not trim servic xml,0,0
12369456,HADOOP-1373,  checkPath throw IllegalArgumentException check path throw illeg argument except,0,0
12369459,DIRSERVER-932,  syntax entri attempt get unexpect except syntax entri attempt get unexpect except,0,0
