index,term,score
9146,nifi,3.044621905075833
9147,EncryptionOperationNotPossibleException,3.044621905075833
9150,BadPaddingException,3.044621905075833
9151,WSDLManagerImpl,3.044621905075833
9154,mainfram,3.044621905075833
9156,PartitionBy,3.044621905075833
9162,mobil,3.044621905075833
9164,ZeppelinContext,3.044621905075833
9165,puls,3.7137710113038667
9166,PulseSecurityTest,3.044621905075833
9167,PulseSecurityWithSSLTest,3.044621905075833
9172,SCRAM,3.044621905075833
9173,RestrictedSSLContextService,3.044621905075833
9174,ValidateXMLFile,3.044621905075833
9175,PreProcessorInputStream,3.044621905075833
9187,yoga,3.044621905075833
9188,weex,3.044621905075833
9189,facebook,3.044621905075833
9190,FlexboxLayout,3.044621905075833
9191,flexbox,3.044621905075833
9196,jBCrypt,3.044621905075833
9197,crypt,3.044621905075833
9201,CLOEXEC,3.044621905075833
9202,O,3.044621905075833
9203,sendStatus,3.044621905075833
9204,SftpSubSystem,3.044621905075833
9205,sftp,3.044621905075833
9206,flexibl,3.044621905075833
9207,kite,3.044621905075833
9208,StoreInKiteDataset,3.044621905075833
9209,defens,3.044621905075833
9210,snif,3.044621905075833
9211,MitM,3.044621905075833
9220,RHEL,3.044621905075833
9221,STRTransform,3.044621905075833
9222,SAMLCallback,3.044621905075833
9223,setAssertionElement,3.044621905075833
9224,TransformException,3.044621905075833
9225,STR,3.044621905075833
9246,auditor,3.044621905075833
9247,sonatyp,3.044621905075833
9251,LdapRealm,3.044621905075833
9252,carbon,3.7137710113038667
9253,SaslSslAdminClientIntegrationTest,3.044621905075833
9254,vulnerabili,3.044621905075833
9255,FileNameUtils,3.044621905075833
9266,threat,3.044621905075833
9271,principal,3.044621905075833
9272,be,3.044621905075833
9273,cryptograph,3.044621905075833
9283,udf,3.044621905075833
9284,evintila,3.7137710113038667
9285,dynamics,3.7137710113038667
9286,getBufferedImage,3.7137710113038667
9287,NegativeArraySizeException,3.044621905075833
9288,deltaspik,3.044621905075833
9289,WindowIdHtmlRenderer,3.044621905075833
9291,keysiz,3.044621905075833
9292,JCEMapper,3.044621905075833
9293,APK,3.044621905075833
