issue_id,summary_col,description_col,target_Security,target_Performance
2168, logger log INFO level messag DEBUG level logger log INFO level messag DEBUG level, camel logger log INFO level messag DEBUG level CAMEL fix problem one two case log without except still broken log except patch fix attach camel logger log INFO level messag DEBUG level CAMEL fix problem one two case log without except still broken log except patch fix attach,0,0
2170, UnitOfWorkProcessor wrap EIPs aggreg splitter RecipientList child rout unit work processor wrap EI Ps aggreg splitter recipi list child rout, ensur exchang UoW rout allow synchron task run complet ensur exchang Uo rout allow synchron task run complet,0,0
2174, remov depend spring core PatternBasedPackageScanFilter remov depend spring core pattern base packag scan filter, depend scan use spring ANT path matcher java code camel core move code camel spring camel dep spring code except JMX annot option use runtim depend scan use spring ANT path matcher java code camel core move code camel spring camel dep spring code except JMX annot option use runtim,0,0
2180, TryProcessor use local copi exchang doCatch tri processor use local copi exchang catch, need use local copi process doCatch see nabblehttp old nabbl com roman TryProcessor html need use local copi process catch see nabblehttp old nabbl com roman tri processor html,0,0
2183, camel cxf empti bodi caus http error even GET use cxfbean camel cxf empti bodi caus http error even GET use cxfbean, CxfSoapBinding bug mandat bodi exist send GET cours bodi code fix method getCxfInMessage bodi empti case GET etc InputStream bodi messag getBody InputStream class bodi null answer setContent InputStream class bodi els messag getBody null fallback set bodi answer setContent object class bodi willem tam review okay mayb code finer check HTTP method case GET etc allow bodi commit fix get unit test pass cxf soap bind bug mandat bodi exist send GET cours bodi code fix method get cxf messag bodi empti case GET etc input stream bodi messag get bodi input stream class bodi null answer set content input stream class bodi els messag get bodi null fallback set bodi answer set content object class bodi willem tam review okay mayb code finer check HTTP method case GET etc allow bodi commit fix get unit test pass,0,0
2188, JcrProducer node creation throw javax jcr PathNotFoundException use exchang ID node name jcr produc node creation throw javax jcr path found except use exchang ID node name, reproduc use camel jcr compon without specifi node name messag properti JcrProducer attempt use exchang ID node name ServiceMix ID contain path separ charact result PathNotFound except produc attempt creat node IMHO produc attempt creat parent node need valu either exchang ID properti name JcrConstants JCR_NODE_NAME contain path separ reproduc use camel jcr compon without specifi node name messag properti jcr produc attempt use exchang ID node name servic mix ID contain path separ charact result path found except produc attempt creat node IMHO produc attempt creat parent node need valu either exchang ID properti name jcr constant JCR NODE NAME contain path separ,0,0
2189, improv exampl archtyp improv exampl archtyp, made chang improv applic context xml improv schema usag also replac log properti fle log xml file made chang improv applic context xml improv schema usag also replac log properti fle log xml file,0,0
2194, RestletProducer support nativ async request respons semant restlet produc support nativ async request respons semant, RestletProducer support nativ async request respons semant like recent chang made camel jetti produc restlet produc support nativ async request respons semant like recent chang made camel jetti produc,0,0
2195, camel cxf CxfProducer check paramet strictli ensur number paramet requir camel cxf cxf produc check paramet strictli ensur number paramet requir, method getParams CxfProducer check correct number paramet data mandatori method get param cxf produc check correct number paramet data mandatori,0,0
2201, RedeliveryPolicy set delay maxDelay also set max valu redeliveri polici set delay max delay also set max valu, see nabblehttp old nabbl com maximumRedeliveryDelay appli even use exponenti back html see nabblehttp old nabbl com maximum redeliveri delay appli even use exponenti back html,0,0
2205, endpoint improperli set hard work endpoint improperli set hard work, static rout configur use java DSL use bean properti rout builder provid custom endpoint differ environ like sourceUriProperty bean fileParser beanRef conanCore updateOperationFailure forget set URI properti except get applic startup say java lang IllegalArgumentException either uri ref must specifi org apach camel impl DefaultRouteContext full stack trace probabl realli import note never mention class would nice throw could somewher like RouteDefinition java public list lt RouteContext gt addRoutes CamelContext context collect lt rout gt rout throw except part snip FromDefinition fromType input throw would nice fromType descript alreadi uri ref alreadi know broken RouteContext routeContext addRoutes rout fromType answer add routeContext RouteDefinition stage alreadi contain thing like org apach camel model RouteDefinition rout uri ref suppli gt bean fileParser bean ref conanCore method updateOperationFailure explod clearli see rout screw caus org apach camel RuntimeCamelException java lang IllegalArgumentException either uri ref must specifi org apach camel impl DefaultRouteContext org apach camel util ObjectHelper wrapRuntimeCamelException ObjectHelper java org apach camel spring SpringCamelContext onApplicationEvent SpringCamelContext java org apach camel spring CamelContextFactoryBean onApplicationEvent CamelContextFactoryBean java org springframework context event SimpleApplicationEventMulticaster run SimpleApplicationEventMulticaster java org springframework core task SyncTaskExecutor execut SyncTaskExecutor java org springframework context event SimpleApplicationEventMulticaster multicastEvent SimpleApplicationEventMulticaster java org springframework context support AbstractApplicationContext publishEvent AbstractApplicationContext java org springframework context support AbstractApplicationContext finishRefresh AbstractApplicationContext java org springframework context support AbstractApplicationContext refresh AbstractApplicationContext java org springframework test context support AbstractGenericContextLoader loadContext AbstractGenericContextLoader java org springframework test context support AbstractGenericContextLoader loadContext AbstractGenericContextLoader java org springframework test context TestContext loadApplicationContext TestContext java org springframework test context TestContext getApplicationContext TestContext java moreCaused java lang IllegalArgumentException either uri ref must specifi org apach camel impl DefaultRouteContext org apach camel impl DefaultRouteContext resolveEndpoint DefaultRouteContext java org apach camel model FromDefinition resolveEndpoint FromDefinition java org apach camel impl DefaultRouteContext getEndpoint DefaultRouteContext java org apach camel model RouteDefinition addRoutes RouteDefinition java org apach camel model RouteDefinition addRoutes RouteDefinition java org apach camel impl DefaultCamelContext startRoute DefaultCamelContext java org apach camel impl DefaultCamelContext startRouteDefinitions DefaultCamelContext java org apach camel impl DefaultCamelContext doStart DefaultCamelContext java org apach camel spring SpringCamelContext maybeDoStart SpringCamelContext java org apach camel spring SpringCamelContext doStart SpringCamelContext java org apach camel impl ServiceSupport start ServiceSupport java org apach camel impl DefaultCamelContext start DefaultCamelContext java org apach camel spring SpringCamelContext maybeStart SpringCamelContext java org apach camel spring SpringCamelContext onApplicationEvent SpringCamelContext java static rout configur use java DSL use bean properti rout builder provid custom endpoint differ environ like sourc uri properti bean file parser bean ref conan core updat oper failur forget set URI properti except get applic startup say java lang illeg argument except either uri ref must specifi org apach camel impl default rout context full stack trace probabl realli import note never mention class would nice throw could somewher like rout definit java public list lt rout context gt add rout camel context context collect lt rout gt rout throw except part snip definit type input throw would nice type descript alreadi uri ref alreadi know broken rout context rout context add rout rout type answer add rout context rout definit stage alreadi contain thing like org apach camel model rout definit rout uri ref suppli gt bean file parser bean ref conan core method updat oper failur explod clearli see rout screw caus org apach camel runtim camel except java lang illeg argument except either uri ref must specifi org apach camel impl default rout context org apach camel util object helper wrap runtim camel except object helper java org apach camel spring spring camel context applic event spring camel context java org apach camel spring camel context factori bean applic event camel context factori bean java org springframework context event simpl applic event multicast run simpl applic event multicast java org springframework core task sync task executor execut sync task executor java org springframework context event simpl applic event multicast multicast event simpl applic event multicast java org springframework context support abstract applic context publish event abstract applic context java org springframework context support abstract applic context finish refresh abstract applic context java org springframework context support abstract applic context refresh abstract applic context java org springframework test context support abstract gener context loader load context abstract gener context loader java org springframework test context support abstract gener context loader load context abstract gener context loader java org springframework test context test context load applic context test context java org springframework test context test context get applic context test context java caus java lang illeg argument except either uri ref must specifi org apach camel impl default rout context org apach camel impl default rout context resolv endpoint default rout context java org apach camel model definit resolv endpoint definit java org apach camel impl default rout context get endpoint default rout context java org apach camel model rout definit add rout rout definit java org apach camel model rout definit add rout rout definit java org apach camel impl default camel context start rout default camel context java org apach camel impl default camel context start rout definit default camel context java org apach camel impl default camel context start default camel context java org apach camel spring spring camel context mayb start spring camel context java org apach camel spring spring camel context start spring camel context java org apach camel impl servic support start servic support java org apach camel impl default camel context start default camel context java org apach camel spring spring camel context mayb start spring camel context java org apach camel spring spring camel context applic event spring camel context java,0,0
2215, CaseInsensitiveMap serializ case insensit map serializ, CaseInsensitiveMap fulli serializableSee nabblehttp old nabbl com DataSet header BCamelDataSetIndex caus failur html case insensit map fulli serializ see nabblehttp old nabbl com data set header camel data set index caus failur html,0,0
2220, camel jdbc allow properti set statement fetchSize maxRows etc camel jdbc allow properti set statement fetch size max row etc, like SQL compon offer templat set properti spring JdbcTemplate compon statement class like SQL compon offer templat set properti spring jdbc templat compon statement class,0,0
2222, camel bean class enhanc CGLIB skip cglib method camel bean class enhanc CGLIB skip cglib method, see nabblehttp old nabbl com AmbiguousMethodCallException transact spring bean html see nabblehttp old nabbl com ambigu method call except transact spring bean html,0,0
2227, mock compon expectedBodiesReceived list work expect mock compon expect bodi receiv list work expect, java choos vararg method alway instead list method java choos vararg method alway instead list method,0,0
2231, except mail connect requir folder reset except mail connect requir folder reset, think problem may still around SNAPSHOT http fusesourc com forum thread jspa threadID amp tstart notic pop server outag subsequ similar problem IllegalStateException folder open outag start MailComponent WARN ultPollingConsumerPollStrategy consum consum pop could poll endpoint pop caus connect failedjavax mail MessagingException connect fail nest except java net NoRouteToHostException rout host com sun mail pop POP store protocolConnect POP store java javax mail servic connect servic java org apach camel compon mail MailConsumer ensureIsConnected MailConsumer java org apach camel compon mail MailConsumer poll MailConsumer java org apach camel impl ScheduledPollConsumer run ScheduledPollConsumer java java util concurr executor RunnableAdapter call executor java java util concurr FutureTask sync innerRunAndReset FutureTask java java util concurr FutureTask runAndReset FutureTask java java util concurr ScheduledThreadPoolExecutor ScheduledFutureTask access ScheduledThreadPoolExecutor java java util concurr ScheduledThreadPoolExecutor ScheduledFutureTask runPeriodic ScheduledThreadPoolExecutor java java util concurr ScheduledThreadPoolExecutor ScheduledFutureTask run ScheduledThreadPoolExecutor java java util concurr ThreadPoolExecutor worker runTask ThreadPoolExecutor java java util concurr ThreadPoolExecutor worker run ThreadPoolExecutor java java lang thread run thread java caus java net NoRouteToHostException rout host java net PlainSocketImpl socketConnect nativ method java net PlainSocketImpl doConnect PlainSocketImpl java java net PlainSocketImpl connectToAddress PlainSocketImpl java java net PlainSocketImpl connect PlainSocketImpl java java net SocksSocketImpl connect SocksSocketImpl java java net socket connect socket java java net socket connect socket java com sun mail util SocketFetcher createSocket SocketFetcher java com sun mail util SocketFetcher getSocket SocketFetcher java com sun mail pop protocol lt init gt protocol java com sun mail pop POP store getPort POP store java com sun mail pop POP store protocolConnect POP store java moreThis went minut log file sever hour later fact email appear INBOX know person email account copi email timestamp get follow messag everi time poll server start applic get MailComponent ERROR MailConsumer folder openjava lang IllegalStateException folder open javax mail folder getMessages folder java javax mail folder search folder java org apach camel compon mail MailConsumer poll MailConsumer java org apach camel impl ScheduledPollConsumer run ScheduledPollConsumer java java util concurr executor RunnableAdapter call executor java java util concurr FutureTask sync innerRunAndReset FutureTask java java util concurr FutureTask runAndReset FutureTask java java util concurr ScheduledThreadPoolExecutor ScheduledFutureTask access ScheduledThreadPoolExecutor java java util concurr ScheduledThreadPoolExecutor ScheduledFutureTask runPeriodic ScheduledThreadPoolExecutor java java util concurr ScheduledThreadPoolExecutor ScheduledFutureTask run ScheduledThreadPoolExecutor java java util concurr ThreadPoolExecutor worker runTask ThreadPoolExecutor java java util concurr ThreadPoolExecutor worker run ThreadPoolExecutor java java lang thread run thread java took look MailConsumer java note follow code connect LOG isDebugEnabled LOG debug connect MailStore endpoint getConfiguration getMailStoreLogInformation store sender getSession getStore config getProtocol store connect config getHost config getPort config getUsername config getPassword connect possibl folder follow logic recommend insert follow line store connect config getHost config getPort config getUsername config getPassword folder null think problem may still around SNAPSHOT http fusesourc com forum thread jspa thread ID amp tstart notic pop server outag subsequ similar problem illeg state except folder open outag start mail compon WARN ult poll consum poll strategi consum consum pop could poll endpoint pop caus connect failedjavax mail messag except connect fail nest except java net rout host except rout host com sun mail pop POP store protocol connect POP store java javax mail servic connect servic java org apach camel compon mail mail consum ensur connect mail consum java org apach camel compon mail mail consum poll mail consum java org apach camel impl schedul poll consum run schedul poll consum java java util concurr executor runnabl adapt call executor java java util concurr futur task sync inner run reset futur task java java util concurr futur task run reset futur task java java util concurr schedul thread pool executor schedul futur task access schedul thread pool executor java java util concurr schedul thread pool executor schedul futur task run period schedul thread pool executor java java util concurr schedul thread pool executor schedul futur task run schedul thread pool executor java java util concurr thread pool executor worker run task thread pool executor java java util concurr thread pool executor worker run thread pool executor java java lang thread run thread java caus java net rout host except rout host java net plain socket impl socket connect nativ method java net plain socket impl connect plain socket impl java java net plain socket impl connect address plain socket impl java java net plain socket impl connect plain socket impl java java net sock socket impl connect sock socket impl java java net socket connect socket java java net socket connect socket java com sun mail util socket fetcher creat socket socket fetcher java com sun mail util socket fetcher get socket socket fetcher java com sun mail pop protocol lt init gt protocol java com sun mail pop POP store get port POP store java com sun mail pop POP store protocol connect POP store java went minut log file sever hour later fact email appear INBOX know person email account copi email timestamp get follow messag everi time poll server start applic get mail compon ERROR mail consum folder openjava lang illeg state except folder open javax mail folder get messag folder java javax mail folder search folder java org apach camel compon mail mail consum poll mail consum java org apach camel impl schedul poll consum run schedul poll consum java java util concurr executor runnabl adapt call executor java java util concurr futur task sync inner run reset futur task java java util concurr futur task run reset futur task java java util concurr schedul thread pool executor schedul futur task access schedul thread pool executor java java util concurr schedul thread pool executor schedul futur task run period schedul thread pool executor java java util concurr schedul thread pool executor schedul futur task run schedul thread pool executor java java util concurr thread pool executor worker run task thread pool executor java java util concurr thread pool executor worker run thread pool executor java java lang thread run thread java took look mail consum java note follow code connect LOG debug enabl LOG debug connect mail store endpoint get configur get mail store log inform store sender get session get store config get protocol store connect config get host config get port config get usernam config get password connect possibl folder follow logic recommend insert follow line store connect config get host config get port config get usernam config get password folder null,0,0
2234, file produc NIO transferTo gb bug jdk file produc NIO transfer gb bug jdk, appear JDK limit transferTo larg file http thread jspa threadID amp messageID see nabblehttp old nabbl com camel cast except noth fetch ftp endpoint htmlThe code loop transfer chunk appear JDK limit transfer larg file http thread jspa thread ID amp messag ID see nabblehttp old nabbl com camel cast except noth fetch ftp endpoint html code loop transfer chunk,0,0
2237, improp order MINA filter improp order MINA filter, want use SSL consum side MINA SSLFilter must insert first filter chain least second one ExecutorFilter current possibl MinaComponent createSocketEndpoint alway insert ProtocolCodecFilter begin call configureCodecFactory propos workaround introduc addit URL paramet noDefaultCodec prohibit instal default protocol codec filter protocol codec must configur manual use spring lt bean id sslFilter class org apach mina filter SSLFilter gt lt constructor arg gt lt bean class javax net ssl SSLContext factori method getDefault gt lt constructor arg gt lt bean gt lt bean id codecFilter class org apach mina filter codec ProtocolCodecFilter gt lt constructor arg ref hl codec gt lt bean gt lt bean id hl codec class org apach camel compon hl HL MLLPCodec gt lt bean id minaFilters class java util ArrayList gt lt constructor arg gt lt list valu type org apach mina common IoFilter gt lt ref bean sslFilter gt lt ref bean codecFilter gt lt list gt lt constructor arg gt lt bean gt consum endpoint URL look likefrom mina tcp sync true amp lazySessionCreation true amp noDefaultCodec true amp filter minaFilters sure whether approach optim therefor call workaround solut correspond patch attach want use SSL consum side MINA SSL filter must insert first filter chain least second one executor filter current possibl mina compon creat socket endpoint alway insert protocol codec filter begin call configur codec factori propos workaround introduc addit URL paramet default codec prohibit instal default protocol codec filter protocol codec must configur manual use spring lt bean id ssl filter class org apach mina filter SSL filter gt lt constructor arg gt lt bean class javax net ssl SSL context factori method get default gt lt constructor arg gt lt bean gt lt bean id codec filter class org apach mina filter codec protocol codec filter gt lt constructor arg ref hl codec gt lt bean gt lt bean id hl codec class org apach camel compon hl HL MLLP codec gt lt bean id mina filter class java util array list gt lt constructor arg gt lt list valu type org apach mina common Io filter gt lt ref bean ssl filter gt lt ref bean codec filter gt lt list gt lt constructor arg gt lt bean gt consum endpoint URL look likefrom mina tcp sync true amp lazi session creation true amp default codec true amp filter mina filter sure whether approach optim therefor call workaround solut correspond patch attach,0,0
2240, ridicul long releas time due javadoc plugin ridicul long releas time due javadoc plugin,,0,1
2245, rout slip stop exchang fail rout slip stop exchang fail,,0,0
2255, camel exampl etl throw error run camel exampl etl throw error run, stack trace camel thread JpaComponent JuelExpression DEBUG noimpl class juel ExpressionFactory defin META INF servic org apach camel compon el org apach camel NoFactoryAvailableException could find factori classfor resourc META INF servic org apach camel compon juel atorg apach camel impl DefaultFactoryFinder doFindFactoryProperties DefaultFactoryFinder java atorg apach camel impl DefaultFactoryFinder findClass DefaultFactoryFinder java atorg apach camel languag juel JuelExpression getExpressionFactory JuelExpression java atorg apach camel languag juel JuelExpression evalu JuelExpression java atorg apach camel builder ProcessorBuilder process ProcessorBuilder java atorg apach camel manag InstrumentationProcessor process InstrumentationProcessor java atorg apach camel processor DelegateProcessor processNext DelegateProcessor java atorg apach camel processor DelegateProcessor proceed DelegateProcessor java atorg apach camel processor interceptor TraceInterceptor process TraceInterceptor java atorg apach camel manag InstrumentationProcessor process InstrumentationProcessor java atorg apach camel processor RedeliveryErrorHandler processExchange RedeliveryErrorHandler java atorg apach camel processor RedeliveryErrorHandler processErrorHandler RedeliveryErrorHandler java atorg apach camel processor RedeliveryErrorHandler process RedeliveryErrorHandler java atorg apach camel processor DefaultErrorHandler process DefaultErrorHandler java atorg apach camel processor DefaultChannel process DefaultChannel java org apach camel processor pipelin process pipelin java atorg apach camel processor UnitOfWorkProcessor processNext UnitOfWorkProcessor java atorg apach camel processor DelegateProcessor process DelegateProcessor java atorg apach camel manag InstrumentationProcessor process InstrumentationProcessor java atorg apach camel compon jpa JpaConsumer processBatch JpaConsumer java atorg apach camel compon jpa JpaConsumer doInJpa JpaConsumer java atorg apach camel compon jpa JpaTemplateTransactionStrategy doInJpa JpaTemplateTransactionStrategy java atorg springframework orm jpa JpaTemplate execut JpaTemplate java atorg springframework orm jpa JpaTemplate execut JpaTemplate java atorg apach camel compon jpa JpaTemplateTransactionStrategy doInTransaction JpaTemplateTransactionStrategy java atorg springframework transact support TransactionTemplate execut TransactionTemplate java atorg apach camel compon jpa JpaTemplateTransactionStrategy execut JpaTemplateTransactionStrategy java atorg apach camel compon jpa JpaConsumer poll JpaConsumer java atorg apach camel impl ScheduledPollConsumer run ScheduledPollConsumer java atjava util concurr executor RunnableAdapter call executor java atjava util concurr FutureTask sync innerRunAndReset FutureTask java java util concurr FutureTask runAndReset FutureTask java atjava util concurr ScheduledThreadPoolExecutor ScheduledFutureTask access ScheduledThreadPoolExecutor java atjava util concurr ScheduledThreadPoolExecutor ScheduledFutureTask runPeriodic ScheduledThreadPoolExecutor java atjava util concurr ScheduledThreadPoolExecutor ScheduledFutureTask run ScheduledThreadPoolExecutor java atjava util concurr ThreadPoolExecutor worker runTask ThreadPoolExecutor java atjava util concurr ThreadPoolExecutor worker run ThreadPoolExecutor java java lang thread run thread java stack trace camel thread jpa compon juel express DEBUG noimpl class juel express factori defin META INF servic org apach camel compon el org apach camel factori avail except could find factori classfor resourc META INF servic org apach camel compon juel atorg apach camel impl default factori finder find factori properti default factori finder java atorg apach camel impl default factori finder find class default factori finder java atorg apach camel languag juel juel express get express factori juel express java atorg apach camel languag juel juel express evalu juel express java atorg apach camel builder processor builder process processor builder java atorg apach camel manag instrument processor process instrument processor java atorg apach camel processor deleg processor process next deleg processor java atorg apach camel processor deleg processor proceed deleg processor java atorg apach camel processor interceptor trace interceptor process trace interceptor java atorg apach camel manag instrument processor process instrument processor java atorg apach camel processor redeliveri error handler process exchang redeliveri error handler java atorg apach camel processor redeliveri error handler process error handler redeliveri error handler java atorg apach camel processor redeliveri error handler process redeliveri error handler java atorg apach camel processor default error handler process default error handler java atorg apach camel processor default channel process default channel java org apach camel processor pipelin process pipelin java atorg apach camel processor unit work processor process next unit work processor java atorg apach camel processor deleg processor process deleg processor java atorg apach camel manag instrument processor process instrument processor java atorg apach camel compon jpa jpa consum process batch jpa consum java atorg apach camel compon jpa jpa consum jpa jpa consum java atorg apach camel compon jpa jpa templat transact strategi jpa jpa templat transact strategi java atorg springframework orm jpa jpa templat execut jpa templat java atorg springframework orm jpa jpa templat execut jpa templat java atorg apach camel compon jpa jpa templat transact strategi transact jpa templat transact strategi java atorg springframework transact support transact templat execut transact templat java atorg apach camel compon jpa jpa templat transact strategi execut jpa templat transact strategi java atorg apach camel compon jpa jpa consum poll jpa consum java atorg apach camel impl schedul poll consum run schedul poll consum java atjava util concurr executor runnabl adapt call executor java atjava util concurr futur task sync inner run reset futur task java java util concurr futur task run reset futur task java atjava util concurr schedul thread pool executor schedul futur task access schedul thread pool executor java atjava util concurr schedul thread pool executor schedul futur task run period schedul thread pool executor java atjava util concurr schedul thread pool executor schedul futur task run schedul thread pool executor java atjava util concurr thread pool executor worker run task thread pool executor java atjava util concurr thread pool executor worker run thread pool executor java java lang thread run thread java,0,0
2269, doCatch without except given report problem catch without except given report problem, code like doTry mock throwException new IllegalArgumentException damn doCatch mock catch end report failur rout doCatch must least except paramet correctli doCatch except class could also consid use excpet class default java must also provid except catch thu intuit like java code like tri mock throw except new illeg argument except damn catch mock catch end report failur rout catch must least except paramet correctli catch except class could also consid use excpet class default java must also provid except catch thu intuit like java,0,0
2276, seda compon support timeout task complet use timeout neg seda compon support timeout task complet use timeout neg, see nabblehttp old nabbl com SEDA timeout ts html see nabblehttp old nabbl com SEDA timeout ts html,0,0
2292, RejectedExecutionException restart camel context reject execut except restart camel context, user report camel channel follow except tri send messag context stop restart fail creat produc endpoint that except gettingReason java util concurr RejectedExecutionExceptionException thread core org apach camel FailedToCreateProducerException fail creat produc endpoint endpoint activemq queue request lavaOrderProducer powerTraderServer reason java util concurr RejectedExecutionException org apach camel compon jm JmsProducer testAndSetRequestor JmsProducer java org apach camel compon jm JmsProducer processInOut JmsProducer java org apach camel compon jm JmsProducer process JmsProducer java org apach camel impl ProducerCache doInProducer ProducerCache java org apach camel impl ProducerCache doInProducer ProducerCache java org apach camel impl ProducerCache doInProducer ProducerCache java org apach camel impl ProducerCache sendExchange ProducerCache java org apach camel impl ProducerCache send ProducerCache java org apach camel impl DefaultProducerTemplate send DefaultProducerTemplate java com wjb produc lavaData dispatch ServerRequestDispatcher requestSymbolSectorArray ServerRequestDispatcher java com wjb produc core LavaDataManager initi LavaDataManager java com wjb produc core ProducerCore run ProducerCore java java lang thread run thread java caus java util concurr RejectedExecutionException java util concurr ThreadPoolExecutor AbortPolicy rejectedExecution ThreadPoolExecutor java java util concurr ThreadPoolExecutor reject ThreadPoolExecutor java java util concurr ScheduledThreadPoolExecutor delayedExecute ScheduledThreadPoolExecutor java java util concurr ScheduledThreadPoolExecutor schedul ScheduledThreadPoolExecutor java org apach camel util DefaultTimeoutMap schedulePoll DefaultTimeoutMap java org apach camel util DefaultTimeoutMap lt init gt DefaultTimeoutMap java org apach camel compon jm requestor requestor lt init gt requestor java org apach camel compon jm JmsProducer testAndSetRequestor JmsProducer java follow unit test seem reproduc problem ublic final class StartStopTest privat final GenericApplicationContext applicationContext new GenericApplicationContext privat final int testCount test public void test throw except initi final file propertiesFile new file constant RESOURCE_DIRECTORY_NAME constant PROPERTIES_FILE_NAME PropertyConfigurator configur propertiesFile getPath final file applicationContextFile new file constant RESOURCE_DIRECTORY_NAME constant CONTEXT_FILE_NAME final resourc applicationContextResource new FileSystemResource applicationContextFile final AbstractBeanDefinitionReader beanDefinitionReader new XmlBeanDefinitionReader applicationContext beanDefinitionReader loadBeanDefinitions applicationContextResource applicationContext refresh begin test int lt testCount startSendStop thread sleep privat void startSendStop throw except final SpringCamelContext springCamelContext SpringCamelContext applicationContext getBean constant CAMEL_CONTEXT_NAME final ProducerTemplate producerTemplate final endpoint serverRequestQueue springCamelContext start producerTemplate springCamelContext createProducerTemplate serverRequestQueue springCamelContext getEndpoint serverRequestQueue final exchang exchang producerTemplate send serverRequestQueue new processor public void process final exchang exchang throw except exchang setPattern ExchangePattern InOut exchang getIn setHeader ServerJmsServices REQUEST ServerJmsServices GET_SYMBOL_INFO exchang getIn setBody final string responseString string exchang getOut getBody assert assertTrue responseString length gt springCamelContext stop lt xml version encod UTF gt lt bean xmln http www springframework org schema bean xmln xsi http www org XMLSchema instanc xmln camel http camel apach org schema spring xsi schemaLocation http www springframework org schema bean http www springframework org schema bean spring bean xsd http camel apach org schema spring http camel apach org schema spring camel spring xsd gt lt ActiveMQ compon camel use gt lt bean id activemq class org apach activemq camel compon ActiveMQComponent gt lt properti name connectionFactory gt lt bean class org apach activemq ActiveMQConnectionFactory gt lt properti name brokerURL valu tcp daemon true gt lt bean gt lt properti gt lt bean gt lt camel context gt lt camelContext id camelContext xmln http camel apach org schema spring autoStartup fals gt lt camel endpoint id serverRequestQueue uri activemq queue request lavaOrderProducer powerTraderServer gt lt camelContext gt lt bean gt user report camel channel follow except tri send messag context stop restart fail creat produc endpoint that except get reason java util concurr reject execut except except thread core org apach camel fail creat produc except fail creat produc endpoint endpoint activemq queue request lava order produc power trader server reason java util concurr reject execut except org apach camel compon jm jm produc test set requestor jm produc java org apach camel compon jm jm produc process jm produc java org apach camel compon jm jm produc process jm produc java org apach camel impl produc cach produc produc cach java org apach camel impl produc cach produc produc cach java org apach camel impl produc cach produc produc cach java org apach camel impl produc cach send exchang produc cach java org apach camel impl produc cach send produc cach java org apach camel impl default produc templat send default produc templat java com wjb produc lava data dispatch server request dispatch request symbol sector array server request dispatch java com wjb produc core lava data manag initi lava data manag java com wjb produc core produc core run produc core java java lang thread run thread java caus java util concurr reject execut except java util concurr thread pool executor abort polici reject execut thread pool executor java java util concurr thread pool executor reject thread pool executor java java util concurr schedul thread pool executor delay execut schedul thread pool executor java java util concurr schedul thread pool executor schedul schedul thread pool executor java org apach camel util default timeout map schedul poll default timeout map java org apach camel util default timeout map lt init gt default timeout map java org apach camel compon jm requestor requestor lt init gt requestor java org apach camel compon jm jm produc test set requestor jm produc java follow unit test seem reproduc problem ublic final class start stop test privat final gener applic context applic context new gener applic context privat final int test count test public void test throw except initi final file properti file new file constant RESOURCE DIRECTORY NAME constant PROPERTIES FILE NAME properti configur configur properti file get path final file applic context file new file constant RESOURCE DIRECTORY NAME constant CONTEXT FILE NAME final resourc applic context resourc new file system resourc applic context file final abstract bean definit reader bean definit reader new xml bean definit reader applic context bean definit reader load bean definit applic context resourc applic context refresh begin test int lt test count start send stop thread sleep privat void start send stop throw except final spring camel context spring camel context spring camel context applic context get bean constant CAMEL CONTEXT NAME final produc templat produc templat final endpoint server request queue spring camel context start produc templat spring camel context creat produc templat server request queue spring camel context get endpoint server request queue final exchang exchang produc templat send server request queue new processor public void process final exchang exchang throw except exchang set pattern exchang pattern exchang get set header server jm servic REQUEST server jm servic GET SYMBOL INFO exchang get set bodi final string respons string string exchang get get bodi assert assert true respons string length gt spring camel context stop lt xml version encod UTF gt lt bean xmln http www springframework org schema bean xmln xsi http www org XML schema instanc xmln camel http camel apach org schema spring xsi schema locat http www springframework org schema bean http www springframework org schema bean spring bean xsd http camel apach org schema spring http camel apach org schema spring camel spring xsd gt lt activ MQ compon camel use gt lt bean id activemq class org apach activemq camel compon activ MQ compon gt lt properti name connect factori gt lt bean class org apach activemq activ MQ connect factori gt lt properti name broker URL valu tcp daemon true gt lt bean gt lt properti gt lt bean gt lt camel context gt lt camel context id camel context xmln http camel apach org schema spring auto startup fals gt lt camel endpoint id server request queue uri activemq queue request lava order produc power trader server gt lt camel context gt lt bean gt,0,0
2295, ExceptionHandler let abl log addit inform custom messag current exchang except handler let abl log addit inform custom messag current exchang, output better except log use default except handler log ExceptionHandler use consum poll event driven cant send except back client thu must handl somehowand best shot log plugin handler like output better except log use default except handler log except handler use consum poll event driven cant send except back client thu must handl somehowand best shot log plugin handler like,0,0
2303, GroupedExchange aggreg work correctli group exchang aggreg work correctli, see nabblehttp old nabbl com help org apach camel impl GroupedExchange exist latest download ts html see nabblehttp old nabbl com help org apach camel impl group exchang exist latest download ts html,0,0
2308, StrictHostKeyChecking url option strict host key check url option, camel user appreci new url option set JSch session StrictHostKeyChecking prefer new option work like URI option knownHosts improv facilit bypass sftp ssh key authent camel user appreci new url option set sch session strict host key check prefer new option work like URI option known host improv facilit bypass sftp ssh key authent,0,0
2310, UnitOfWork must done final ensur even java lang error thrown fore reliabl shutdown unit work must done final ensur even java lang error thrown fore reliabl shutdown, help keep flight registri date even java lang error thrown peopl use JUnit assert help keep flight registri date even java lang error thrown peopl use unit assert,0,0
