issue_id,reporter,component,keywords,summary_proc,description_proc,Performance,files
525,Kathey Marsden,Network Client,0, get ascii streamshould replac non ascii charact match embed, call clob get ascii stream result set get ascii stream column type charact type clob rang charact ascii set need replac question mark ascii defin bit charact thu unicod charact rang ff map ascii charact xff unicod charact rang xffff map code inspect client code org apach derbi client result setembed org apach derbi impl jdbc reader ascii,0,java/client/org/apache/derby/client/am/ResultSet.java;java/client/org/apache/derby/client/am/AsciiStream.java;java/client/org/apache/derby/client/am/ResultSet.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/resultsetStream.out;java/testing/org/apache/derbyTesting/functionTests/master/resultsetStream.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/resultsetStream.java;
527,Philip Wilder,Build tools,0, incorrect insan build window platform, found derbi build sane properli isol lt target name evalu sane gt lt condit properti gener sane gt lt equal arg sane arg true gt lt condit gt lt target gt scope gener sane properti limit target test window xp environ ergo alway insan build patch follow shortli,0,build.xml;
530,Piet Blok,Network Client,0, client driver ignor properti object connect string url properti connect properti method, contrast embed driver connect attribut creat true recogn present properti properti object workaround append attribut properti object url string invok connect method new databas creat connect establish next code fragment illustr bug workaround privat static final client driver client driver new client driver privat connect get client connect string databas properti connect properti throw sql except tri system println tri connect properti string connect url jdbc derbi databas system println connect url connect url connect rv client driver connect connect url connect properti system println connect rv return rv catch sql except system println tri connect url attribut string buffer sb new string buffer enumer enu connect properti properti name enu element string key string enu next element sb append sb append key sb append sb append connect properti get properti key string connect url jdbc derbi databas sb string system println connect url connect url connect rv client driver connect connect url connect properti system println connect rv system println seem bug properti argument client driver connect string properti use return rv,0,java/client/org/apache/derby/jdbc/ClientDriver.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/checkDriver.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/checkDriver.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/secureUsers.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/users.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/users2.out;java/testing/org/apache/derbyTesting/functionTests/master/checkDriver.out;java/testing/org/apache/derbyTesting/functionTests/suites/jdbcapi.runall;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/checkDriver.java;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/checkDriver_app.properties;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/checkDriver_derby.properties;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/checkDriver.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/checkDriver.java;
536,Susan Cline,Tools,0, current build properti derbi help plug eclips work creat deploy plug, updat inform web site derbi plug in revis instruct creat zip file plug in current build properti file help plug work creat deploy plug without manual intervent attach patch build properti file help plug replac exist one allow user select export gt gt deploy plug in fragment creat zip file suitabl deploy svn stat output plugin eclips org apach derbi plugin doc build properti test built new doc zip file use new build properti file unzip anoth eclips instal eclips home directori made sure file help correct locat access appreci someon could commit thank susan,0,plugins/eclipse/org.apache.derby.plugin.doc/build.properties;
540,Daniel John Debrunner,Store,0, load databas jar classpath broken databas cannot found, convert old cloudscap test ensur chang made derbi would break load class store databas databas jar discov databas cannot found jar classpath discov reason store factori implement classpath alway prepend lead foward slash databas name incorrect db db caus databas found classload url class loader correct path servic properti file db servic properti db servic properti add convert test lang dbjar sql,0,java/engine/org/apache/derby/impl/io/CPFile.java;java/engine/org/apache/derby/impl/io/CPStorageFactory.java;java/testing/org/apache/derbyTesting/functionTests/master/dbjar.out;java/testing/org/apache/derbyTesting/functionTests/suites/derbylang.runall;java/testing/org/apache/derbyTesting/functionTests/tests/lang/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dbjar.jar;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dbjar.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dbjarUtil.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dbjar_app.properties;
541,Satheesh Bandaram,SQL,0, read databas fail boot soft upgrad rais error messag xd contain open read mode, attempt boot databas creat use derbi fail soft upgrad mode derbi trunk boot fail error xd contain open read mode debug problem littl seem soft upgrad code attempt chang databas properti valu sinc databas read error rais tri ij gt connect jdbc derbi jar jar db error xj fail start databas jar jar db see next except detail error xd contain open read mode stack trace error xd contain open read mode org apach derbi iapi error standard except new except standard except java org apach derbi impl store raw data base contain use base contain java org apach derbi impl store raw data base contain handl use contain base contain handl java org apach derbi impl store raw data base data file factori open contain base data file factori java org apach derbi impl store raw data base data file factori open contain base data file factori java org apach derbi impl store raw xact xact open contain xact java org apach derbi impl store access conglomer open conglomer init open conglomer java org apach derbi impl store access heap heap open scan heap java org apach derbi impl store access ram transact open scan ram transact java org apach derbi impl store access ram transact open scan ram transact java org apach derbi impl store access properti conglomer open scan properti conglomer java org apach derbi impl store access properti conglomer save properti properti conglomer java org apach derbi impl store access properti conglomer set properti properti conglomer java org apach derbi impl store access ram transact set properti ram transact java org apach derbi impl sql catalog dd version appli safe chang dd version java org apach derbi impl sql catalog dd version upgrad need dd version java org apach derbi impl sql catalog data dictionari impl load dictionari tabl data dictionari impl java org apach derbi impl sql catalog data dictionari impl boot data dictionari impl java org apach derbi impl servic monitor base monitor boot base monitor java org apach derbi impl servic monitor top servic boot modul top servic java org apach derbi impl servic monitor base monitor start modul base monitor java org apach derbi iapi servic monitor monitor boot servic modul monitor java org apach derbi impl sql conn gener languag connect factori boot data dictionari gener languag connect factori java org apach derbi impl sql conn gener languag connect factori boot gener languag connect factori java org apach derbi impl servic monitor base monitor boot base monitor java org apach derbi impl servic monitor top servic boot modul top servic java org apach derbi impl servic monitor base monitor start modul base monitor java org apach derbi iapi servic monitor monitor boot servic modul monitor java org apach derbi impl db basic databas boot basic databas java org apach derbi impl servic monitor base monitor boot base monitor java org apach derbi impl servic monitor top servic boot modul top servic java org apach derbi impl servic monitor base monitor boot servic base monitor java org apach derbi impl servic monitor base monitor start provid servic base monitor java org apach derbi impl servic monitor base monitor find provid start servic base monitor java org apach derbi impl servic monitor base monitor start persist servic base monitor java org apach derbi impl servic monitor base monitor start persist servic base monitor java org apach derbi iapi servic monitor monitor start persist servic monitor java org apach derbi impl jdbc emb connect boot databas emb connect java org apach derbi impl jdbc emb connect lt init gt emb connect java org apach derbi impl jdbc emb connect lt init gt emb connect java org apach derbi jdbc driver get new emb connect driver java org apach derbi jdbc intern driver connect intern driver java java sql driver manag get connect driver manag java java sql driver manag get connect driver manag java org apach derbi impl tool ij ij dynam connect ij java org apach derbi impl tool ij ij connect statement ij java org apach derbi impl tool ij ij ij statement ij java org apach derbi impl tool ij util main go util main java org apach derbi impl tool ij main go main java org apach derbi impl tool ij main main core main java org apach derbi impl tool ij main main main java org apach derbi tool ij main ij java ij gt,0,java/engine/org/apache/derby/impl/sql/catalog/DD_Version.java;
582,Mamta A. Satoor,JDBC,0, dynam paramet allow operand unari oper derbi throw except oper allow take paramet operand, simpl test program use dynam paramet unari oper fail except follow snippet code ps con prepar statement select ps set int rs ps execut queri prepar statement call fail follow except sqlstate error oper allow take paramet operand,0,java/engine/org/apache/derby/iapi/sql/compile/JoinStrategy.java;java/engine/org/apache/derby/iapi/sql/compile/OptimizablePredicate.java;java/engine/org/apache/derby/impl/sql/compile/BaseColumnNode.java;java/engine/org/apache/derby/impl/sql/compile/BinaryListOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/BinaryLogicalOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/BinaryOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/BinaryRelationalOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/CastNode.java;java/engine/org/apache/derby/impl/sql/compile/CoalesceFunctionNode.java;java/engine/org/apache/derby/impl/sql/compile/ColumnDefinitionNode.java;java/engine/org/apache/derby/impl/sql/compile/ColumnReference.java;java/engine/org/apache/derby/impl/sql/compile/ConcatenationOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java;java/engine/org/apache/derby/impl/sql/compile/FromBaseTable.java;java/engine/org/apache/derby/impl/sql/compile/HasVariantValueNodeVisitor.java;java/engine/org/apache/derby/impl/sql/compile/HashJoinStrategy.java;java/engine/org/apache/derby/impl/sql/compile/IsNullNode.java;java/engine/org/apache/derby/impl/sql/compile/JavaValueNode.java;java/engine/org/apache/derby/impl/sql/compile/JoinNode.java;java/engine/org/apache/derby/impl/sql/compile/LengthOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/LikeEscapeOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/MethodCallNode.java;java/engine/org/apache/derby/impl/sql/compile/NonStaticMethodCallNode.java;java/engine/org/apache/derby/impl/sql/compile/ParameterNode.java;java/engine/org/apache/derby/impl/sql/compile/Predicate.java;java/engine/org/apache/derby/impl/sql/compile/PredicateList.java;java/engine/org/apache/derby/impl/sql/compile/ResultColumn.java;java/engine/org/apache/derby/impl/sql/compile/ResultColumnList.java;java/engine/org/apache/derby/impl/sql/compile/ResultSetNode.java;java/engine/org/apache/derby/impl/sql/compile/SQLToJavaValueNode.java;java/engine/org/apache/derby/impl/sql/compile/SelectNode.java;java/engine/org/apache/derby/impl/sql/compile/SetOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/SimpleStringOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/StaticClassFieldReferenceNode.java;java/engine/org/apache/derby/impl/sql/compile/StaticMethodCallNode.java;java/engine/org/apache/derby/impl/sql/compile/SubqueryNode.java;java/engine/org/apache/derby/impl/sql/compile/TernaryOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/TimestampOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/UnaryArithmeticOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/UnaryOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/ValueNode.java;java/engine/org/apache/derby/impl/sql/compile/ValueNodeList.java;java/engine/org/apache/derby/impl/sql/compile/VirtualColumnNode.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/testing/org/apache/derbyTesting/functionTests/master/unaryArithmeticDynamicParameter.out;java/testing/org/apache/derbyTesting/functionTests/suites/derbylang.runall;java/testing/org/apache/derbyTesting/functionTests/suites/derbynetmats.runall;java/testing/org/apache/derbyTesting/functionTests/tests/lang/build.xml;java/testing/org/apache/derbyTesting/functionTests/tests/lang/unaryArithmeticDynamicParameter.java;
595,Sunitha Kambhampati,SQL,0, use derbi languag log statement text true mask certain except lead incorrect behavior case, use derbi languag log statement text true mask certain except lead incorrect behavior observ test use stream valid expect except rais dvd get string call except get eaten properti set see gener paramet string tri return valu get string catch standard except se return unexpect except get string se gener prepar statement execut pv string call paramet reproduct run test jdbcapi resultset stream java derbi languag log statement text true expect error except wont thrown error case look test use stream store stream column java use derbi languag log statement text true file anoth bug resolv test,0,java/engine/org/apache/derby/iapi/types/SQLBinary.java;java/engine/org/apache/derby/iapi/types/SQLBlob.java;java/engine/org/apache/derby/iapi/types/SQLChar.java;java/engine/org/apache/derby/iapi/types/SQLClob.java;
606,Jeffrey Aguilera,Store,0, sysc util sysc inplac compress tabl fail larg tabl, sysc util sysc inplac compress tabl fail one follow error messag appli larg tabl gt gb log oper null encount error write log stream could caus errant log oper intern log buffer full due excess larg log oper sqlstate xj java except java io io except except java lang array index bound except thrown evalu express sqlstate xj java except java lang array index bound except either case entri written consol log derbi log,0,java/engine/org/apache/derby/iapi/services/io/RegisteredFormatIds.java;java/engine/org/apache/derby/iapi/services/io/StoredFormatIds.java;java/engine/org/apache/derby/iapi/store/raw/RawStoreFactory.java;java/engine/org/apache/derby/iapi/store/raw/xact/RawTransaction.java;java/engine/org/apache/derby/impl/store/raw/data/AllocPage.java;java/engine/org/apache/derby/impl/store/raw/data/CompressSpacePageOperation.java;java/engine/org/apache/derby/impl/store/raw/data/CompressSpacePageOperation10_2.java;java/engine/org/apache/derby/impl/store/raw/data/LoggableAllocActions.java;java/engine/org/apache/derby/impl/store/raw/xact/Xact.java;java/testing/org/apache/derbyTesting/functionTests/master/OnlineCompressTest.out;java/testing/org/apache/derbyTesting/functionTests/master/Upgrade_10_1_10_3.out;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/UpgradeTester.java;
618,Trejkaz,Network Client,0, make client driver connect url work space url, present want connect databas derbi server space path way done embed driver consist would good work client driver fashion,0,java/client/org/apache/derby/jdbc/ClientDriver.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/checkDriver.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/checkDriver.out;java/testing/org/apache/derbyTesting/functionTests/master/checkDriver.out;java/testing/org/apache/derbyTesting/functionTests/master/j9_13/checkDriver.out;java/testing/org/apache/derbyTesting/functionTests/master/j9_22/checkDriver.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/checkDriver.java;
622,Daniel John Debrunner,Tools,0, sysinfo incorrectli requir permiss derbi jar file, run test derbynet sysinfo java requir permiss derbi test polici order read jar file permiss java io file permiss csinfo codedir read accord java secur spec note code alway read file directori subdirectori directori need explicit permiss probabl mean privileg block requir access content jar file sysinfo,0,java/tools/org/apache/derby/impl/tools/sysinfo/Main.java;
623,Daniel John Debrunner,Services,0, derbi monitor access two system properti without use privileg block built sane true, built sane true test jar permiss requir grant way stack current mean test grant network server jar permiss java util properti permiss derbi monitor verbos read permiss java util properti permiss derbi debug read engin contain code read system properti use privileg block use monitor,0,java/engine/org/apache/derby/impl/services/monitor/BaseMonitor.java;java/testing/org/apache/derbyTesting/functionTests/util/derby_tests.policy;java/engine/org/apache/derby/iapi/services/monitor/ModuleFactory.java;java/engine/org/apache/derby/iapi/services/property/PropertyUtil.java;java/engine/org/apache/derby/impl/services/monitor/FileMonitor.java;
630,mardacay,SQL,0, creat trigger fail null pointer except, creat brand new databas execut follow statement one transact transact fail trigger creation null pointer except exclud schema name statement run fine ommit everi statement run fine version without schema name run fine run version schema name fine also creat schema creat tabl product product id varchar uniqu null version bigint creat tabl categori cat id varchar name varchar null version bigint creat tabl prod cat cat id varchar null product id varchar null version bigint creat trigger product updat version productreferenc new nfor rowmod db sql updat prod cat set version version prod cat product id product id java lang null pointer except org apach derbi impl sql catalog sysstat row factori make sysstat srow unknown sourc org apach derbi impl sql catalog data dictionari impl add sp descriptor unknown sourc org apach derbi impl sql execut creat trigger constant action creat sp unknown sourc org apach derbi impl sql execut creat trigger constant action execut constant action unknown sourc stop progress indic execut sql org apach derbi impl sql execut misc result set open unknown sourc org apach derbi impl sql gener prepar statement execut unknown sourc org apach derbi impl jdbc emb statement execut statement unknown sourc org apach derbi impl jdbc emb statement execut unknown sourc org apach derbi impl jdbc emb statement execut unknown sourc,0,java/engine/org/apache/derby/iapi/sql/dictionary/DataDictionary.java;java/engine/org/apache/derby/impl/sql/catalog/DD_Version.java;java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java;java/engine/org/apache/derby/impl/sql/catalog/SYSSTATEMENTSRowFactory.java;java/engine/org/apache/derby/impl/sql/catalog/SYSVIEWSRowFactory.java;java/engine/org/apache/derby/impl/sql/execute/CreateTriggerConstantAction.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/syscat.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/jdk14/syscat.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/syscat.out;java/testing/org/apache/derbyTesting/functionTests/master/Upgrade_10_1_10_3.out;java/testing/org/apache/derbyTesting/functionTests/master/syscat.out;java/testing/org/apache/derbyTesting/functionTests/master/triggerGeneral.out;java/testing/org/apache/derbyTesting/functionTests/suites/upgrade.properties;java/testing/org/apache/derbyTesting/functionTests/suites/upgrade.runall;java/testing/org/apache/derbyTesting/functionTests/tests/lang/triggerGeneral.sql;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/UpgradeTester.java;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/Upgrade_10_1_10_3.java;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/Upgrade_10_1_10_3_sed.properties;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/build.xml;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/copyfiles.ant;
634,Jeff Lichtman,SQL,0, subqueri materi caus stack overflow, perform optim subqueri process caus stack overflow optim materi subqueri result set memori think row fit memori materi done set nest union constant row union result set row result set lot row caus stack overflow fetch row obviou fix make use iter techniqu rather recurs one store return row see method base activ materi result set possibl languag execut code issu perform optim look optim backfir make queri run much slower exampl queri select one row tabl column select column million row tabl read million row tabl memori expens oper index million row tabl column queri return result quickli despit larg size million row tabl singl probe million row tabl via index sinc memori materi expens oper decis whether made base queri optim cost estim see subqueri node gener express may wise cach partial queri result memori although help perform case also chew memori differ limit size cach back store like store use page cach languag way limit total amount memori use type process note hash join origin use memori hash tabl back store back store ad later implement optim problem decis materi subqueri result memori made code gener decis made compil phase clear materi result set possibl base activ would expect materi done type result set method base activ also method call get max memori per tabl optim factori noth execut code refer anyth compil code perhap get max memori per tabl move somewher els,1,java/engine/org/apache/derby/iapi/sql/compile/Optimizer.java;java/engine/org/apache/derby/impl/sql/execute/BaseActivation.java;java/testing/org/apache/derbyTesting/functionTests/master/subquery2.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/subquery2.sql;
638,Deepa Remesh,Network Client,0, network driver set transact isol caus commit complet local, autocommit set fals call set transact isol use client driver end transact method exit close call conect throw except run code conn set auto commit fals conn set transact isol connect transact read commit tri conn close catch sql except se system println got except close connect se print stack trace client driver give got except close connectionorg apach derbi client sql except java sql connect close request transact progress connect transact remain activ connect cannot close embed driver work okay throw except,0,java/client/org/apache/derby/client/am/Connection.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/setTransactionIsolation.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/setTransactionIsolation.out;java/testing/org/apache/derbyTesting/functionTests/master/setTransactionIsolation.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/setTransactionIsolation.java;
642,Knut Anders Hatlen,Store,0, select max use indic optim, tri run select max index column big gb tabl took minut minut iexpect bit investig found full index scan wasperform row referenc rightmost treenod actual delet possibl improv implement backward scan tree also suggest comment tree max scan go parent node next leaf node left side continu valid max valu found derbi travers tree allow would ok go latch kept higher level node tree cours would neg impact concurr right left travers leaf level possibl use control row get left sibl throw except page cannot latch without wait therefor possibl tri right left search max valu fall back left right approach conflict aris,1,java/engine/org/apache/derby/impl/store/access/btree/BTreeMaxScan.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeScan.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/BTreeMaxScanTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/_Suite.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/BTreeMaxScanTest.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeMaxScan.java;
655,Deepa Remesh,SQL,0, get import key return duplic row case, databas larg number tabl get duplic row call databas meta data get import key particular tabl howev creat tabl number foreign key anoth databas fewer number tabl get import key return correct number row error seem happen databas larg number tabl attach repro shortli,0,java/engine/org/apache/derby/impl/sql/execute/CreateIndexConstantAction.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/metadata.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/odbc_metadata.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/jdk14/metadata.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/odbc_metadata.out;java/testing/org/apache/derbyTesting/functionTests/master/metadata.out;java/testing/org/apache/derbyTesting/functionTests/master/odbc_metadata.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/metadata_test.java;java/testing/org/apache/derbyTesting/functionTests/master/Upgrade_10_1_10_2.out;
656,Daniel John Debrunner,null,0, secur except access declar member databas meta data get tabl, code determin size class use get declar member requir permiss access declar member ideal requir grant permiss derbi jar need see whichclass size calcul code priv block would requir grant permiss way stack mayb class declar memebr access valu pre calculk estim could made use public field java secur access control except access deni java lang runtim permiss access declar member java secur access control check permiss access control java java lang secur manag check permiss secur manag java com ibm ws secur core secur manag check permiss secur manag java java lang secur manag check member access secur manag java java lang class check member access class java java lang class get declar field class java org apach derbi iapi servic cach class size get size coeffici unknown sourc org apach derbi iapi servic cach class size estim base unknown sourc org apach derbi iapi store access back store hashtabl lt clinit gt unknown sourc java lang vm intern initi impl nativ method java lang vm intern initi vm intern java org apach derbi impl sql execut hash tabl result set open core unknown sourc org apach derbi impl sql execut join result set open right unknown sourc org apach derbi impl sql execut join result set open core unknown sourc org apach derbi impl sql execut project restrict result set open core unknown sourc org apach derbi impl sql execut sort result set open core unknown sourc org apach derbi impl sql execut basic put result set impl open unknown sourc org apach derbi impl sql gener prepar statement execut unknown sourc org apach derbi impl jdbc emb statement execut statement unknown sourc org apach derbi impl jdbc emb prepar statement execut statement unknown sourc org apach derbi impl jdbc emb prepar statement execut queri unknown sourc org apach derbi impl jdbc emb databas meta data get tabl unknown sourc,0,java/engine/org/apache/derby/iapi/store/access/BackingStoreHashtable.java;
662,Mike Matrigali,Store,0, crash recoveri drop tabl case insensit file system derbi may delet wrong file, sometim redo system incorrectli remov file associatedwith tabl bug requir follow condit reproduc os filesystem must case insensit request delet file name dat would also remov dat true window default file system true unix linux filesystem awar system must shutdown clean manner subsequ access databas caus redo recoveri action drop tabl statement mean drop tabl statement must happen sinc last checkpoint log file exampl thing caus checkpoint clean shutdown ij use exit command clean shutdown databas use shutdown true url call checkpoint system procedur gener enough log activ caus regularli schedul checkpoint conglomer number describ drop tabl tabl problem occur must also exist databas tabl hex tabl tabl either tabl must access redo prior redo oper drop tabl must enough tabl refer redo phase push cach open tabl cach condit met redo system willincorrectli delet tabl tri redo drop tabl lt gt ad follow test reproduc problem creat tabl need enough tabl insur conglomer number dat dat exist checkpoint databas creat happen redo drop tabl conglomer number map dat look catalog case conglomer number assign chang reason exit databas without clean shudown default test suit run multipl test singl db clean shutdown done sinc singl drop sinc last checkpoint test caus drop subsequ redo run next test program dropcrash caus redo drop point bug caus file dat incorrectli delet thu access conglomer throw contain exist error check consist databas find contain exist error,0,
665,Øystein Grøvlen,Store,0, remov backup file method, code contain backup method specifi backup directori string file paramet string version current use file version remov avoid duplic code etc exampl method basic databas backup basic databas backup enabl log archiv mode ram access manag backup ram access manag backup enabl log archiv mode raw store backup enabl log archiv modeplu correspond interfac,0,java/engine/org/apache/derby/database/Database.java;java/engine/org/apache/derby/iapi/store/access/AccessFactory.java;java/engine/org/apache/derby/iapi/store/raw/RawStoreFactory.java;java/engine/org/apache/derby/impl/db/BasicDatabase.java;java/engine/org/apache/derby/impl/store/access/RAMAccessManager.java;java/engine/org/apache/derby/impl/store/raw/RawStore.java;
675,A B,Build tools,0, build time process metadata properti file handl slash incorrectli, found describ mamta http www nabbl com derbi optim overrid metadata properti file html ant build process derbi metadata properti file modifi odbc metadata gener class class treat backslash occur metadata properti file incorrectli specif treat everi backslash end line thu translat thing like derbi properti join order fix derbi properti join order fix word escap charact like handl incorrectli,0,java/build/org/apache/derbyBuild/ODBCMetadataGenerator.java;
680,Deepa Remesh,Tools,0, ij execut prepar statement numer decim paramet fail null pointer except cdc fp, npe thrown ij execut prepar statement numer decim paramet return result set repro problem test lang cast sql test current fail cdc fp follow line test throw npe execut use valu execut use valu prepar insert num valu cast numer prepar insert dc valu cast decim stack trace failur java lang null pointer except org apach derbi impl tool ij util display multi util java org apach derbi impl tool ij util main display result util main java org apach derbi impl tool ij util main go util main java org apach derbi impl tool ij main go main java org apach derbi impl tool ij main main core main java org apach derbi impl tool ij main main main java org apach derbi tool ij main ij java happen follow code sinc prepar statement return result set call get meta data return null code check done see get meta data return null call get column type object repres decim valu default use string pass valu around integr type first convert integr type decim string like convert integr type switch ps get meta data get column type case type bigint ps set long rs get long break case type integ case type smallint case type tinyint ps set int rs get int break default ps set string rs get string break,0,java/testing/org/apache/derbyTesting/functionTests/master/ejbql.out;java/testing/org/apache/derbyTesting/functionTests/master/j9_13/ejbql.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/ejbql.sql;
682,Deepa Remesh,Test,0, add test error code sever except, add test test error code disconnect except sever error client embed driver,0,java/testing/org/apache/derbyTesting/functionTests/master/errorCode.out;java/testing/org/apache/derbyTesting/functionTests/master/j9_13/errorCode.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/errorCode.sql;
714,Daniel John Debrunner,SQL,0, null pointer except class cast except updat delet perform diagnost vti, updat delet statement read vti hit null pointer except insan mode class cast except sane mode ij gt delet new org apach derbi diag transact tabl error xj java except java lang null pointer except statement make sens grace error return especi insan mode caus engin shutdown code alreadi exist detect situat call found ad neg test derbi,0,java/engine/org/apache/derby/diag/LockTable.java;java/engine/org/apache/derby/diag/TransactionTable.java;java/engine/org/apache/derby/impl/sql/compile/DeleteNode.java;java/engine/org/apache/derby/impl/sql/compile/UpdateNode.java;java/testing/org/apache/derbyTesting/functionTests/master/TransactionTable.out;java/testing/org/apache/derbyTesting/functionTests/tests/store/TransactionTable.sql;
718,Fernanda Pizzorno,Network Client,0, network client delet row make getter method return null follow row, network driver result set delet row method caus get xxx method follow row return null valu possibl use get xxx method posit cursor next row also side effect result set creat prepar statement repro case upload attach test delet row java output report case list row row test row test row test row test row test row test row test row test row test row test list row delet first row row test row delet row null row null row null row null row null row null row null row null row null list row row test row test row test row test row test row test row test row test row test,0,java/client/org/apache/derby/client/am/Cursor.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/updatableResultSet.java;
