issue_id,reporter,component,keywords,summary_proc,description_proc,Security
2490,Siddharth Wagle,ambari-server,0, issu setup ldap, got blow bind anon either fals press return bind anonym true fals fals review set authent ldap primari url ldap authent ldap secondari url asdauthent ldap use ssl falseauthent ldap usernam attribut uidauthent ldap base dn basednauthor user role name userauthor admin role name adminauthent ldap bind anonym fals traceback recent call last file usr sbin ambari server py line lt modul gt main file usr sbin ambari server py line mainsetup ldap file usr sbin ambari server py line setup ldapprint properti ldap properti valu mapproperti key error authent ldap manag dn,0 
2491,Andrii Tkach,ambari-web,0, secur wizard show princip keytab need creat host, current difficult know princip keytab need creat host present inform end user format easi consum user run wizard may not one creat keytab princip expos capabl download csv file send appropri person may pars data creat script gener princip keytab manual display attach popup configur servic step done let show popup affect exist navig flow gener content keytab path base user input princip name base user input name node host show nn http princip keytab path job tracker host show jt princip keytab path oozi server host show oozi http princip keytab path nagio server host show nagio princip keytab path base master host show hbase princip keytab path hive server host show hive princip keytab path web cat server host show http princip keytab path zoo keeper server host show zookeep princip keytab path data node host show dn princip keytab path task tracker host show tt princip keytab path region server host show hbase princip keytab path duplic princip host display clickng download csv download csv file host princip keytab list csv content except row comma delimit list end,0 
2497,Vitaly Brodetskyi,ambari-agent,0, remov depend df datanod http address global nagio check, ambari agent src main puppet modul hdp nagio templat hadoop servic cfg erb show follow hdf datanod checksdefin servic hostgroup name slave use hadoop servic servic descript datanod data node process servicegroup hdf check command check tcp lt scope function hdp templat var df datanod http address gt normal check interv retri check interv max check attempt defin servic hostgroup name slave use hadoop servic servic descript datanod data node storag full servicegroup hdf check command check datanod storag lt scope function hdp templat var df datanod http address gt normal check interv retri check interv max check attempt need remov depend df datanod http address use actual config properti like hdp get port url hdf site df datanod http address,0 
2498,Oleksandr Diachenko,ambari-server,0, cleanup setup http flow, expect flow root localhost ambari server setup http use python usr bin python set http properti want configur http ssl port pleas enter path certif path host server crt pleas enter path privat key path host server key pleas enter password privat key import save certif done note reset ambari server appli chang ambari server restart stop start ambari server http setup complet success exit,0 
2515,Jaimin D Jetly,ambari-web,0, cannot add properti mapr task tracker task control,,1 
2517,Siddharth Wagle,ambari-agent,0, decommiss data node not work secur mode, decommiss datanod not kinit refresh,0 
2519,Srimanth Gunturi,ambari-web,0, add download csv action secur wizard, need csv content show princip keytab etc end variou host use script tool creat appropri environ,0 
2522,Siddharth Wagle,ambari-agent,0, zookeep smoke test fail secur cluster, zookeep smoke test fail secur cluster,0 
2525,Dmitry Lysnichenko,ambari-server,0, add help messag not abl download jdk setup option user abl specifi jdk, add help messag not abl download jdk setup option user abl specifi jdk,0 
2532,Siddharth Wagle,ambari-agent,0, incorrect permiss taskcontrol cfg, etc conf hadoop taskcontrol cfg secur mode permiss set,1 
2534,Sumit Mohanty,ambari-server,0, memori config set ambari, memori config set ambari mapr cluster reduc memori mb mapr jobtrack maxtask per job mapr cluster max reduc memori mb mapr cluster map memori mb mapr job map memori mb mapr job reduc memori mb mapr cluster max map memori mb modifi stack definit put default valu appropri,0 
2542,Nate Cole,ambari-server,0, custom repo url cannot set non root, first iter creat custom repo url persist new url disk pose problem run ambari non root file system own root chang implement save overrid metainfo tabl,0 
2545,Dmitry Lysnichenko,ambari-agent,0, regress agent extern hostnam not verifi bootstrap no warn, confirm host use extern address bootstrap fail immedi warn log right function broken neither warn log nor fail immedi present,0 
2546,Srimanth Gunturi,ambari-web,0, simplifi local repo setup instal ui, enhanc ui use stack api give user choic stack abl custom repositori locat,0 
2555,Andrii Tkach,ambari-web,0, secur wizard creat separ page princip keytab, add step creat princip keytab secur wizard,0 
2556,Dmitry Lysnichenko,ambari-server,0, ctrl ambari server setup print python stack trace, abl catch key board interrupt ambari server main print use messag like abort keyboard interrupt avoid stack trace user,0 
2568,Dmitry Lysnichenko,ambari-agent,0, setup ldap not valid true fals respons, garbag respons true fals question pass thru notic put garbag use ssl would written need valid confirm enter either return accept default word true word fals els inform user properti must true fals ask secondari url use ss true fals fals asd user name attribut uid base dn properti cannot blank base dn asd bind anonym true fals fals manag dn asd enter manag password enter password password not match enter manag password enter password review set authent ldap primari url url authent ldap use ssl asdauthent ldap usernam attribut uid,1 
2578,Dmitry Lysnichenko,ambari-server,0, use anoth user ambari server user creat local group ambari server user name, use ambari qa user ldap user hadoop set primari ldap group root va ldap id ambari qauid ambari qa gid hadoop group hadoop caus ambari server setup creat ambari qa local group etc group ambari qa ambari qa root va ldap id ambari qauid ambari qa gid hadoop group hadoop ambari qa ldap user group transpar ambari server start well problem addit group creat,0 
2585,Aleksandr Kovalenko,ambari-web,0, host check report show host without issu, report contain host issu show space delimit list host issu,0 
2590,Xi Wang,null,0, js error delet widget sort remov edit sign,,0 
2594,Siddharth Wagle,ambari-agent,0, hdp instal fail due puppet syntax error, namenod host not hash array access var lib ambari agent puppet modul hdp manifest param pp node host,0 
2595,Andrii Tkach,ambari-web,0, properti name cannot ad differ custom site xml, step instal wizard go custom servic page select hdf tab add custom properti xxx custom core site xml panel tri add custom properti xxx custom hdf site xml panel result custom properti not ad custom hdf site xml panel see attach step ambari monitor ui go custom servic page select hdf tab add custom properti custom core site xml panel exampl instal test core site continu end hadoop instal go servic page select map reduc tab tri add custom properti instal test core site custom mapr site xml panel result custom properti not ad custom mapr site xml panel see attach,0 
2600,Antonenko Alexander,ambari-web,0, add quick link web ui oozi hue nagio ganglia, no quick link oozi similarli servic also miss quick link,0 
2605,Siddharth Wagle,ambari-agent,0, kdestroy not requir zookeep smoke test, zookeep smoke test pass without kdestroy user run smoke test,0 
2608,Sumit Mohanty,ambari-server,0, web cat oozi servic not start rhel enabl secur critic error kinit nagio, fe support provid singl path kinit ambari support mix os deploy cannot guarante kinit exist path node fe allow provid set look path kinit well support set default lookup path,0 
2612,Dmytro Shkvyra,ambari-agent; ambari-server,0, renam agent fqdn properti ambari prop server fqdn, let renam agent gt server,0 
2613,Aleksandr Kovalenko,ambari-web,0, host check truncat check process make difficult know actual process conflict, process truncat short realli tell conflict sinc lot space right fact hostnam column far left compar section display charact hover tooltip show full text,0 
2614,Andrii Tkach,ambari-web,0, popov config name goe beyond contain, see attachecd screenshot,0 
2619,Antonenko Alexander,ambari-web,0, wrong info servic summari tab data node live task tracker live region server live, instal cluster host name node also region server stop snamenod compon host servic gt hbase gt summari show region server not live also stop data node task tracker compon statu chang not reflect servic gt summari tab,0 
2631,Oleksandr Diachenko,ambari-server,0, host cleanup left two packag ambari log libconfus,,0 
2632,Xi Wang,null,0, dashboard widget hover show detail experi jar,,0 
2633,Sumit Mohanty,null,0, reset latest stack version, reset latest stack version,0 
2635,Srimanth Gunturi,ambari-web,0, perf servic summari view ineffici bind host compon, ambari web app view main servic info summari js host compon upd call per host compon host master properti chang node cluster get like call method due servic mapper usual map ms take,0 
2636,Xi Wang,null,0, dashboard metric legend size increas unexpectedli mouseov line space, happen specif situat put mous line space around metric widget hover widget mous result legend show strang bigger size,0 
2637,Jaimin D Jetly,ambari-web,0, secur csv cleanup, say hive metastor hive server not hive server even though co locat master compon let make clear princip includ keytab file column addit keytab full path column etc secur keytab jt servic keytab includ column filenam jt servic keytab easier copi past pars want use csv file,0 
2640,Aleksandr Kovalenko,ambari-web,0, go back custom servic page instal page reset certain directori valu, step reproduc instal use non default directori upon instal failur go back custom servic page left nav certain directori nn dir snn dir dn dir oozi data dir zk dir etc revert back default paramet not revert back,0 
2642,Oleg Nechiporenko,ambari-web,0, updat ember,,0 
2643,Nate Cole,null,0, read timeout issu oracl jdbc connect read long timeout, read timeout issu oracl jdbc connect read long timeout happen read timeout long order set appropri timeout add special prefix valu ambari properti,0 
2644,Siddharth Wagle,ambari-server,0, ambari server not find password remot databas password encrypt enabl, perform cluster setup propos test scenario ambari server setupambari server setup ldapambari server encrypt passwordsambari server setup httpsambari server start server not start complain miss password file db password alia info configur gener file password info credenti provid action gt put alia gt ambari db password info configur read password exist file info credenti provid action gt put alia gt ambari ldap manag password info configur read password exist file info configur api ssl authent turn info configur read password exist file info configur host map file null info host map use hostsmap file null info master key servic impl load persist master fri jul info ambari server get control info certif manag initi root certif info certif manag certif exist fals info certif manag gener server certif info shell command util command openssl genrsa de passout pass kv wrzip ajp tdb ta ko hhw tua opz qdxyc ch eckg var lib ambari server key ca key finish exit code oper complet success info shell command util command openssl req passin pass kv wrzip ajp tdb ta ko hhw tua opz qdxyc ch eckg new key var lib ambari server key ca key var lib ambari server key ca crt batch finish exit code oper complet success info shell command util command openssl passin pass kv wrzip ajp tdb ta ko hhw tua opz qdxyc ch eckg req day var lib ambari server key ca crt signkey var lib ambari server key ca key var lib ambari server key ca crt finish exit code oper complet success info shell command util command openssl pkc export var lib ambari server key ca crt inkey var lib ambari server key ca key certfil var lib ambari server key ca crt var lib ambari server key keystor password pass kv wrzip ajp tdb ta ko hhw tua opz qdxyc ch eckg passin pass kv wrzip ajp tdb ta ko hhw tua opz qdxyc ch eckg finish exit code oper complet success info ambari server meta info initi info cluster impl initi cluster impl error configur error read credenti store error configur cannot read password alia etc ambari server conf password dat error ambari server fail run ambari serverjava lang runtim except unabl read databas password org apach ambari server configur configur read password file configur java org apach ambari server configur configur get rca databas password configur java org apach ambari eventdb webservic workflow json servic set db properti workflow json servic java org apach ambari server control ambari server perform static inject ambari server java org apach ambari server control ambari server run ambari server java org apach ambari server control ambari server main ambari server java caus java io file not found except file etc ambari server conf password dat not exist org apach common io file util open input stream file util java org apach common io file util read file string file util java org apach common io file util read file string file util java org apach ambari server configur configur read password file configur java error ambari server error stop serverjava lang null pointer except org apach ambari server control ambari server stop ambari server java org apach ambari server control ambari server main ambari server java content ambari properti server jdbc rca driver oracl jdbc driver oracl driverauthent ldap manag dn uid hdf ou peopl ou dev dc apach dc orgauthent ldap primari url localhost server jdbc rca url jdbc oracl thin ip ec intern eserv connect max idl milli server jdbc port server version file var lib ambari server resourc versionserv jdbc rca user passwd etc ambari server conf password datapi authent truejc polici url http public repo hortonwork com artifact jce polici zipserv persist type remotecli api ssl key name http keyauthent ldap use ssl falseambari server user ambar servercli api ssl port authent ldap usernam attribut uidserv jdbc user name ambariserv jdbc schema ejava home usr jdk jdk server os type redhat api ssl truebootstrap script usr lib python site packag ambari server bootstrap pyclient api ssl cert name http crtauthent ldap bind anonym falsecli secur ldapserv jdbc hostnam ip ec internalresourc dir var lib ambari server resourcessecur password encrypt enabl truebootstrap setup agent script usr lib python site packag ambari server setup agent pyserv jdbc driver oracl jdbc driver oracl driverjdk url http public repo hortonwork com artifact jdk linux binsecur server key dir var lib ambari server keysserv jdbc rca user name ambariwebapp dir usr lib ambari server webmetadata path var lib ambari server resourc stacksserv jdbc url jdbc oracl thin ip ec intern eserv fqdn servic url http latest meta data public hostnamebootstrap dir var run ambari server bootstrapauthent ldap base dn dc apach dc orgserv jdbc user passwd alia ambari db password authent ldap manag password alia ambari ldap manag password server jdbc databas oraclesecur server two way ssl true file etc ambari server conf password dat miss setup flow root ip kerb ambari server setup use python usr bin python initi setup ambari server check se linux se linux statu enabl se linux mode enforc temporarili disabl se linux warn se linux set permiss mode temporarili disabl ok continu custom user account ambari server daemon enter user account ambari server daemon root ambar server adjust ambari server permiss ownership check iptabl iptabl disabl pleas reenabl later check jdk download jdk http public repo hortonwork com artifact jdk linux bin var lib ambari server resourc jdk linux bin jdk distribut size bytesjdk linux bin mb mb success download jdk distribut var lib ambari server resourc jdk linux bin instal oracl jdk must accept licens term found http www oracl com technetwork java javas download jdk licens txt not accept cancel ambari server setup accept oracl binari code licens agreement instal jdk usr jdk success instal jdk usr jdk jdk download jce polici archiv http public repo hortonwork com artifact jce polici zip var lib ambari server resourc jce polici zip success download jce polici archiv var lib ambari server resourc jce polici zip complet setup configur databas enter advanc databas configur select databas postgr sql embed oracl hostnam localhost ip ec intern port select oracl identifi type servic name sid xe invalid number select oracl identifi type servic name sid servic name ambari xe usernam ambari enter databas password bigdata warn start ambari server must copi oracl jdbc driver jar file usr share java press lt enter gt continu copi jdbc driver server resourc configur remot databas connect properti warn cannot find oracl sqlplu client path load ambari server schema start ambari server must run follow ddl databas creat schema sqlplu ambari bigdata lt var lib ambari server resourc ambari ddl oracl creat sql press lt enter gt continu warn cli not found ambari server setup complet warn root ip kerb less etc passwd,0 
2646,Jeff Sposetti,ambari-web,0, improv style host cleanup code area,,0 
2653,Dmytro Shkvyra,ambari-agent; ambari-server,0, add umask check host check alert umask not, add umask check host check alert umask not,0 
2657,Andrii Tkach,ambari-web,0, add type new password field chang password ambari user, add third text box type new password chang password ambari user,0 
2660,Srimanth Gunturi,ambari-web,0, host check say pass host fail regist, host fail regist no warn henc show ok host check,0 
2661,Jaimin D Jetly,ambari-web,0, secur wizard relogin step without quit wizard throw js error, step reproduc go step gener princip keytab enabl secur wizard restart amabri server refresh step ui take login page enter correct credenti user navig step secur wizard point js error encount,0 
2670,Antonenko Alexander,ambari-web,0, start button not avail variou compon within sec stop oper finish, step reproduc stop compon wait correspond bg oper finish result start button avail compon within second sinc stop oper finish ui appear later happen cuz updat interv set second app content updat interv moment take sec updat compon statu request done solut creat seper updat interv speciali updat host compon config js even app compon updat interv valu not use anywher code till,0 
2681,Sumit Mohanty,ambari-server,0, setup ldap not valid secondari url, setup ldap not valid secondari url valid input enter way primari,0 
2688,Artem Baranchuk,ambari-server,0, error messag print log, notic ambari server snippet lot messag error configur cannot read password alia null step reproduc setup server setup encrypt password persist key setup http start server provid master key cluster instal,0 
2689,Jaimin D Jetly,ambari-web,0, enabl secur wizard stop step save configur let user leav wizard,,0 
2690,Xi Wang,ambari-web,0, datanod live widget display dead no datanod live cluster,,0 
2692,Aleksandr Kovalenko,ambari-web,0, disabl show report issu, report host check iss look like host check report gener tue jul gmt fle daylight time host space delimit list host issu provid administr easili copi hostnam script email etc host show report button disabl issu least not show host section report,0 
2697,Jaimin D Jetly,ambari-web,0, disabl secur not work web ui test mode,,1 
2698,Aleksandr Kovalenko,ambari-web,0, host specif progress bar task inconsist, see attach imag third imag ad summari go,0 
2701,Dmytro Sen,null,0, implement cleanup thread remov file ambari agent data directori older configur amount time, implement cleanup thread remov file ambari agent data directori older month must configur requir directori grow unbound not clean,0 
2707,Oleg Nechiporenko,ambari-web,0, fix js unit test merg trunk,,0 
2708,Antonenko Alexander,ambari-web,0, make ambari web test mode work instal wizard hdp stack select, instal wizard hdp stack select test mode,0 
2716,Jaimin D Jetly,ambari-web,0, disabl autocomplet form tag ambari ui,,0 
2723,Artem Baranchuk,ambari-agent,0, hbase super user cannot submit job sinc ambari creat hbase super user uid, copyt job need submit hbase super user howev uid hbase super user creat ambari uid lt,0 
2727,Oleg Nechiporenko,ambari-web,0, disallow action upon host compon host stop heartbeat, host stop heartbeat ui show action perform host compon howev upon execut action backend not creat task return ui anyth case instead ui disabl action button case,0 
2729,Andrii Babiichuk,ambari-web,0, host compon instal instal state not show host detail page, say add host wizard fail add host host compon instal fail state case ui display host compon red gear show action menu current state instal fail action instal invok instal host compon disappear ui host compon finish instal magic appear,0 
2733,Oleg Nechiporenko,ambari-web,0, host host detail page ui tweak, host gt design around full hostnam display consid abl show charact truncat gt char host gt show control persist navig around app logout login host gt make compon list expand collaps control instead list abbrevi host detail gt move compon area summari area sinc compon control use often much often view summari area info,0 
2748,Sumit Mohanty,ambari-server,0, misc log chang, addit log task time fail api request updat compon compon host remov log not log ganglia popul time less second,0 
2753,Antonenko Alexander,ambari-web,0, secur wizard step no host shown click start servic stop servic link, proceed step secur wizard click start servic stop servic link result popup window shown empti content bug happen due js error uncaught type error cannot call method filter properti null set background oper header function background oper host popup popup optim better peformac larg cluster error show new function set popup header not account popup host popup use not bg oper also secur wizard,0 
2758,Andrii Babiichuk,ambari-web,0, job page tabl not stripe pagin not disabl, reproduc go job page top menu not open main app directli tabl not stripe pagin button enabl even one page,0 
2760,Srimanth Gunturi,ambari-web,0, stack hive check execut fail, instal hadoop stack hive servic check fail run,0 
2761,Antonenko Alexander,ambari-web,0, custom servic page misc tab incorrect behavior popup window chang user name, firefox step go custom servic page select misc tab chang usernam hdf base group not move focu element click next button result browser switch review page open popup window chang properti depend user name user must refresh page popup menu disappear,0 
2763,Siddharth Wagle,ambari-server,0, ozzi not work local fs user, run job local fs user not work work stack permiss tmp hadoop yarn stage default stage dir,0 
2768,Oleg Nechiporenko,ambari-web,0, host check show report show bogu inform file folder, host check popup show usr lib hadoop alreadi exist click show report show usr lib hadoop folder make much sens file folder usr lib hadoop folder api show stack folder file name usr lib hadoop type directori,0 
2769,Andrii Babiichuk,ambari-web,0, fe show error detail encount error persist web client state, error occur request cluster statu not inform chang url request cluster state go admin page tri enabl secur,1 
2777,Yusaku Sako,ambari-web,0, cannot save hdf config snn mainten mode,,0 
2782,Oleg Nechiporenko,ambari-web,0, hadoop stack instal merg yarn mr option, yarn current hadoop stack mr applic sinc not make sens instal yarn without default applic mr cannot instal combin singl instal option see screenshot,0 
2786,Andrew Onischuk,ambari-server,0, yarn time seri data need node manag status, need api call graph show node manag statu count node manag follow state activ lost unhealthi reboot decommiss,0 
2799,Oleg Nechiporenko,ambari-web,0, yarn servic summari addit inform, need show addit inform across cluster memori use reserv total queue inform avail,0 
2808,Dmytro Shkvyra,ambari-web,0, add ui queue capac schedul xml, properti capac schedul xml truncat make imposs creat multipl queue pleas see http hadoop apach org doc current hadoop yarn hadoop yarn site capac schedul html,0 
2816,Oleg Nechiporenko,ambari-web,0, custom servic directori shown comma delimit format revisit, instal wizard custom servic page show multipl directori delimit newlin howev revisit page go back custom servic review page exampl directori shown comma delimit format alway show directori newlin delimit format note actual store valu directori comma delimit correct,0 
2829,Oleg Nechiporenko,ambari-web,0, dashboard refactor unit test,,0 
2834,Jaimin D Jetly,ambari-server,0, util script gener keytab broken, keytab tar host packag includ hostnam untar host creat path start lt hostanm gt lt actual path gt fix packag content insid hostnam directori exclud hostnam directori,0 
2836,Andrew Onischuk,ambari-web,0, base logger work, instal intern repo hbase daemon sh defin default logger info rfa log properti use info drfa match startup gener error not continu stop write log properti hbase allow hbase log properti sync come rpm,0 
2838,Sumit Mohanty,ambari-server,0, run request not visibil ui sinc api not return run request, issu follow get request task statu behav correctli return latest request note request gt gt task call find request id get oldest task request id task belong list return first call instead get task get task oldest task return result call never return latest request task fix drop filter done call find request id find request task id filter appli number request return,0 
2840,Andrii Tkach,ambari-web,0, yarn zk data directori name end, instal hadoop stack upon finish zk data dir global yarn nodemanag local dir yarn site folder name suffix api consequ folder name system end end ex hadoop yarn hadoop zookeep,0 
2847,Siddharth Wagle,ambari-agent,0, restart servic compon fail pid realloc, stop secondari namenod edit pid file default locat var run hadoop hdf hadoop hdf secondarynamenod pid chang pid process pid current run start secondari namenod outcom secondari namenod start command succe secondari namenod not start indic live statu compon,0 
2858,Dmytro Sen,ambari-server,0, yarn time seri data need alloc contain, api call graph show time seri yarn alloc contain,0 
2864,Siddharth Wagle,ambari-agent,0, host registr fail, host registr fail info control py unabl connect http ambari apach org agent regist ambari apach org traceback recent call last file usr lib python site packag ambari agent control py line regist server ret json load respons file usr lib python json init py line load return default decod decod file usr lib python json decod py line decod obj end self raw decod idx end file usr lib python json decod py line raw decod rais valu error no json object could decod valu error no json object could decodedambari server log show warn qtp servlet handler agent regist ambari apach orgcom googl gson json syntax except java lang illeg state except expect string begin object line column com googl gson intern bind reflect type adapt factori adapt read reflect type adapt factori java com googl gson intern bind type adapt runtim type wrapper read type adapt runtim type wrapper java com googl gson intern bind array type adapt read array type adapt java com googl gson intern bind reflect type adapt factori read reflect type adapt factori java com googl gson intern bind reflect type adapt factori adapt read reflect type adapt factori java com googl gson intern bind reflect type adapt factori read reflect type adapt factori java com googl gson intern bind reflect type adapt factori adapt read reflect type adapt factori java com googl gson intern bind reflect type adapt factori read reflect type adapt factori java com googl gson intern bind reflect type adapt factori adapt read reflect type adapt factori java com googl gson gson json gson java com googl gson gson json gson java org apach ambari server api gson json provid read gson json provid java com sun jersey spi contain contain request get entiti contain request java com sun jersey server impl model method dispatch entiti param dispatch provid entiti inject get valu entiti param dispatch provid java com sun jersey server impl inject inject valu provid get inject valu inject valu provid java com sun jersey server impl model method dispatch abstract resourc method dispatch provid entiti param invok get param abstract resourc method dispatch provid java com sun jersey server impl model method dispatch abstract resourc method dispatch provid type invok dispatch abstract resourc method dispatch provid java com sun jersey server impl model method dispatch resourc java method dispatch dispatch resourc java method dispatch java com sun jersey server impl uri rule http method rule accept http method rule java com sun jersey server impl uri rule right hand path rule accept right hand path rule java com sun jersey server impl uri rule resourc class rule accept resourc class rule java com sun jersey server impl uri rule right hand path rule accept right hand path rule java com sun jersey server impl uri rule root resourc class rule accept root resourc class rule java com sun jersey server impl applic web applic impl handl request web applic impl java,0 
2865,Sumit Mohanty,ambari-agent,0, nagio server fail start invalid configur error, nagio fail start invalid configur error like intermitt error configur valid fail nagio start usr sbin nagio etc nagio nagio cfg copyright ethan galstad last modifi licens gpl websit http www nagio org read configur data read main config file okay process object config file etc nagio object command cfg process object config file etc nagio object contact cfg process object config file etc nagio object timeperiod cfg process object config file etc nagio object templat cfg process object config file etc nagio object hadoop host cfg process object config file etc nagio object hadoop hostgroup cfg process object config file etc nagio object hadoop servicegroup cfg process object config file etc nagio object hadoop servic cfg process object config file etc nagio object hadoop command cfg error could not find hostgroup match resourcemanag config file etc nagio object hadoop servic cfg start line error process object config file gt one problem encount process config file check configur file ensur contain valid direct data defint upgrad previou version nagio awar variabl definit may remov modifi version make sure read html document regard config file well what new section find chang,0 
2866,Oleksandr Diachenko,ambari-server,0, api jmx map need updat due properti name chang, ambari ui show properti like name node rpc time use get metric queri name node compon rpc queue time avg time howev hadoop look like properti name chang rpc queue time avg time ambari api no longer contain metric properti relat name node rpc may chang need updat map accordingli,0 
2871,Oleksandr Diachenko,ambari-agent,0, nagio start fail due invalid config, step reproduc deploy hdp cluster nagio start nagio fail puppet log notic stage hdp snappi packag hdp snappi packag ln hdp exec hdp snappi packag ln exec hdp snappi packag ln return execut successfullynotic stage hdp nagio server enabl snmp exec enabl snmp return execut successfullynotic stage hdp nagio server config hdp nagio server configfil hadoop hostgroup cfg hdp configfil etc nagio object hadoop hostgroup cfg file etc nagio object hadoop hostgroup cfg content content chang md af md eab notic stage hdp nagio server config hdp nagio server configfil nagio hdp configfil etc init nagio file etc init nagio content content chang md abc ea md ba dc aa notic stage hdp nagio server config hdp nagio server configfil hadoop host cfg hdp configfil etc nagio object hadoop host cfg file etc nagio object hadoop host cfg content content chang md ff acdd ecc md fa ec cc notic stage hdp nagio server config hdp nagio server configfil hadoop servic cfg hdp configfil etc nagio object hadoop servic cfg file etc nagio object hadoop servic cfg content content chang md bb aa fb bb md dab cecd notic stage hdp nagio server web permisss hdp exec htpasswd etc nagio htpasswd user nagiosadmin exec htpasswd etc nagio htpasswd user nagiosadmin return execut successfullynotic stage hdp nagio server web permisss hdp exec apach permiss htpasswd user exec apach permiss htpasswd user return execut successfullynotic stage hdp nagio server servic exec nagio return nagio stoppednotic stage hdp nagio server servic exec nagio return configur valid fail fail err stage hdp nagio server servic exec nagio return chang notrun fail servic nagio start return instead one var lib ambari agent puppet modul hdp nagio manifest server pp notic stage hdp nagio server servic exec nagio return nagio stoppednotic stage hdp nagio server servic exec nagio return configur valid fail fail err stage hdp nagio server servic exec nagio fail call refresh servic nagio start return instead one var lib ambari agent puppet modul hdp nagio manifest server pp notic stage hdp nagio server servic anchor hdp nagio server servic end depend exec nagio failur truewarn stage hdp nagio server servic anchor hdp nagio server servic end skip fail dependenciesnotic stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd anchor hdp packag httpd begin depend exec nagio failur truewarn stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd anchor hdp packag httpd begin skip fail dependenciesnotic stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd packag httpd depend exec nagio failur truewarn stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd packag httpd skip fail dependenciesnotic stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd anchor hdp java packag httpd begin depend exec nagio failur truewarn stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd anchor hdp java packag httpd begin skip fail dependenciesnotic stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd exec mkdir tmp hdp artifact curl kf retri http dev hortonwork com resourc jdk linux bin tmp hdp artifact jdk linux bin httpd depend exec nagio failur truewarn stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd exec mkdir tmp hdp artifact curl kf retri http dev hortonwork com resourc jdk linux bin tmp hdp artifact jdk linux bin httpd skip fail dependenciesnotic stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd exec mkdir usr jdk chmod tmp hdp artifact jdk linux bin cd usr jdk echo tmp hdp artifact jdk linux bin noregist gt dev null gt amp httpd depend exec nagio failur truewarn stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd exec mkdir usr jdk chmod tmp hdp artifact jdk linux bin cd usr jdk echo tmp hdp artifact jdk linux bin noregist gt dev null gt amp httpd skip fail dependenciesnotic stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd file usr jdk jdk bin java httpd depend exec nagio failur truewarn stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd file usr jdk jdk bin java httpd skip fail dependenciesnotic stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd anchor hdp java packag httpd end depend exec nagio failur truewarn stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd hdp java packag httpd anchor hdp java packag httpd end skip fail dependenciesnotic stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd anchor hdp packag httpd end depend exec nagio failur truewarn stage hdp monitor webserv hdp packag httpd hdp packag process pkg httpd anchor hdp packag httpd end skip fail dependenciesnotic stage hdp monitor webserv hdp exec monitor webserv restart anchor hdp exec monitor webserv restart begin depend exec nagio failur truewarn stage hdp monitor webserv hdp exec monitor webserv restart anchor hdp exec monitor webserv restart begin skip fail dependenciesnotic stage hdp monitor webserv hdp exec monitor webserv restart exec monitor webserv restart depend exec nagio failur truewarn stage hdp monitor webserv hdp exec monitor webserv restart exec monitor webserv restart skip fail dependenciesnotic stage hdp monitor webserv hdp exec monitor webserv restart anchor hdp exec monitor webserv restart end depend exec nagio failur truewarn stage hdp monitor webserv hdp exec monitor webserv restart anchor hdp exec monitor webserv restart end skip fail depend run checkconfig root dev usr sbin nagio etc nagio nagio cfg nagio core copyright nagio core develop team commun contributor copyright ethan galstad last modifi licens gpl websit http www nagio org read configur data read main config file okay process object config file etc nagio object command cfg process object config file etc nagio object contact cfg process object config file etc nagio object timeperiod cfg process object config file etc nagio object templat cfg process object config file etc nagio object hadoop host cfg process object config file etc nagio object hadoop hostgroup cfg process object config file etc nagio object hadoop servicegroup cfg process object config file etc nagio object hadoop servic cfg process object config file etc nagio object hadoop command cfg error could not find servicegroup match mapreduc config file etc nagio object hadoop servic cfg start line error process object config file gt one problem encount process config file check configur file ensur contain valid direct data defint upgrad previou version nagio awar variabl definit may remov modifi version make sure read html document regard config file well what new section find chang root dev seem invalid condit gener mapreduc nagio check,0 
2876,Sumit Mohanty,ambari-server,0, puppet script syntax issu result hive deploy custom db oozi servic check failur, puppet variabl miss jdbc connector oozi servic check puppet script,0 
