issue_id,summary,description,summary_proc,description_proc,Surprising,Dormant,Blocker,Security,Performance,Breakage
4306,Request Schedule status not updated for Point in time execution request, request schedul statu updat point time execut request,API call:curl -u admin:admin -H 'X-Requested-By:ambari' -i -X POST -d '[{'RequestSchedule':{'batch':[{'requests':[{'order_id' : '1' 'type':'POST' 'uri':'/api/v1/clusters/c1/requests' 'RequestBodyInfo':{'RequestInfo':{'context':'Restart Nagios' 'command':'RESTART' 'service_name':'NAGIOS' 'component_name':'NAGIOS_SERVER' 'hosts':'c6401.ambari.apache.org'}}}]} {'batch_settings':{'batch_separation_in_seconds':120 'task_failure_tolerance':1}}]}}]' http://c6401.ambari.apache.org:8080/api/v1/clusters/c1/request_schedulesRequest Schedule:{href: 'http://c6401.ambari.apache.org:8080/api/v1/clusters/c1/request_schedules/23' RequestSchedule: {batch: {batch_requests: [{order_id: 1 request_type: 'POST' request_uri: '/api/v1/clusters/c1/requests' request_body: '{'RequestInfo':{'context':'Restart Nagios' 'command':'RESTART' 'service_name':'NAGIOS' 'component_name':'NAGIOS_SERVER' 'hosts':'c6401.ambari.apache.org'}}' request_status: 'InProgress' return_code: 202}] batch_settings: {batch_separation_in_seconds: 120 task_failure_tolerance_limit: 1}} cluster_name: 'c1' description: null id: 23 last_execution_status: 'InProgress' schedule: null status: 'SCHEDULED'}}, api call curl u admin admin h x request by ambari x post request schedul batch request order id type post uri api v cluster c request request bodi info request info context restart nagio command restart servic name nagio compon name nagio server host c ambari apach org batch set batch separ second task failur toler http c ambari apach org api v cluster c request schedul request schedul href http c ambari apach org api v cluster c request schedul request schedul batch batch request order id request type post request uri api v cluster c request request bodi request info context restart nagio command restart servic name nagio compon name nagio server host c ambari apach org request statu in progress return code batch set batch separ second task failur toler limit cluster name c descript null id last execut statu in progress schedul null statu schedul,0,0,0,0,0,0,
4312,Storm: Install wizard. Add master components Storm UI Server  DRPC Server  LogViewer Server, storm instal wizard add master compon storm ui server drpc server log viewer server,Add new master components to Install Wizard -&gt; Assign Masters page., add new master compon instal wizard gt assign master page,0,0,0,0,0,0,
4316,Storm: Add Storm UI Server  DRPC Server  LogViewer Server components config categories., storm add storm ui server drpc server log viewer server compon config categori,Add master components Storm UI Server  DRPC Server  Log Viewer Server. Create config categories for components. Replace exist configs according to categories., add master compon storm ui server drpc server log viewer server creat config categori compon replac exist config accord categori,1,0,0,0,0,0,
4318,Service Restart All action cleanup, servic restart all action cleanup,1. There is no need to send request to restart clients.2. When user clicks on Restart All actions  components start restarting immediately. But all other actions shows confirmation popup like 'Are you sure?' (Start  Stop  Run Service Check etc)., there need send request restart client when user click restart all action compon start restart immedi but action show confirm popup like are sure start stop run servic check etc,1,0,0,0,0,0,
4319,Task timeout should be a configurable knob at the ambari-server, task timeout configur knob ambari server,Task timeout is a configurable knob at the ambari-agent.timeout_seconds = 600This opens up the possibility of different timeout value at different agent instances as well as different value between the server and the agent. This can lead to state where server may have timed out the tasks but agent may not have. The other way is benign.This config can be moved to the server and server can hand it off to the agent when agent registers. This also makes it easier to manage the timeout value., task timeout configur knob ambari agent timeout second thi open possibl differ timeout valu differ agent instanc well differ valu server agent thi lead state server may time task agent may the way benign thi config move server server hand agent agent regist thi also make easier manag timeout valu,1,0,0,0,0,0,
4333,Incorrect behavior of 'Save' button in 'Manage Configuration Groups' window, incorrect behavior save button manag configur group window,Steps: Go to 'Customize Services' page. Open 'Manage Configuration Groups' window for any service. Add new custom group and assign host to it. Save changes. Open 'Manage Configuration Groups' window again. Select custom group and remove assigned host.Result: 'Save' button is disabled  'Add hosts' also is disabled.Note: after selecting default group 'Save' button become active.Also if after all steps try to add hosts to custom group  'Save' button will not be active., step go custom servic page open manag configur group window servic add new custom group assign host save chang open manag configur group window select custom group remov assign host result save button disabl add host also disabl note select default group save button becom activ also step tri add host custom group save button activ,0,0,0,0,0,0,
4336,Move 1.3.4 stack to 1.3.3 using the python libraries., move stack use python librari,Move 1.3.4 stack to 1.3.3 using the pythin libraries., move stack use pythin librari,1,0,0,0,0,0,
4341,Rename 2.0.8 to 2.1.1 in the stack definition., renam stack definit,Rename 2.0.8 to 2.1.1 in the stack definition., renam stack definit,1,0,0,0,0,0,
4349,Slaves API-calls, slave api call,For Slaves (DataNodes  NodeManagers  RegionServers  or TaskTrackers): Start Stop Restart Decommission Recommission, for slave data node node manag region server task tracker start stop restart decommiss recommiss,1,0,0,0,0,0,
4354,HostCleanup should also clean /tmp/hadoop-*, host cleanup also clean tmp hadoop,HostCleanup should also check the following directories (and clean):/tmp/hadoop-*For example  if the /tmp/hadoop-nagios directory is present  but it doesn't have the right ownership/perms for nagios user  the Hive Metastore Nagios alert will occur. I saw this after doing an install on an un-clean machine.Hive Metastore statusCRIT for about a minuteCRITICAL: Error accessing Hive Metastore status [Error creating temp dir in hadoop.tmp.dir /tmp/hadoop-nagios due to Permission denied]An easy way to reproduce this:1) Perform install2) Go to Nagios server machine3) Change perms on /tmp/hadoop-nagios so that the nagios user does not have access4) The Nagios alert will fire, host cleanup also check follow directori clean tmp hadoop for exampl tmp hadoop nagio directori present right ownership perm nagio user hive metastor nagio alert occur i saw instal un clean machin hive metastor statu crit minut critic error access hive metastor statu error creat temp dir hadoop tmp dir tmp hadoop nagio due permiss deni an easi way reproduc perform instal go nagio server machin chang perm tmp hadoop nagio nagio user access the nagio alert fire,1,0,0,0,0,0,
4355,Add relocate resources scripts to the pom file, add reloc resourc script pom file,The relocate resources python script is not a part of the rpm package., the reloc resourc python script part rpm packag,1,0,0,0,0,0,
4361,Rolling restart failure tolerance should be percentage values, roll restart failur toler percentag valu,Currently when we make rolling restart API calls  the task_failure_tolerance value is given as count of hosts. Rather it should be percentage of total hosts., current make roll restart api call task failur toler valu given count host rather percentag total host,1,0,0,0,0,0,
4365,Action definitions should be provided as declarative resources - read from XML files, action definit provid declar resourc read xml file,Currently  action definition are stored in database. This is not in-line with the declarative definition of stack and custom commands (as part of stack). The custom actions are essentially same as custom commands except they are defined at the level of clusters. So we should move the custom actions to XML formatted files that ambari-server can read when starting up. This means that when one needs to make any edit they will have to restart ambari-server. This requirement is OK as adding/modifying custom actions is not a frequently done operation., current action definit store databas thi line declar definit stack custom command part stack the custom action essenti custom command except defin level cluster so move custom action xml format file ambari server read start thi mean one need make edit restart ambari server thi requir ok ad modifi custom action frequent done oper,1,0,0,0,0,0,
4367,Alerts block shows spinner if Nagios not installed, alert block show spinner nagio instal,When Nagios not installed Alerts block should show message that it's not installed instead of spinner., when nagio instal alert block show messag instal instead spinner,0,0,0,0,0,0,
4380,Hosts API-calls, host api call,For each host:P0: Start All Components Stop All ComponentsP1: Restart All Components, for host p start all compon stop all compon p restart all compon,1,0,0,0,0,0,
4383,Datanode data directory is not created correctly, datanod data directori creat correctli,dfs.datanode.data.dir must be handled as comma separated directories., df datanod data dir must handl comma separ directori,1,0,0,0,0,0,
4395,ambari-server should use repo when downloading jdk 7, ambari server use repo download jdk,,,0,0,0,0,0,0,
4396,Misc code cleanup, misc code cleanup,,,1,0,0,0,0,0,
4402,Delete Config Group Host mapping broken due to error introduced by perf patch, delet config group host map broken due error introduc perf patch,Unit test: org.apache.ambari.server.state.ConfigGroupTest#testRemoveHostThis unit test is not a part of 1.4.3 branch  it was added later. (trunk)Exception thrown during ConfigGroupImpl.removeHost()2014-01-06 17:46:35 989 ERROR [main] configgroup.ConfigGroupImpl (ConfigGroupImpl.java:removeHost(274)) - Failed to delete config group host mapping  clusterName = foo  id = 1  hostname = h1java.lang.IllegalArgumentException: Object: org.apache.ambari.server.orm.cache.ConfigGroupHostMappingImpl@cc34948d is not a known entity type. at org.eclipse.persistence.internal.sessions.UnitOfWorkImpl.performRemove(UnitOfWorkImpl.java:3538) at org.eclipse.persistence.internal.jpa.EntityManagerImpl.remove(EntityManagerImpl.java:518) at org.apache.ambari.server.orm.dao.ConfigGroupHostMappingDAO.removeByPK(ConfigGroupHostMappingDAO.java:250) at com.google.inject.persist.jpa.JpaLocalTxnInterceptor.invoke(JpaLocalTxnInterceptor.java:58) at org.apache.ambari.server.state.configgroup.ConfigGroupImpl.removeHost(ConfigGroupImpl.java:272) at com.google.inject.persist.jpa.JpaLocalTxnInterceptor.invoke(JpaLocalTxnInterceptor.java:66) at org.apache.ambari.server.state.cluster.ClustersImpl.deleteConfigGroupHostMapping(ClustersImpl.java:640) at org.apache.ambari.server.state.cluster.ClustersImpl.unmapHostFromCluster(ClustersImpl.java:615) at org.apache.ambari.server.state.ConfigGroupTest.testRemoveHost(ConfigGroupTest.java:203), unit test org apach ambari server state config group test test remov host thi unit test part branch ad later trunk except thrown config group impl remov host error main configgroup config group impl config group impl java remov host fail delet config group host map cluster name foo id hostnam h java lang illeg argument except object org apach ambari server orm cach config group host map impl cc known entiti type org eclips persist intern session unit of work impl perform remov unit of work impl java org eclips persist intern jpa entiti manag impl remov entiti manag impl java org apach ambari server orm dao config group host map dao remov by pk config group host map dao java com googl inject persist jpa jpa local txn interceptor invok jpa local txn interceptor java org apach ambari server state configgroup config group impl remov host config group impl java com googl inject persist jpa jpa local txn interceptor invok jpa local txn interceptor java org apach ambari server state cluster cluster impl delet config group host map cluster impl java org apach ambari server state cluster cluster impl unmap host from cluster cluster impl java org apach ambari server state config group test test remov host config group test java,0,0,0,0,0,1,
4404,mapreduce.task.io.sort.mb max value should not exceed 1024mb, mapreduc task io sort mb max valu exceed mb,https://issues.apache.org/jira/browse/MAPREDUCE-5028https://issues.apache.org/jira/browse/MAPREDUCE-2308, http issu apach org jira brows mapreduc http issu apach org jira brows mapreduc,1,0,0,0,1,0,
4405,Remove property fs.checkpoint.size during upgrade, remov properti fs checkpoint size upgrad,Property fs.checkpoint.size is deprecated. The upgrade script should remove it. Users can add the replacement themselves - dfs.namenode.checkpoint.txns., properti fs checkpoint size deprec the upgrad script remov user add replac df namenod checkpoint txn,1,0,0,0,0,0,
4408,Background operations dialog in weird state after exception, background oper dialog weird state except,Background operations dialog goes into a weird state after hitting an exception with request_schedule information. It always expects request_schedule information to be present., background oper dialog goe weird state hit except request schedul inform it alway expect request schedul inform present,1,0,1,0,0,0,
4416,HDFS start failed on 2.1.1 stack, hdf start fail stack,STR: Deployed minimal cluster with HDFS and ZK. HDFS start failed. Added YARN+MR2  Nagios and Ganglia. Picture with HDFS was the same.Output:Fail: Execution of 'ulimit -c unlimited &amp;&amp; if [ 'ulimit -c' != 'unlimited' ]; then exit 77; fi &amp;&amp; export HADOOP_LIBEXEC_DIR=/usr/lib/hadoop/libexec &amp;&amp; /usr/lib/hadoop/sbin/hadoop-daemon.sh --config /etc/hadoop/conf start secondarynamenode' returned 1. -bash: line 0: ulimit: core file size: cannot modify limit: Operation not permittedFull folders with logs are attached., str deploy minim cluster hdf zk hdf start fail ad yarn mr nagio ganglia pictur hdf output fail execut ulimit c unlimit amp amp ulimit c unlimit exit fi amp amp export hadoop libexec dir usr lib hadoop libexec amp amp usr lib hadoop sbin hadoop daemon sh config etc hadoop conf start secondarynamenod return bash line ulimit core file size cannot modifi limit oper permit full folder log attach,1,0,0,0,0,0,
4420,ORA-01795: maximum number of expressions in a list is 1000 for Oracle DB, ora maximum number express list oracl db,PROBLEM:ORA-01795: maximum number of expressions in a list is 1000 in Ambari Server log. Customer recently upgraded to Ambari 1.4.2Error is:08:54:51 320 ERROR [qtp1280560314-2070] ReadHandler:84 - Caught a runtime exception executing a queryLocal Exception Stack: Exception [EclipseLink-4002] (Eclipse Persistence Services - 2.4.0.v20120608-r11652): org.eclipse.persistence.exceptions.DatabaseExceptionInternal Exception: java.sql.SQLSyntaxErrorException: ORA-01795: maximum number of expressions in a list is 1000Error Code: 1795Call: SELECT task_id  attempt_count  event  exitcode  host_name  last_attempt_time  request_id  role  role_command  stage_id  start_time  status  std_error  std_out FROM host_role_command WHERE (task_id IN (? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?)) ORDER BY task_id bind =&gt; [2551 parameters bound]Query: ReadAllQuery(referenceClass=HostRoleCommandEntity sql='SELECT task_id  attempt_count  event  exitcode  host_name  last_attempt_time  request_id  role  role_command  stage_id  start_time  status  std_error  std_out FROM host_role_command WHERE (task_id IN ?) ORDER BY task_id') at org.eclipse.persistence.exceptions.DatabaseException.sqlException(DatabaseException.java:333) at org.eclipse.persistence.internal.databaseaccess.DatabaseAccessor.basicExecuteCall(DatabaseAccessor.java:646) at org.eclipse.persistence.internal.databaseaccess.DatabaseAccessor.executeCall(DatabaseAccessor.java:537) at org.eclipse.persistence.internal.sessions.AbstractSession.basicExecuteCall(AbstractSession.java:1800)STEPS TO REPRODUCE: Over 1000 entries in the host_role_command and execution_command tables when oracle is used for Ambari backend databseACTUAL BEHAVIOR: Oracle throws the errorEXPECTED BEHAVIOR: There should be a limit to prevent this (possibly modify the syntax of the oracle query), problem ora maximum number express list ambari server log custom recent upgrad ambari error error qtp read handler caught runtim except execut queri local except stack except eclips link eclips persist servic v r org eclips persist except databas except intern except java sql sql syntax error except ora maximum number express list error code call select task id attempt count event exitcod host name last attempt time request id role role command stage id start time statu std error std from host role command where task id in order by task id bind gt paramet bound queri read all queri refer class host role command entiti sql select task id attempt count event exitcod host name last attempt time request id role role command stage id start time statu std error std from host role command where task id in order by task id org eclips persist except databas except sql except databas except java org eclips persist intern databaseaccess databas accessor basic execut call databas accessor java org eclips persist intern databaseaccess databas accessor execut call databas accessor java org eclips persist intern session abstract session basic execut call abstract session java step to reproduc over entri host role command execut command tabl oracl use ambari backend databs actual behavior oracl throw error expect behavior there limit prevent possibl modifi syntax oracl queri,1,0,0,0,0,0,
4425,Add upgradestack support for MySQL, add upgradestack support my sql,Similar to Oracle/Postgres we need to make sure that ambari-server upgradestack works for MySQL, similar oracl postgr need make sure ambari server upgradestack work my sql,1,0,0,0,0,0,
4433,Ambari version info should be visible in UI, ambari version info visibl ui,There is currently no easy way to find the version of Ambari that is in use from the Ambari Web interface. This info should be accessible via an 'about' link in Ambari Web, there current easi way find version ambari use ambari web interfac thi info access via link ambari web,1,0,0,0,0,0,
4501,health status yellow (lost heartbeat) not showing icon, health statu yellow lost heartbeat show icon,See attached. Using 1.5.0.335On Hosts page. Other pages seem fine., see attach use on host page other page seem fine,0,0,0,0,0,0,
4521,Bulk Ops: Restart on Slaves should popup rolling restart dialog, bulk op restart slave popup roll restart dialog,When performing Restart on Slaves via Bulk Ops menu on the Hosts page  Restart should popup the rolling restart dialog  just like it does when Restarting Slaves under Service Actions., when perform restart slave via bulk op menu host page restart popup roll restart dialog like restart slave servic action,1,0,0,0,0,0,
4523,Host registering failure from primary/agent os checking on centos6, host regist failur primari agent os check cento,I am using Ambari (1.4.3.38) for hadoop cluster installation and management. All the cluster nodes are built on centos 6.0.During the ambari server installation  ambari-server recognized the primary/cluster os as redhat6 (see ambari.properties). During the ambari agent bootstrap/host register  ambari-agent regonized the agent os as centos linux6 (see log). From log files (ambari-server.log  ambari-agent.log)  I found the inconsistence caused the warning of ambari-agent bootstrapping and failure of host registering.I'm still not sure why this happen  but I guess it's caused by the differene of os checking methods among ambari server side code  ambari-agent bootstrap script (os_type_check.sh based on os release file) and registering script (Controller.py/Register.py based on os hardware profile) .I just share to see if anyone can fix the issue.BTW  for me  to solve the problem  I manually edited the script files to make it work temporarily:To avoid warning of agent bootstrapping  in os_type_check.sh  add current_os=$RH6 above the echo line or add res=0 after case statement;To make the node register work  in Controller.py  add data=data.replace('centos linux' 'redhat') before sending registering request;Thanks., i use ambari hadoop cluster instal manag all cluster node built cento dure ambari server instal ambari server recogn primari cluster os redhat see ambari properti dure ambari agent bootstrap host regist ambari agent regon agent os cento linux see log from log file ambari server log ambari agent log i found inconsist caus warn ambari agent bootstrap failur host regist i still sure happen i guess caus differen os check method among ambari server side code ambari agent bootstrap script os type check sh base os releas file regist script control py regist py base os hardwar profil i share see anyon fix issu btw solv problem i manual edit script file make work temporarili to avoid warn agent bootstrap os type check sh add current os rh echo line add re case statement to make node regist work control py add data data replac cento linux redhat send regist request thank,1,0,0,0,0,0,
4526,Oozie Server installation fails when Falcon is selected, oozi server instal fail falcon select,,,1,0,0,0,0,0,
4534,Add ability to delete individual DataNode  TaskTracker  NodeManager  and RegionServer from Host Details page, add abil delet individu data node task tracker node manag region server host detail page,Note: We let the user delete Storm Supervisor already., note we let user delet storm supervisor alreadi,1,0,0,0,0,0,
4551,Alert count badge and restart indicator issues, alert count badg restart indic issu,The alert badge shown in the left nav shows up a bit strange (too little padding on the right). Also  when the restart indicator appears  the padding for the alert badge fixes itself  but the restart indicator appears too close. See attached., the alert badg shown left nav show bit strang littl pad right also restart indic appear pad alert badg fix restart indic appear close see attach,1,0,0,0,0,0,
4552,OOS status for component on host detail page makes button too big, oo statu compon host detail page make button big,,,1,0,0,0,0,0,
4556,Refactor and Unit tests for host summary, refactor unit test host summari,,,1,0,0,0,0,0,
4560,BG operation pop-up: JS error encountered on clicking on host in progress state., bg oper pop js error encount click host progress state,,,1,0,0,0,0,0,
4561,Falcon Client install task shows up as just 'install' rather than 'Falcon Client install', falcon client instal task show instal rather falcon client instal,See attached., see attach,0,0,0,0,0,0,
4566,Jobs: implement the TEZ DAG page/panel, job implement tez dag page panel,Need a graph implemented to show the Tez DAG for Hive queries, need graph implement show tez dag hive queri,1,0,0,0,0,0,
4567,Ambari should check that there is enough disk space during installation, ambari check enough disk space instal,Add a new category in 'Hosts Check' popup after registering hosts.So for '/' mountpoint  we check if the disk free space is larger than 2.0GB.And for '/usr/lib' or '/usr'  check the free space is larger than 1.0GB. Then show related warning message if any of them got space shortage., add new categori host check popup regist host so mountpoint check disk free space larger gb and usr lib usr check free space larger gb then show relat warn messag got space shortag,0,0,0,0,0,0,
