@relation 7_Camel_Shaon_str-weka.filters.unsupervised.attribute.NumericToNominal-R5-18-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute author {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321}
@attribute pos numeric
@attribute neu numeric
@attribute neg numeric
@attribute com0 {0,1}
@attribute com1 {0,1}
@attribute com2 {0,1}
@attribute com3 {0,1}
@attribute com4 {0,1}
@attribute com5 {0,1}
@attribute com6 {0,1}
@attribute com7 {0,1}
@attribute com8 {0,1}
@attribute ST {0,1}
@attribute Patch {0,1}
@attribute CE {0,1}
@attribute TC {0,1}
@attribute EN {0,1}
@attribute prob0 numeric
@attribute prob1 numeric
@attribute target {0,1}

@data
74,1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,3,1,56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.36,0
273,2,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
101,4,1,73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
298,1,0,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
190,2,0,9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,2,0,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
168,1,0,33,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
74,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
298,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,1
74,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.01,0
132,3,1,67,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
80,0,0,32,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
180,4,1,72,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0
164,4,0,91,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
164,2,2,69,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
228,1,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,1,1,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
229,1,2,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62,1,0,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
254,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
164,3,2,111,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,2,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,15,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
74,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.95,0
72,5,3,120,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
74,2,0,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101,6,0,79,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
128,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
156,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
298,4,1,71,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,2,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.98,0.02,0
128,2,1,137,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
74,0,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
107,2,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
298,1,2,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
234,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
298,0,0,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,3,0,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,2,1,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
271,1,0,49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34,2,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
205,3,1,89,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
74,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.01,0
236,3,2,93,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
68,1,0,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.96,1
74,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,7,0,87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
74,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
298,1,0,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66,1,0,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
298,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
66,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,0,1,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,0,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.96,0.04,0
74,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,4,3,63,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
74,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
118,1,0,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
74,2,1,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
118,0,1,33,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
298,0,2,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
146,5,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20,5,2,91,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
298,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,0,0,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,1,2,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
147,2,0,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,1,0,10,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
190,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,1,1,20,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
74,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
318,5,1,97,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
66,2,1,19,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
74,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,3,1,110,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,0,2,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
76,4,1,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
298,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,4,0,44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
156,1,0,87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
74,1,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,0,1,26,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
128,1,0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
66,0,0,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,2,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
125,0,2,66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
298,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,1,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
250,1,0,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.19,0.81,0
74,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.71,0
22,2,0,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
252,2,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88,1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
284,2,0,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
213,1,0,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
66,1,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
204,2,2,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
74,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316,1,0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
316,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99,0.01,0
229,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316,4,1,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
128,5,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
256,1,0,41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
190,3,1,64,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
128,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
57,0,1,97,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
65,3,3,70,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,1,1,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,2,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.99,1
22,1,0,19,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
263,2,2,51,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
22,1,0,31,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
66,0,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
190,2,2,54,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
74,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
200,1,0,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
316,2,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
245,4,1,118,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
229,0,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.99,0.01,0
74,1,1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,2,0,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.14,0.86,0
20,5,2,86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
298,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
128,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
298,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,52,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
74,0,1,17,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
276,8,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
111,1,2,66,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
74,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
53,1,0,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
100,1,1,29,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
74,4,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
190,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6,2,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73,3,1,48,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
240,1,0,40,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
74,1,2,38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74,4,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
74,0,0,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7,1,0,65,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
49,4,1,76,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
68,2,1,45,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
259,1,0,36,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.98,0.02,0
217,1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,3,0,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
173,0,2,40,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
39,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
210,1,0,40,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
74,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,3,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
314,0,1,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,6,2,65,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,1,1,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
114,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,2,0,59,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
298,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
268,3,0,63,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
259,4,1,70,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
47,2,3,77,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
290,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.87,0.13,0
244,0,0,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142,1,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.94,0.06,0
74,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74,3,2,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,0,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
129,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
181,1,1,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
279,3,0,48,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
148,1,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
77,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02,0.98,0
77,2,2,23,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
224,1,0,81,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
49,3,1,43,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
74,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
160,1,1,51,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
74,3,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,1,1,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,2,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.4,0
34,0,3,30,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
22,1,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.84,0
128,0,0,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
74,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
66,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0.1,0
74,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
207,1,0,72,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,2,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
156,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
246,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,0,0,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0
74,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
142,0,0,36,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
68,1,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
74,0,0,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66,3,0,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
137,3,0,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
74,2,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,1,1,34,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.06,0.94,0
246,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.02,0
74,2,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
74,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,1,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283,6,0,97,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,1,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,1,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,5,2,78,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
298,1,0,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,2,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
180,3,1,98,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
66,0,0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
66,3,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,5,1,137,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
309,4,1,105,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
156,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,1,0,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
183,0,1,41,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
144,3,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,1,0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
128,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
247,0,1,44,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.94,0.06,0
202,1,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
158,0,1,20,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
126,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,1,1,47,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
74,2,0,23,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
74,1,2,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
74,5,1,90,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
298,2,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,3,0,17,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
102,0,1,24,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
249,3,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
8,0,1,59,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
38,6,3,126,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
143,1,1,60,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
74,1,0,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
149,1,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
285,1,0,50,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,0,0,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,1,1,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
244,0,1,16,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
75,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
