issue_id,reporter,component,keywords,pre_sum,summary,pre_des,description,des-1,des-2,des-3,des-4,des-5,files,Security
2269,Claus Ibsen,camel-core,0,doCatch() - Without any exception given should report that as a problem, doCatch catch without except given report problem,Code like this .doTry() .to('mock:b') .throwException(new IllegalArgumentException('Damn')) .doCatch() .to('mock:catch') .end();Should report a failure in the route as doCatch must have at least 1 exception as parameter.It should correctly be .doCatch(Exception.class)We could also consider using Excpetion.class as default but in Java you must also provide the exception to catch and thus its more intuitive if its 100% like Java, code like doTry tri mock mock throwException new throw except new IllegalArgumentException damn illeg argument except damn doCatch catch mock catch mock catch end end report failur rout doCatch catch must least except paramet paramet correctli doCatch except class catch except class could also consid use excpet class excpet class default java must also provid except catch thu intuit like java,0,1,0,0,0,camel-core/src/main/java/org/apache/camel/model/CatchDefinition.java;camel-core/src/test/java/org/apache/camel/processor/TryCatchMustHaveExceptionConfiguredTest.java;,0
2276,Claus Ibsen,camel-core,0,seda component - Support no timeout for task to complete using timeout 0 or negative, seda compon support no timeout task complet use timeout neg,See nabblehttp://old.nabble.com/SEDA-Timeout-ts26724664.html, see nabblehttp old nabbl com SEDA timeout ts html nabblehttp old nabbl com SEDA timeout ts html,0,0,0,1,0,camel-core/src/main/java/org/apache/camel/component/seda/SedaProducer.java;camel-core/src/main/java/org/apache/camel/impl/DefaultProducer.java;camel-core/src/test/java/org/apache/camel/component/seda/SedaTimeoutDisabledTest.java;,0
2292,Hadrian Zbarcea,null,0,RejectedExecutionException after restarting camel context, RejectedExecutionException reject execut except restart camel context,User reported over the #camel channel the following exception trying to send a message after the context was stopped and restarted 'Failed to create Producer for endpoint:'. Thats the exception I'm gettingReason: java.util.concurrent.RejectedExecutionExceptionException in thread 'core' org.apache.camel.FailedToCreateProducerException: Failed to create Producer for endpoint: Endpoint[activemq://queue:request.lavaOrderProducer.powerTraderServer]. Reason: java.util.concurrent.RejectedExecutionException at org.apache.camel.component.jms.JmsProducer.testAndSetRequestor(JmsProducer.java:116) at org.apache.camel.component.jms.JmsProducer.processInOut(JmsProducer.java:175) at org.apache.camel.component.jms.JmsProducer.process(JmsProducer.java:147) at org.apache.camel.impl.ProducerCache$1.doInProducer(ProducerCache.java:179) at org.apache.camel.impl.ProducerCache$1.doInProducer(ProducerCache.java:161) at org.apache.camel.impl.ProducerCache.doInProducer(ProducerCache.java:146) at org.apache.camel.impl.ProducerCache.sendExchange(ProducerCache.java:160) at org.apache.camel.impl.ProducerCache.send(ProducerCache.java:98) at org.apache.camel.impl.DefaultProducerTemplate.send(DefaultProducerTemplate.java:97) at com.wjb.producer.lavaData.dispatcher.ServerRequestDispatcher.requestSymbolSectorArray(ServerRequestDispatcher.java:122) at com.wjb.producer.core.LavaDataManager.initialize(LavaDataManager.java:64) at com.wjb.producer.core.ProducerCore.run(ProducerCore.java:98) at java.lang.Thread.run(Thread.java:619)Caused by: java.util.concurrent.RejectedExecutionException at java.util.concurrent.ThreadPoolExecutor$AbortPolicy.rejectedExecution(ThreadPoolExecutor.java:1760) at java.util.concurrent.ThreadPoolExecutor.reject(ThreadPoolExecutor.java:767) at java.util.concurrent.ScheduledThreadPoolExecutor.delayedExecute(ScheduledThreadPoolExecutor.java:216) at java.util.concurrent.ScheduledThreadPoolExecutor.schedule(ScheduledThreadPoolExecutor.java:366) at org.apache.camel.util.DefaultTimeoutMap.schedulePoll(DefaultTimeoutMap.java:156) at org.apache.camel.util.DefaultTimeoutMap.&lt;init&gt;(DefaultTimeoutMap.java:52) at org.apache.camel.component.jms.requestor.Requestor.&lt;init&gt;(Requestor.java:68) at org.apache.camel.component.jms.JmsProducer.testAndSetRequestor(JmsProducer.java:107)The following unit tests seems to reproduce the problem:ublic final class StartStopTest { private final GenericApplicationContext applicationContext = new GenericApplicationContext(); private final int testCount = 3; @Test public void test() throws Exception { //Initialize final File propertiesFile = new File(Constants.RESOURCE_DIRECTORY_NAME  Constants.PROPERTIES_FILE_NAME); PropertyConfigurator.configure(propertiesFile.getPath()); final File applicationContextFile = new File(Constants.RESOURCE_DIRECTORY_NAME  Constants.CONTEXT_FILE_NAME); final Resource applicationContextResource = new FileSystemResource(applicationContextFile); final AbstractBeanDefinitionReader beanDefinitionReader = new XmlBeanDefinitionReader(this.applicationContext); beanDefinitionReader.loadBeanDefinitions(applicationContextResource); this.applicationContext.refresh(); //Begin Testing for (int i = 0; i &lt; this.testCount; i++) { this.startSendStop(); Thread.sleep(3000); } } private void startSendStop() throws Exception { final SpringCamelContext springCamelContext = (SpringCamelContext)this.applicationContext.getBean(Constants.CAMEL_CONTEXT_NAME); final ProducerTemplate producerTemplate; final Endpoint serverRequestQueue; springCamelContext.start(); producerTemplate = springCamelContext.createProducerTemplate(); serverRequestQueue = springCamelContext.getEndpoint('serverRequestQueue'); final Exchange exchange = producerTemplate.send(serverRequestQueue  new Processor() { public void process(final Exchange exchange) throws Exception { exchange.setPattern(ExchangePattern.InOut); exchange.getIn().setHeader(ServerJmsServices.REQUEST  ServerJmsServices.GET_SYMBOL_INFO); exchange.getIn().setBody(''); } }); final String responseString = (String)exchange.getOut().getBody(); Assert.assertTrue(responseString.length() &gt; 0); springCamelContext.stop(); }}&lt;?xml version='1.0' encoding='UTF-8'?&gt;&lt;beans xmlns='http://www.springframework.org/schema/beans'  xmlns:xsi='http://www.w3.org/2001/XMLSchema-instance' xmlns:camel='http://camel.apache.org/schema/spring' xsi:schemaLocation='http://www.springframework.org/schema/beans http://www.springframework.org/schema/beans/spring-beans-2.5.xsd http://camel.apache.org/schema/spring http://camel.apache.org/schema/spring/camel-spring.xsd'&gt; &lt;!-- ActiveMQ component for Camel to use --&gt; &lt;bean id='activemq' class='org.apache.activemq.camel.component.ActiveMQComponent' &gt; &lt;property name='connectionFactory'&gt; &lt;bean class='org.apache.activemq.ActiveMQConnectionFactory'&gt; &lt;property name='brokerURL' value='tcp://192.168.5.10:61616?daemon=true' /&gt; &lt;/bean&gt; &lt;/property&gt; &lt;/bean&gt; &lt;!-- Camel Context --&gt; &lt;camelContext id='camelContext' xmlns='http://camel.apache.org/schema/spring' autoStartup='false'&gt;  &lt;camel:endpoint id='serverRequestQueue' uri='activemq:queue:request.lavaOrderProducer.powerTraderServer' /&gt; &lt;/camelContext&gt;&lt;/beans&gt;, user report camel channel follow except tri send messag context stop restart fail fail creat produc endpoint endpoint that except gettingReason get reason java util concurr RejectedExecutionExceptionException java util concurr reject execut except except thread core core org apach camel FailedToCreateProducerException org apach camel fail creat produc except fail creat produc endpoint endpoint endpoint activemq queue request lavaOrderProducer powerTraderServer endpoint activemq queue request lava order produc power trader server reason reason java util concurr RejectedExecutionException java util concurr reject execut except org apach camel compon jm JmsProducer testAndSetRequestor JmsProducer java org apach camel compon jm jm produc test set requestor jm produc java org apach camel compon jm JmsProducer processInOut JmsProducer java org apach camel compon jm jm produc process jm produc java org apach camel compon jm JmsProducer process JmsProducer java org apach camel compon jm jm produc process jm produc java org apach camel impl ProducerCache doInProducer ProducerCache java org apach camel impl produc cach produc produc cach java org apach camel impl ProducerCache doInProducer ProducerCache java org apach camel impl produc cach produc produc cach java org apach camel impl ProducerCache doInProducer ProducerCache java org apach camel impl produc cach produc produc cach java org apach camel impl ProducerCache sendExchange ProducerCache java org apach camel impl produc cach send exchang produc cach java org apach camel impl ProducerCache send ProducerCache java org apach camel impl produc cach send produc cach java org apach camel impl DefaultProducerTemplate send DefaultProducerTemplate java org apach camel impl default produc templat send default produc templat java com wjb produc lavaData dispatch ServerRequestDispatcher requestSymbolSectorArray ServerRequestDispatcher java com wjb produc lava data dispatch server request dispatch request symbol sector array server request dispatch java com wjb produc core LavaDataManager initi LavaDataManager java com wjb produc core lava data manag initi lava data manag java com wjb produc core ProducerCore run ProducerCore java com wjb produc core produc core run produc core java java lang thread run thread java caus java lang thread run thread java caus java util concurr RejectedExecutionException java util concurr reject execut except java util concurr ThreadPoolExecutor AbortPolicy rejectedExecution ThreadPoolExecutor java java util concurr thread pool executor abort polici reject execut thread pool executor java java util concurr ThreadPoolExecutor reject ThreadPoolExecutor java java util concurr thread pool executor reject thread pool executor java java util concurr ScheduledThreadPoolExecutor delayedExecute ScheduledThreadPoolExecutor java java util concurr schedul thread pool executor delay execut schedul thread pool executor java java util concurr ScheduledThreadPoolExecutor schedul ScheduledThreadPoolExecutor java java util concurr schedul thread pool executor schedul schedul thread pool executor java org apach camel util DefaultTimeoutMap schedulePoll DefaultTimeoutMap java org apach camel util default timeout map schedul poll default timeout map java org apach camel util DefaultTimeoutMap lt init gt DefaultTimeoutMap java org apach camel util default timeout map lt init gt default timeout map java org apach camel compon jm requestor requestor lt init gt requestor java org apach camel compon jm requestor requestor lt init gt requestor java org apach camel compon jm JmsProducer testAndSetRequestor JmsProducer java org apach camel compon jm jm produc test set requestor jm produc java follow unit test seem reproduc problem ublic problem ublic final class StartStopTest start stop test privat final GenericApplicationContext gener applic context applicationContext applic context new GenericApplicationContext gener applic context privat final int testCount test count test test public void test test throw except initi initi final file propertiesFile properti file new file constant RESOURCE_DIRECTORY_NAME file constant RESOURCE DIRECTORY NAME constant PROPERTIES_FILE_NAME constant PROPERTIES FILE NAME PropertyConfigurator configur propertiesFile getPath properti configur configur properti file get path final file applicationContextFile applic context file new file constant RESOURCE_DIRECTORY_NAME file constant RESOURCE DIRECTORY NAME constant CONTEXT_FILE_NAME constant CONTEXT FILE NAME final resourc applicationContextResource applic context resourc new FileSystemResource applicationContextFile file system resourc applic context file final AbstractBeanDefinitionReader abstract bean definit reader beanDefinitionReader bean definit reader new XmlBeanDefinitionReader applicationContext xml bean definit reader applic context beanDefinitionReader loadBeanDefinitions applicationContextResource bean definit reader load bean definit applic context resourc applicationContext refresh applic context refresh begin begin test int lt lt testCount test count startSendStop start send stop thread sleep thread sleep privat void startSendStop start send stop throw except final SpringCamelContext spring camel context springCamelContext spring camel context SpringCamelContext applicationContext getBean constant CAMEL_CONTEXT_NAME spring camel context applic context get bean constant CAMEL CONTEXT NAME final ProducerTemplate produc templat producerTemplate produc templat final endpoint serverRequestQueue server request queue springCamelContext start spring camel context start producerTemplate produc templat springCamelContext createProducerTemplate spring camel context creat produc templat serverRequestQueue server request queue springCamelContext getEndpoint serverRequestQueue spring camel context get endpoint server request queue final exchang exchang producerTemplate send serverRequestQueue produc templat send server request queue new processor processor public void process final process final exchang exchang exchang throw except exchang setPattern ExchangePattern InOut exchang set pattern exchang pattern exchang getIn setHeader ServerJmsServices REQUEST exchang get set header server jm servic REQUEST ServerJmsServices GET_SYMBOL_INFO server jm servic GET SYMBOL INFO exchang getIn setBody exchang get set bodi final string responseString respons string string exchang getOut getBody string exchang get get bodi assert assertTrue responseString length assert assert true respons string length gt gt springCamelContext stop spring camel context stop lt xml lt xml version version encod UTF gt lt bean encod UTF gt lt bean xmln http www springframework org schema bean xmln http www springframework org schema bean xmln xsi http www org XMLSchema instanc xmln xsi http www org XML schema instanc xmln camel http camel apach org schema spring xmln camel http camel apach org schema spring xsi schemaLocation http www springframework org schema bean xsi schema locat http www springframework org schema bean lt lt ActiveMQ activ MQ compon camel use gt gt lt bean lt bean id activemq id activemq class org apach activemq camel compon ActiveMQComponent class org apach activemq camel compon activ MQ compon gt gt lt properti lt properti name connectionFactory gt name connect factori gt lt bean lt bean class org apach activemq ActiveMQConnectionFactory gt class org apach activemq activ MQ connect factori gt lt properti lt properti name brokerURL name broker URL valu tcp daemon true valu tcp daemon true gt gt lt bean gt lt bean gt lt properti gt lt properti gt lt bean gt lt bean gt lt lt camel context gt gt lt camelContext lt camel context id camelContext id camel context xmln http camel apach org schema spring xmln http camel apach org schema spring autoStartup fals gt auto startup fals gt lt camel endpoint lt camel endpoint id serverRequestQueue id server request queue uri activemq queue request lavaOrderProducer powerTraderServer uri activemq queue request lava order produc power trader server gt gt lt camelContext gt lt bean gt lt camel context gt lt bean gt,1,0,1,0,0,camel-core/src/main/java/org/apache/camel/impl/DefaultProducerTemplate.java;camel-core/src/main/java/org/apache/camel/impl/ProducerCache.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsConfiguration.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/issues/JmsInOutWithSpringRestartIssueTest.java;components/camel-jms/src/test/resources/org/apache/camel/component/jms/issues/JmsInOutWithSpringRestartIssueTest.xml;,0
2295,Claus Ibsen,camel-core,0,ExceptionHandler - Let it be able to log additional information such as a custom message or current exchange, ExceptionHandler except handler let abl log addit inform custom messag current exchang,This will output better exceptions in the logs when using the default exception handler which just logs it.The ExceptionHandler is used in consumers (polling  event driven) which cant send the exception back to a client and thus must handle it somehowand best shot is to log it  but you can plugin your own handler if you like, output better except log use default except handler log ExceptionHandler except handler use consum poll event driven driven cant send except back client thu must handl somehowand best shot log plugin handler like,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/CamelExchangeException.java;camel-core/src/main/java/org/apache/camel/component/seda/SedaConsumer.java;camel-core/src/main/java/org/apache/camel/component/timer/TimerConsumer.java;camel-core/src/main/java/org/apache/camel/impl/LoggingExceptionHandler.java;camel-core/src/main/java/org/apache/camel/processor/RedeliveryErrorHandler.java;camel-core/src/main/java/org/apache/camel/spi/ExceptionHandler.java;camel-core/src/main/java/org/apache/camel/util/ExchangeHelper.java;camel-core/src/test/java/org/apache/camel/issues/CharlesSplitAndTryCatchRollbackIssueTest.java;camel-core/src/test/java/org/apache/camel/processor/MulticastParallelStopOnExceptionTest.java;camel-core/src/test/java/org/apache/camel/processor/MulticastStopOnExceptionTest.java;camel-core/src/test/java/org/apache/camel/processor/RollbackCustomMessageTest.java;camel-core/src/test/java/org/apache/camel/processor/SplitterParallelStopOnExceptionTest.java;camel-core/src/test/java/org/apache/camel/processor/SplitterStopOnExceptionTest.java;components/camel-quartz/src/main/java/org/apache/camel/component/quartz/QuartzEndpoint.java;,0
2303,Claus Ibsen,camel-core,0,GroupedExchange in Aggregator is not working correctly, GroupedExchange group exchang aggreg not work correctli,See nabblehttp://old.nabble.com/Help%21-org.apache.camel.impl.GroupedExchange-does-not-exist-in-the-latest-download-ts26841584.html, see nabblehttp old nabbl com help org apach camel impl GroupedExchange not exist latest download ts html nabblehttp old nabbl com help org apach camel impl group exchang not exist latest download ts html,0,0,0,1,0,camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java;camel-core/src/main/java/org/apache/camel/processor/BatchProcessor.java;camel-core/src/test/java/org/apache/camel/processor/aggregator/AggregateGroupedExchangeBatchSizeTest.java;camel-core/src/test/java/org/apache/camel/processor/aggregator/AggregateGroupedExchangeMultipleCorrelationTest.java;camel-core/src/test/java/org/apache/camel/processor/aggregator/AggregateGroupedExchangeTest.java;,0
2308,Edson CImionatto,camel-ftp,0,StrictHostKeyChecking Url Option, StrictHostKeyChecking strict host key check url option,Camel users will appreciate a new url option that sets JSch Session StrictHostKeyChecking to 'no' . Preferably  this new option will work just like URI Options knownHosts. This improvement will facilitate bypass sftp/ssh key authentication., camel user appreci new url option set JSch sch session StrictHostKeyChecking strict host key check no no prefer new option work like URI option knownHosts known host improv facilit bypass sftp ssh sftp ssh key authent authent,0,0,0,0,0,components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpConfiguration.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpOperations.java;,0
2310,Claus Ibsen,camel-core,0,UnitOfWork - Must be done in finally to ensure even when java.lang.Error is thrown fore reliable shutdown, UnitOfWork unit work must done final ensur even java lang error java lang error thrown fore reliabl shutdown,This helps to keep in flight registry up-to-date even when java.lang.Error is thrown  such as when people use JUnit assertions., help keep flight registri date date even java lang error java lang error thrown peopl use JUnit unit assert assert,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/processor/UnitOfWorkProcessor.java;,0
2318,Willem Jiang,camel-bindy,0,camel-bindy dataformat KeyValue DSL can't work, camel bindi camel bindi dataformat KeyValue key valu DSL work,When you set the bindy dataformat with below DSL   you will get the error that camel can't find the DataFormat.   public void configure() { from('direct:start').marshal() .bindy(BindyType.KeyValue  'org.apache.camel.dataformat.bindy.model.fix.simple') .to('mock:result'); }, set bindi dataformat DSL get error camel find DataFormat data format public void configur configur direct start marshal direct start marshal bindi BindyType KeyValue bindi bindi type key valu org apach camel dataformat bindi model fix simpl org apach camel dataformat bindi model fix simpl mock result mock result,0,0,1,0,0,camel-core/src/main/java/org/apache/camel/model/dataformat/BindyDataFormat.java;,0
2319,Claus Ibsen,null,0,camel-cache - Missing some classes in .jar, camel cach camel cach miss class jar,See nabblehttp://old.nabble.com/Camel-Cache%3A-Processors-not-released--ts26908653.html, see nabblehttp old nabbl com camel cach processor not releas ts html nabblehttp old nabbl com camel cach processor not releas ts html,0,0,0,1,0,components/camel-cache/pom.xml;,0
2320,Pradeep Elankumaran,camel-jdbc,0,JDBC component doesn't preserve headers, JDBC compon preserv header,JDBC component doesn't preserve any of the headers that are sent into it, JDBC compon preserv header sent,0,1,0,0,0,components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcProducer.java;components/camel-jdbc/src/test/java/org/apache/camel/component/jdbc/JdbcPreserveHeadersTest.java;,0
2327,Willem Jiang,null,0,The NP check of the remote service is wrong in CamelServiceExporter, NP check remot servic wrong CamelServiceExporter camel servic export,We should check the export service instead of the camelContext.&#8212; components/camel-spring/src/main/java/org/apache/camel/spring/remoting/CamelServiceExporter.jav(revision 895109)+++ components/camel-spring/src/main/java/org/apache/camel/spring/remoting/CamelServiceExporter.jav(working copy)@@ -83 7 +83 7 @@ } Endpoint endpoint = CamelContextHelper.getMandatoryEndpoint(camelContext  uri); notNull(camelContext  'service');+ notNull(getService()  'service'); Object proxy = getProxyForService(); consumer = endpoint.createConsumer(new BeanProcessor(proxy  camelContext));, check export servic instead camelContext camel context compon camel spring src main java org apach camel spring remot CamelServiceExporter jav revis compon camel spring src main java org apach camel spring remot camel servic export jav revis compon camel spring src main java org apach camel spring remot CamelServiceExporter jav work compon camel spring src main java org apach camel spring remot camel servic export jav work copi copi endpoint endpoint CamelContextHelper getMandatoryEndpoint camelContext camel context helper get mandatori endpoint camel context uri uri notNull camelContext not null camel context servic servic notNull getService not null get servic servic servic object proxi getProxyForService get proxi servic consum endpoint createConsumer new endpoint creat consum new BeanProcessor proxi bean processor proxi camelContext camel context,1,0,0,0,0,components/camel-spring/src/main/java/org/apache/camel/spring/remoting/CamelServiceExporter.java;,0
2335,Claus Ibsen,null,0,The  in Spring XML should support using serviceRef to lookup a reference for an endpoint, spring XML support use serviceRef servic ref lookup refer endpoint,Even though people can use the ref component  but that is hardly technique.So you can do using serviceRef to refer to the endpoint &lt;!-- create a proxy that will route to the direct:start endpoint when invoked --&gt; &lt;proxy id='myProxySender' serviceInterface='org.apache.camel.spring.config.MyProxySender' serviceRef='cool'/&gt; &lt;!-- define the endpoint we want to proxy --&gt; &lt;endpoint id='cool' uri='direct:start'/&gt;, even though peopl use ref compon hardli techniqu techniqu use serviceRef servic ref refer endpoint lt lt creat proxi rout direct start direct start endpoint invok gt gt lt proxi lt proxi id myProxySender id proxi sender serviceInterface org apach camel spring config MyProxySender servic interfac org apach camel spring config proxi sender serviceRef cool gt servic ref cool gt lt lt defin endpoint want proxi gt gt lt endpoint lt endpoint id cool id cool uri direct start gt uri direct start gt,0,0,1,0,0,components/camel-spring/src/main/java/org/apache/camel/spring/CamelProxyFactoryDefinition.java;components/camel-spring/src/main/java/org/apache/camel/spring/handler/CamelNamespaceHandler.java;components/camel-spring/src/main/java/org/apache/camel/spring/remoting/CamelProxyFactoryBean.java;components/camel-spring/src/test/java/org/apache/camel/spring/config/CamelProxyUsingRefTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/config/CamelProxyUsingRefTest.xml;,0
2338,Claus Ibsen,camel-spring,0,package will log WARN that you should use packageScan instead. We should keep both options so remove the WARN, packag log WARN use packageScan packag scan instead instead keep option remov WARN,&#91;2010-01-06 11:32:35.494&#93; server-dm-7 org.apache.camel.spring.CamelContextFactoryBean.unknown W Using a packages element to specify packages to search has been deprecated. Please use a packageScan element instead., server dm server dm org apach camel spring CamelContextFactoryBean unknown org apach camel spring camel context factori bean unknown use packag element specifi packag search deprec deprec pleas use packageScan packag scan element instead instead,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/Exchange.java;camel-core/src/main/java/org/apache/camel/impl/DefaultExchange.java;camel-core/src/main/java/org/apache/camel/model/SplitDefinition.java;camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java;camel-core/src/main/java/org/apache/camel/processor/Splitter.java;camel-core/src/main/java/org/apache/camel/processor/aggregate/UseOriginalAggregationStrategy.java;camel-core/src/main/java/org/apache/camel/util/AsyncProcessorHelper.java;camel-core/src/test/java/org/apache/camel/processor/async/AsyncEndpointMulticastFineGrainedErrorHandlingTest.java;camel-core/src/test/java/org/apache/camel/processor/async/AsyncEndpointMulticastTest.java;camel-core/src/test/java/org/apache/camel/processor/async/AsyncEndpointRecipientListFineGrainedErrorHandlingTest.java;camel-core/src/test/java/org/apache/camel/processor/async/AsyncEndpointSplitTest.java;camel-core/src/test/java/org/apache/camel/processor/async/AsyncEndpointSplitUseLatestAggregationStrategyTest.java;camel-core/src/test/java/org/apache/camel/processor/async/MyAsyncProducer.java;components/camel-spring/src/main/java/org/apache/camel/spring/CamelContextFactoryBean.java;,0
2344,Joern Kottmann,camel-mail,0,MailConsumer should log exception in processRollback, MailConsumer mail consum log except processRollback process rollback,The MailConsumer logs in the rollback case the exchange (line 162 in revision 893983) but the exchange contains (usually ?) an exception which is not logged.In my case the exception is thrown from a custom Expression which splits a mail message.Only a rollback warning which contains the headers of the mail message is logged which makes finding the actual cause difficult., MailConsumer mail consum log rollback case exchang line revis exchang contain usual except not log log case except thrown custom express split mail messag messag rollback warn contain header mail messag log make find actual caus difficult difficult,0,0,0,0,0,components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConsumer.java;,0
2348,Claus Ibsen,camel-core,0,EventNotifier - Make it easy to ignore unwanted event categories, EventNotifier event notifi make easi ignor unwant event categori,The current EventNotifier is a bit sparse. It should have a bunch of ignoreXXX events to filter by category. In case you do not want certain types etc.Also it can be used to configure it to only report failures which is interesting if you want to alert that to a monitoring system., current EventNotifier event notifi bit spars spars bunch ignoreXXX ignor XXX event filter categori categori case not want certain type etc also etc also use configur report failur interest want alert monitor system system,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/impl/ServiceSupport.java;camel-core/src/main/java/org/apache/camel/management/DefaultEventNotifier.java;camel-core/src/main/java/org/apache/camel/management/DefaultManagementStrategy.java;camel-core/src/main/java/org/apache/camel/management/EventNotifierSupport.java;camel-core/src/main/java/org/apache/camel/management/LoggingEventNotifier.java;camel-core/src/main/java/org/apache/camel/management/event/ExchangeCompletedEvent.java;camel-core/src/main/java/org/apache/camel/management/event/ExchangeCreatedEvent.java;camel-core/src/main/java/org/apache/camel/management/event/ExchangeFailureEvent.java;camel-core/src/main/java/org/apache/camel/management/event/ExchangeFailureHandledEvent.java;camel-core/src/main/java/org/apache/camel/spi/EventNotifier.java;camel-core/src/main/java/org/apache/camel/util/EventHelper.java;camel-core/src/test/java/org/apache/camel/management/EventNotifierEventsTest.java;camel-core/src/test/java/org/apache/camel/management/EventNotifierFailreHandledEventsTest.java;camel-core/src/test/java/org/apache/camel/management/EventNotifierServiceStoppingFailedEventTest.java;camel-core/src/test/java/org/apache/camel/management/LoggingEventNotifierTest.java;components/camel-spring/src/test/java/org/apache/camel/spring/management/MyEventNotifier.java;components/camel-spring/src/test/java/org/apache/camel/spring/management/SpringLoggingEventNotifierTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/management/SpringLoggingEventNotifierTest.xml;,0
2352,Claus Ibsen,camel-jdbc,0,camel-jdbc - Add option to select between JDBC 4 or 3 column label / name semantics, camel jdbc camel jdbc add option select JDBC column label name semant,JDBC drivers is often a pain when it comes to compliance.If you use SQL SELECT with aliases then you may have issues with camel-jdbc as it retrieves the column name use ResultSetMetaData which behaves different according to the JDBC spec.See more at:http://fusesource.com/forums/thread.jspa?messageID=5623&amp;#5623Introduce a new option useJDBC4ColumnNameAndLabelSemantics where you can configure which option to use. Will by default use JDBC 4, JDBC driver often pain come complianc complianc use SQL SELECT alias may issu camel jdbc camel jdbc retriev column name use ResultSetMetaData result set meta data behav differ accord JDBC spec see spec see http fusesourc com forum thread jspa messageID amp introduc http fusesourc com forum thread jspa messag ID amp introduc new option useJDBC ColumnNameAndLabelSemantics use JDBC column name label semant configur option use use default use JDBC,0,0,1,0,0,components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcComponent.java;components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcEndpoint.java;components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcProducer.java;components/camel-jdbc/src/test/java/org/apache/camel/component/jdbc/JdbcRouteUsingSqlSelectAliasJdbc3Test.java;components/camel-jdbc/src/test/java/org/apache/camel/component/jdbc/JdbcRouteUsingSqlSelectAliasTest.java;,0
2361,Simon,camel-core,0,Keep the lastModified timestamp when writing a file, keep lastModified last modifi timestamp write file,&gt;&gt; I do the following:&gt;&gt;&gt; 'ftp://tata@.../ftp.input?&amp;recursive=true&amp;binary=true&amp;consumer.delay=1000')&gt; .to('file://M:/FTP.INPUT/');&gt;&gt; I would like to have my file in transfered and keeping their&gt; lastModifiedTime. I wonder if a flag is available for that ? Another&gt; solution would be to get it from the Message and do it programmatically.&gt;... &#91;show rest of quote&#93;HiGood idea. Notice that the timestamp from the FTP library is often not100% accurate down to the seconds.Could you create a ticket in JIRA for this feature request?http://issues.apache.org/activemq/browse/CAMEL, gt gt gt gt follow gt gt gt follow gt gt gt ftp tata ftp input amp recurs true amp binari true amp consum delay gt ftp tata ftp input amp recurs true amp binari true amp consum delay gt file FTP INPUT gt gt file FTP INPUT gt gt would like file transfer keep gt gt lastModifiedTime last modifi time wonder flag avail anoth gt anoth gt solut would get messag programmat gt programmat gt show rest quot HiGood quot Hi good idea idea notic timestamp FTP librari often not not accur second could second could creat ticket JIRA featur request http issu apach org activemq brows CAMEL request http issu apach org activemq brows CAMEL,0,0,0,1,0,camel-core/src/main/java/org/apache/camel/Exchange.java;camel-core/src/main/java/org/apache/camel/builder/ExpressionBuilder.java;camel-core/src/main/java/org/apache/camel/builder/FileExpressionBuilder.java;camel-core/src/main/java/org/apache/camel/component/file/FileOperations.java;camel-core/src/main/java/org/apache/camel/component/file/GenericFile.java;camel-core/src/main/java/org/apache/camel/component/file/GenericFileEndpoint.java;camel-core/src/test/java/org/apache/camel/component/file/FileKeepLastModifiedTest.java;components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FromFtpKeepLastModifiedTest.java;,0
2363,Ashwin Karpe,null,0,Remove sample caches from Camel Cache component, remov sampl cach camel cach compon,Camel Cache has sample caches created by the component via its ehCache settings.These should not be created in order to avoid unnecessary taking up of ports by the sample caches., camel cach sampl cach creat compon via ehCache eh cach set set not creat order avoid unnecessari take port sampl cach cach,0,1,0,0,0,components/camel-cache/src/main/resources/ehcache.xml;,0
