issue_id,summary,description,target_Security,target_Performance
1917, ambari core site xml miss properti LZO enabl io compress codec ambari core site xml miss properti LZO enabl io compress codec,,0 ,0 
1919, JobTracker histori server fail come stack request servic stall stall job tracker histori server fail come stack request servic stall stall, attempt instal cluster stack servic instal green JobTracker histori server fail come request servic start stall no task QUEUED IN_PROGRESS state task PENDING state attempt instal cluster stack servic instal green job tracker histori server fail come request servic start stall no task QUEUED PROGRESS state task PENDING state,0 ,0 
1923, allow user custom nagio user account allow user custom nagio user account, allow custom instal user use nagio allow custom instal user use nagio,0 ,0 
1924, allow user custom ganglia gmetad gmond user account allow user custom ganglia gmetad gmond user account, allow custom ganglia gmetad gmond user refer look like avail gsInstaller pattern exist follow ambari impl default nobodi nobodi allow custom ganglia gmetad gmond user refer look like avail gs instal pattern exist follow ambari impl default nobodi nobodi,0 ,0 
1933, test failur testCascadeDeleteStages test failur test cascad delet stage, mvn clean instal produc follow failur testCascadeDeleteStages org apach ambari server actionmanag TestActionManager except EclipseLink eclips persist servic org eclips persist except DatabaseException mvn clean instal produc follow failur test cascad delet stage org apach ambari server actionmanag test action manag except eclips link eclips persist servic org eclips persist except databas except,0 ,0 
1934, secur vulner ganglia nagio secur vulner ganglia nagio, ganglia issu unspecifi vulner ganglia web allow remot attack execut arbitrari PHP code via unknown attack vector http ganglia info ganglia web releas secur advisori secur issu ganglia web go back least lead arbitrari script execut web user privileg possibl lead machin compromis issu fix latest version ganglia web download http sourceforg net project ganglia file ganglia web solut need get upgrad rpm ganglia web version fix vulner nagio multipl stack base buffer overflow get_history function histori cgi nagio core icinga might allow remot attack execut arbitrari code via long host_name variabl host paramet svc_description variabl http www nagio org project nagioscor histori core http list grok org uk pipermail full disclosur decemb html vulner softwar version nagio nagio previou version ganglia issu unspecifi vulner ganglia web allow remot attack execut arbitrari PHP code via unknown attack vector http ganglia info ganglia web releas secur advisori secur issu ganglia web go back least lead arbitrari script execut web user privileg possibl lead machin compromis issu fix latest version ganglia web download http sourceforg net project ganglia file ganglia web solut need get upgrad rpm ganglia web version fix vulner nagio multipl stack base buffer overflow get_history function histori cgi nagio core icinga might allow remot attack execut arbitrari code via long host_name variabl host paramet svc_description variabl http www nagio org project nagioscor histori core http list grok org uk pipermail full disclosur decemb html vulner softwar version nagio nagio previou version,1 ,0 
1944, servic smoke test fail run servic start servic smoke test fail run servic start, has_key expect first argument hash got type string var lib ambari agent puppet modul hdp manifest init pp node ip ec internalsit pp import var lib ambari agent puppet modul hdp manifest pp import var lib ambari agent puppet modul hdp hadoop manifest pp import var lib ambari agent puppet modul hdp hbase manifest pp import var lib ambari agent puppet modul hdp zookeep manifest pp import var lib ambari agent puppet modul hdp oozi manifest pp import var lib ambari agent puppet modul hdp pig manifest pp import var lib ambari agent puppet modul hdp sqoop manifest pp import var lib ambari agent puppet modul hdp templeton manifest pp import var lib ambari agent puppet modul hdp hive manifest pp import var lib ambari agent puppet modul hdp hcat manifest pp import var lib ambari agent puppet modul hdp mysql manifest pp import var lib ambari agent puppet modul hdp monitor webserv manifest pp import var lib ambari agent puppet modul hdp repo manifest pp ambari_db_rca_password mapr nagios_server_host ip ec intern ambari_db_rca_url jdbc postgresql ip ec intern ambarirca webhcat_server_host ip ec intern hbase_rs_hosts ip ec intern slave_hosts ip ec intern namenode_host ip ec intern ganglia_server_host ip ec intern hbase_master_hosts ip ec intern hive_mysql_host ip ec intern oozie_server ip ec intern ambari_db_rca_driver org postgresql driver zookeeper_hosts ip ec intern jtnode_host ip ec intern ambari_db_rca_username mapr hive_server_host ip ec intern node default stage gt stage class hdp stage gt class hdp zookeep quorum service_check stage gt has_key expect first argument hash got type string var lib ambari agent puppet modul hdp manifest init pp node ip ec internalsit pp import var lib ambari agent puppet modul hdp manifest pp import var lib ambari agent puppet modul hdp hadoop manifest pp import var lib ambari agent puppet modul hdp hbase manifest pp import var lib ambari agent puppet modul hdp zookeep manifest pp import var lib ambari agent puppet modul hdp oozi manifest pp import var lib ambari agent puppet modul hdp pig manifest pp import var lib ambari agent puppet modul hdp sqoop manifest pp import var lib ambari agent puppet modul hdp templeton manifest pp import var lib ambari agent puppet modul hdp hive manifest pp import var lib ambari agent puppet modul hdp hcat manifest pp import var lib ambari agent puppet modul hdp mysql manifest pp import var lib ambari agent puppet modul hdp monitor webserv manifest pp import var lib ambari agent puppet modul hdp repo manifest pp ambari_db_rca_password mapr nagios_server_host ip ec intern ambari_db_rca_url jdbc postgresql ip ec intern ambarirca webhcat_server_host ip ec intern hbase_rs_hosts ip ec intern slave_hosts ip ec intern namenode_host ip ec intern ganglia_server_host ip ec intern hbase_master_hosts ip ec intern hive_mysql_host ip ec intern oozie_server ip ec intern ambari_db_rca_driver org postgresql driver zookeeper_hosts ip ec intern jtnode_host ip ec intern ambari_db_rca_username mapr hive_server_host ip ec intern node default stage gt stage class hdp stage gt class hdp zookeep quorum service_check stage gt,0 ,0 
1947, oozi smoke test fail error start servic instal page oozi smoke test fail error start servic instal page, ozzi smoke test fail ozzi smoke test fail,0 ,0 
1948, system log not present tasktrack system log not present tasktrack, run mapreduc job find attempt id look system log tasktrack http ec comput amazonaw com tasklog attemptid attempt   actual result syslog not present stdout stderr log present run mapreduc job find attempt id look system log tasktrack http ec comput amazonaw com tasklog attemptid attempt   actual result syslog not present stdout stderr log present,0 ,0 
1952, hadoop depend version ambari log hardcod make regular express base pick latest repositori hadoop depend version ambari log hardcod make regular express base pick latest repositori, ambari log hardcod hadoop core hadoop tool depend make version regular express pick rang lt lt also updat repositori url ambari log hardcod hadoop core hadoop tool depend make version regular express pick rang lt lt also updat repositori url,0 ,0 
1956, wrong instal statu shown add servic wizard wrong instal statu shown add servic wizard, upon master compon instal failur host statu becom warn instead fail add servic wizard upon master compon instal failur host statu becom warn instead fail add servic wizard,0 ,0 
1957, host tabl whether alert filter effect not not clear host tabl whether alert filter effect not not clear, current red badg insid host tab click show host least one alert no host display fact alert filter effect not clear user caus confus current red badg insid host tab click show host least one alert no host display fact alert filter effect not clear user caus confus,0 ,0 
1966, client instal task shown twice progress popup start phase instal wizard updat API call includ param reconfigure_client client instal task shown twice progress popup start phase instal wizard updat API call includ param reconfigure_client,,0 ,0 
1978, deploy HDP result sever alert relat hard code port deploy HDP result sever alert relat hard code port, TaskTracker RegionServer HBase master process check_tcp failur look like hadoop servic cfg erb check_command check_tcp lt scope function_hdp_template_var jtnode_port gt look like port not get replac end empti task tracker region server base master process check_tcp failur look like hadoop servic cfg erb check_command check_tcp lt scope function_hdp_template_var jtnode_port gt look like port not get replac end empti,0 ,0 
1980, nagio unavail return null instead throw except nagio unavail return null instead throw except, NAGIOS_SERVER alert retriev nagio server request host_component SystemException thrown case IOException propag error entir request case set nagios_alerts element null instead error NAGIOS SERVER alert retriev nagio server request host_component system except thrown case IO except propag error entir request case set nagios_alerts element null instead error,0 ,0 
1988, hostnam pattern express broken hostnam pattern express broken, dev domain com expand dev domain comdev domain comdev domain comShould dev domain comdev domain comdev domain com dev domain com expand dev domain comdev domain comdev domain com dev domain comdev domain comdev domain com,0 ,0 
1997, filter host get sync filter select filter host get sync filter select, brows host click one filter brows servic back host filter link show current filter filter reset still show sub set host brows host click one filter brows servic back host filter link show current filter filter reset still show sub set host,0 ,0 
1998, action button host detail page not format properli firefox action button host detail page not format properli firefox,,0 ,0 
1999, click cancel servic config page not reload entir app click cancel servic config page not reload entir app, cancel click servic config page simpli reload config not entir app cancel click servic config page simpli reload config not entir app,0 ,0 
2001, filter job tabl not work certain situat filter job tabl not work certain situat,,0 ,0 
2003, host tab click red badg not toggl alert filter host tab click red badg not toggl alert filter, click red badg host tab not toggl alert filter host page click anywher host tab go host page select click red badg host tab not toggl alert filter host page click anywher host tab go host page select,0 ,0 
2008, use mix OS overwrit ambari repo instal use mix OS overwrit ambari repo instal, perform instal mix OS environ host ambari server RHEL three host RHEL four host RHEL perform manual ambari agent bootstrap four RHEL host abl success regist host instal start four RHEL host fail instal first compon look server look like right HDP repo HDP epel repo file put place look like ambari repo file overwritten point instal process point RHEL repo caus failur perform instal mix OS environ host ambari server RHEL three host RHEL four host RHEL perform manual ambari agent bootstrap four RHEL host abl success regist host instal start four RHEL host fail instal first compon look server look like right HDP repo HDP epel repo file put place look like ambari repo file overwritten point instal process point RHEL repo caus failur,0 ,0 
2013, cannot delet cluster compon UNKNOWN state cannot delet cluster compon UNKNOWN state, compon mark UNKNOWN state not possibl delet cluster possibl compon mark UNKNOWN state not possibl delet cluster possibl,0 ,0 
2019, cannot decommiss data node ensur recommiss also work cannot decommiss data node ensur recommiss also work, stderr configur hdf site not hash array access df host exclud var lib ambari agent puppet modul hdp hadoop manifest hdf decommiss pp node ip ec intern stdout none stderr configur hdf site not hash array access df host exclud var lib ambari agent puppet modul hdp hadoop manifest hdf decommiss pp node ip ec intern stdout none,0 ,1 
2024, ambari server becom unrespons crash http read jersey ambari server becom unrespons crash http read jersey, api handl queuedthreadpool queuedthread pool size somehow http connect torn UI side server still hang onto socket read like UI also need close http connect not use might issu well doesnt address urgent server read timeout mean hang socket read caus thread block one time simpl solut add read timeout SelectChannelConnector SslSelectChannelConnector use except trace SEVERE except contain within MappableContainerException could not map respons throw HTTP containerorg eclips jetti io EofException earli EOF org eclips jetti server HttpInput read HttpInput java org codehau jackson impl ByteSourceBootstrapper ensureLoaded ByteSourceBootstrapper java org codehau jackson impl ByteSourceBootstrapper detectEncoding ByteSourceBootstrapper java org codehau jackson impl ByteSourceBootstrapper constructParser ByteSourceBootstrapper java org codehau jackson JsonFactory _createJsonParser JsonFactory java org codehau jackson JsonFactory createJsonParser JsonFactory java org codehau jackson jaxr JacksonJsonProvider readFrom JacksonJsonProvider java com sun jersey json impl provid entiti JacksonProviderProxy readFrom JacksonProviderProxy java com sun jersey spi contain ContainerRequest getEntity ContainerRequest java notic API call time mean probalbi browser run long time might possibilil browser might issu run long time someth keep mind happen easi way check call ambari server API also bring new browser window new instanc tri hit browser UI api handl queuedthreadpool queuedthread pool size somehow http connect torn UI side server still hang onto socket read like UI also need close http connect not use might issu well doesnt address urgent server read timeout mean hang socket read caus thread block one time simpl solut add read timeout select channel connector ssl select channel connector use except trace SEVERE except contain within mappabl contain except could not map respons throw HTTP containerorg eclips jetti io eof except earli EOF org eclips jetti server http input read http input java org codehau jackson impl byte sourc bootstrapp ensur load byte sourc bootstrapp java org codehau jackson impl byte sourc bootstrapp detect encod byte sourc bootstrapp java org codehau jackson impl byte sourc bootstrapp construct parser byte sourc bootstrapp java org codehau jackson json factori _create json parser json factori java org codehau jackson json factori creat json parser json factori java org codehau jackson jaxr jackson json provid read jackson json provid java com sun jersey json impl provid entiti jackson provid proxi read jackson provid proxi java com sun jersey spi contain contain request get entiti contain request java notic API call time mean probalbi browser run long time might possibilil browser might issu run long time someth keep mind happen easi way check call ambari server API also bring new browser window new instanc tri hit browser UI,0 ,1 
2027, add valid check add properti custom site config add valid check add properti custom site config,,0 ,0 
2029, error load main servic directli error load main servic directli,,0 ,0 
2030, make frontend chang account host compon statu UNKNOWN make frontend chang account host compon statu UNKNOWN, servic statu master compon UNKNOWN state show unknown icon action button servic disabl host statu host statu UNKNOWN heartbeat not receiv second show unknown icon host compon statu host compon statu UNKNOWN show unknown icon action button host compon disabl servic statu master compon UNKNOWN state show unknown icon action button servic disabl host statu host statu UNKNOWN heartbeat not receiv second show unknown icon host compon statu host compon statu UNKNOWN show unknown icon action button host compon disabl,0 ,0 
2031, add clover code coverag profil add clover code coverag profil, mvn test pclover dclover licens lt clover coverag licens gt run unit test return html xml code coverag report mvn test pclover dclover licens lt clover coverag licens gt run unit test return html xml code coverag report,0 ,0 
2034, disabl add compon button host detail page host UNKNOWN state isHeartbeating disabl add compon button host detail page host UNKNOWN state heartbeat,,0 ,0 
2035, add local user button enabl noth happen upon click certain condit add local user button enabl noth happen upon click certain condit, step reproduc Go admin tab click add local user button click admin tab click add local user button noth step reproduc Go admin tab click add local user button click admin tab click add local user button noth,0 ,0 
2038, servic link dashboard connect incorrect page servic link dashboard connect incorrect page, click servic link shown dashboard page transit servic page content display correct servic chosen URL indic anoth servic side menu show differ servic highlight click servic link shown dashboard page transit servic page content display correct servic chosen URL indic anoth servic side menu show differ servic highlight,0 ,0 
2045, add unit test verifi client instal instal fail client add unit test verifi client instal instal fail client, add unit test verifi INSTALL schedul client compon also schedul compon INSTALL_FAILED state add unit test verifi INSTALL schedul client compon also schedul compon INSTALL FAILED state,0 ,0 
2054, instal local repositori select instal wizard add host wizard not work instal local repositori select instal wizard add host wizard not work,,0 ,0 
2058, host detail page host compon INSTALL_FAILED state let user reinstal host detail page host compon INSTALL FAILED state let user reinstal,,0 ,0 
2061, HBase heatmap clean label unit base heatmap clean label unit,,0 ,0 
2065, hadoop group custom not take affect hadoop group custom not take affect, custom hadoop group chang hadoop hadoopgroup look like work root ip hdfsuser id hdfsuid hdf gid hdf group hdf hadoop look etc group filepuppet hadoopgroup rrdcach apach hadoop mapr hdf custom hadoop group chang hadoop hadoopgroup look like work root ip hdfsuser id hdfsuid hdf gid hdf group hdf hadoop look etc group filepuppet hadoopgroup rrdcach apach hadoop mapr hdf,0 ,0 
2068, prepar instal messag need space prepar instal messag need space,,0 ,0 
2070, chang servic directori popup confirm warn dialog upon save chang servic directori popup confirm warn dialog upon save, post instal user tri reconfigur NN SNN MapReduce local system directori popup confirm warn upon save potenti danger oper post instal user tri reconfigur NN SNN map reduc local system directori popup confirm warn upon save potenti danger oper,0 ,0 
2075, admin role assign LDAP user admin role assign LDAP user,,0 ,0 
2081, changeUid sh fail instal chang uid sh fail instal, SUSE receiv puppet error agent tmp changeUid sh fail instal sorri no longer error made puppet chang restart get nutshel run command manual gave ip tmp tmp changeUid sh ambari qa tmp ambari qa home ambari qa var spool mail ambari qaChanging uid ambari qa chang directori permis tmp ambari qa home ambari qa var spool mail ambari qausermod UID not uniqu note usermod tri chang exist UID command fail everywher SUSE receiv puppet error agent tmp chang uid sh fail instal sorri no longer error made puppet chang restart get nutshel run command manual gave ip tmp tmp chang uid sh ambari qa tmp ambari qa home ambari qa var spool mail ambari qa chang uid ambari qa chang directori permis tmp ambari qa home ambari qa var spool mail ambari qausermod UID not uniqu note usermod tri chang exist UID command fail everywher,0 ,0 
2087, task not filter parent request id task not filter parent request id, STEPS get task first request api cluster lt cluster gt request lt firstRequest gt task taskN get task second request task first requst like api cluster lt cluster gt request lt secondRequest gt task task note task belong first request not second notic task first request present second request STEPS get task first request api cluster lt cluster gt request lt first request gt task task get task second request task first requst like api cluster lt cluster gt request lt second request gt task task note task belong first request not second notic task first request present second request,0 ,0 
2089, post ambari upgrad hive oozi fail start reconfigur post ambari upgrad hive oozi fail start reconfigur,,0 ,0 
2095, possibl get state instal retri not possibl agent stop heartbeat possibl get state instal retri not possibl agent stop heartbeat, affect instal add host wizard step reproduc instal compon stop agent one host wait put compon host UNKNOWN state click retri UI caus server side error UI get confus host shown wait messag no retri button avail user not abl get state affect instal add host wizard step reproduc instal compon stop agent one host wait put compon host UNKNOWN state click retri UI caus server side error UI get confus host shown wait messag no retri button avail user not abl get state,0 ,0 
2101, hive servic check still fail file permiss hive servic check still fail file permiss, stack upgrad test still show issu warn unrecognis escap sequenc file var lib ambari agent puppet modul hdp hive manifest hive service_check pp line warn dynam lookup configur deprec support remov puppet use fulli qualifi variabl name classnam variabl parameter class notic stage hdp snappi packag hdp snappi packag Ln hdp exec hdp snappi packag ln exec hdp snappi packag ln return execut successfullynotic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return ls cannot access usr share java oracl No file directorynotic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return WARN conf HiveConf DEPRECATED configur properti hive metastor local no longer effect make sure provid valid valu hive metastor uri connect remot metastor notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return log ERROR setFile null true call fail notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return java io FileNotFoundException tmp ambari_qa hive log permiss deni notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return java io FileOutputStream openAppend nativ method notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return java io FileOutputStream lt init gt FileOutputStream java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return java io FileOutputStream lt init gt FileOutputStream java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log FileAppender setFile FileAppender java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log FileAppender activateOptions FileAppender java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log DailyRollingFileAppender activateOptions DailyRollingFileAppender java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log config PropertySetter activ PropertySetter java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log config PropertySetter setProperties PropertySetter java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log config PropertySetter setProperties PropertySetter java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log PropertyConfigurator parseAppender PropertyConfigurator java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log PropertyConfigurator parseCategory PropertyConfigurator java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log PropertyConfigurator configureRootCategory PropertyConfigurator java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log PropertyConfigurator doConfigure PropertyConfigurator java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log PropertyConfigurator doConfigure PropertyConfigurator java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach log PropertyConfigurator configur PropertyConfigurator java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach hadoop hive common LogUtils initHiveLog jDefault LogUtils java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach hadoop hive common LogUtils initHiveLog jCommon LogUtils java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach hadoop hive common LogUtils initHiveLog LogUtils java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach hcatalog cli HCatCli main HCatCli java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return sun reflect NativeMethodAccessorImpl invok nativ method notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return sun reflect NativeMethodAccessorImpl invok NativeMethodAccessorImpl java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return sun reflect DelegatingMethodAccessorImpl invok DelegatingMethodAccessorImpl java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return java lang reflect method invok method java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach hadoop util RunJar main RunJar java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return log ERROR either file DatePattern option not set append DRFA notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return except thread main java lang RuntimeException java io IOException permiss deniednotic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach hadoop hive ql session SessionState start SessionState java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return org apach hcatalog cli HCatCli main HCatCli java notic stage hdp hcat hcat Service_check exec hcatSmoke sh prepar return sun reflect NativeMethodAccessorImpl invok nativ method stack upgrad test still show issu warn unrecognis escap sequenc file var lib ambari agent puppet modul hdp hive manifest hive service_check pp line warn dynam lookup configur deprec support remov puppet use fulli qualifi variabl name classnam variabl parameter class notic stage hdp snappi packag hdp snappi packag Ln hdp exec hdp snappi packag ln exec hdp snappi packag ln return execut successfullynotic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return ls cannot access usr share java oracl No file directorynotic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return WARN conf hive conf DEPRECATED configur properti hive metastor local no longer effect make sure provid valid valu hive metastor uri connect remot metastor notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return log ERROR set file null true call fail notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return java io file not found except tmp ambari_qa hive log permiss deni notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return java io file output stream open append nativ method notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return java io file output stream lt init gt file output stream java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return java io file output stream lt init gt file output stream java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log file append set file file append java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log file append activ option file append java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log daili roll file append activ option daili roll file append java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log config properti setter activ properti setter java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log config properti setter set properti properti setter java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log config properti setter set properti properti setter java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log properti configur pars append properti configur java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log properti configur pars categori properti configur java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log properti configur configur root categori properti configur java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log properti configur configur properti configur java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log properti configur configur properti configur java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach log properti configur configur properti configur java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach hadoop hive common log util init hive log default log util java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach hadoop hive common log util init hive log common log util java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach hadoop hive common log util init hive log log util java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach hcatalog cli cat cli main cat cli java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return sun reflect nativ method accessor impl invok nativ method notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return sun reflect nativ method accessor impl invok nativ method accessor impl java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return sun reflect deleg method accessor impl invok deleg method accessor impl java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return java lang reflect method invok method java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach hadoop util run jar main run jar java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return log ERROR either file date pattern option not set append DRFA notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return except thread main java lang runtim except java io IO except permiss deniednotic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach hadoop hive ql session session state start session state java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return org apach hcatalog cli cat cli main cat cli java notic stage hdp hcat hcat Service_check exec hcat smoke sh prepar return sun reflect nativ method accessor impl invok nativ method,1 ,0 
2103, support configur run ambari web server http support configur run ambari web server http, need abl run ambari web access ambari REST APIs HTTPS document assum user come certif user also abl configur port expos HTTPS need abl run ambari web access ambari REST AP HTTPS document assum user come certif user also abl configur port expos HTTPS,0 ,0 
2111, enabl custom smoke test user enabl custom smoke test user,,0 ,0 
2118, ambari web modif allow hadoop compat filesystem HCFS ambari web modif allow hadoop compat filesystem HCFS, make modif ambari web allow select hadoop compat filesystem chang includ allow HDFS unselect either HDFS HCFS must select HCFS chosen push appropri configur site conf xml file instal system work HCFS underli filesystem rather HDFS make modif ambari web allow select hadoop compat filesystem chang includ allow HDFS unselect either HDFS HCFS must select HCFS chosen push appropri configur site conf xml file instal system work HCFS underli filesystem rather HDFS,0 ,0 
2130, use modifi depend stack contain HCFS servic hadoop compat file system use modifi depend stack contain HCFS servic hadoop compat file system, use stack metadata determin stack contain HCFS servic gener modifi RoleCommandOrder depend use stack metadata determin stack contain HCFS servic gener modifi role command order depend,0 ,0 
2134, set default valu oozi properti oozi servic AuthorizationService author enabl true set default valu oozi properti oozi servic author servic author enabl true,,0 ,0 
2136, home path not set correctli etc sqoop conf sqoop env sh home path not set correctli etc sqoop conf sqoop env sh, ambari set follow set path bin hadoop availableexport HADOOP_HOME HADOOP_HOME usr set path bin hbase availableexport HBASE_HOME HBASE_HOME usr set path bin hive availableexport HIVE_HOME HIVE_HOME usr add libthrift hive sqoop class path first hive import workexport SQOOP_USER_CLASSPATH ls HIVE_HOME lib libthrift jar gt dev null SQOOP_USER_CLASSPATH set path zookep config dir isexport ZOOCFGDIR ZOOCFGDIR etc zookeep conf follow also screenshot avail set path bin hadoop availableexport HADOOP_HOME HADOOP_HOME usr lib hadoop set path bin hbase availableexport HBASE_HOME HBASE_HOME usr lib hbase set path bin hive availableexport HIVE_HOME HIVE_HOME usr lib hive set path zookep config dir isexport ZOOCFGDIR ZOOCFGDIR etc zookeep conf add libthrift hive sqoop class path first hive import workexport SQOOP_USER_CLASSPATH ls HIVE_HOME lib libthrift jar gt dev null SQOOP_USER_CLASSPATH ambari set follow set path bin hadoop availableexport HADOOP HOME HADOOP HOME usr set path bin hbase availableexport HBASE HOME HBASE HOME usr set path bin hive availableexport HIVE HOME HIVE HOME usr add libthrift hive sqoop class path first hive import workexport SQOOP USER CLASSPATH ls HIVE HOME lib libthrift jar gt dev null SQOOP USER CLASSPATH set path zookep config dir isexport ZOOCFGDIR ZOOCFGDIR etc zookeep conf follow also screenshot avail set path bin hadoop availableexport HADOOP HOME HADOOP HOME usr lib hadoop set path bin hbase availableexport HBASE HOME HBASE HOME usr lib hbase set path bin hive availableexport HIVE HOME HIVE HOME usr lib hive set path zookep config dir isexport ZOOCFGDIR ZOOCFGDIR etc zookeep conf add libthrift hive sqoop class path first hive import workexport SQOOP USER CLASSPATH ls HIVE HOME lib libthrift jar gt dev null SQOOP USER CLASSPATH,0 ,0 
