issue_id,summary,description,target_Security,target_Performance
1692, client driver not use queri timeout valu set use statement setQueryTimeout subsequ execut use statement object client driver not use queri timeout valu set use statement set queri timeout subsequ execut use statement object, attach repro detail attach repro detail,0,0
1694, derbynet testProperties java hang derbynet test properti java hang, testProperties execCmd use fork JVM not handl itsstream caus problem indic javadoc process parent process use stream feed input get outputfrom subprocess nativ platform provid limitedbuff size standard input output stream failur promptlywrit input stream read output stream subprocess maycaus subprocess block even deadlock test properti exec cmd use fork JVM not handl itsstream caus problem indic javadoc process parent process use stream feed input get outputfrom subprocess nativ platform provid limitedbuff size standard input output stream failur promptlywrit input stream read output stream subprocess maycaus subprocess block even deadlock,0,1
1695, testSecMec java fail JCC JCC test sec mec java fail JCC JCC, checkin DERBY testSecMec fail JCC hope wait master normal convers test junit think work defer bit look current test problem test machin sometim DERBY like symptom jvm even derbycli need investig run anoth machin resolv issu checkin DERBY test sec mec fail JCC hope wait master normal convers test junit think work defer bit look current test problem test machin sometim DERBY like symptom jvm even derbycli need investig run anoth machin resolv issu,0,0
1698, add test statement setQueryTimeout method add test statement set queri timeout method, current follow check work expect would good add regress test add test check queri timeout valu use executeUpdate method exist test test call execut executeQuery follow mail mention queri timeout limit appli executeXXX method http www nabbl com statement setQueryTimeout tf html add test statement CallableStatement class exist test test method PreparedStatement found differ behaviour client driver use statement class DERBY may good add test statement class current follow check work expect would good add regress test add test check queri timeout valu use execut updat method exist test test call execut execut queri follow mail mention queri timeout limit appli execut XXX method http www nabbl com statement set queri timeout tf html add test statement callabl statement class exist test test method prepar statement found differ behaviour client driver use statement class DERBY may good add test statement class,0,0
1709, deprec script framework directori deprec script framework directori, revis new script ad bin distribut part DERBY ad distribut snapshot old framework script mark deprec appropri document readm file releas page revis new script ad bin distribut part DERBY ad distribut snapshot old framework script mark deprec appropri document readm file releas page,0,0
1714, huge singl insert statement fail JVM error due size gener method huge singl insert statement fail JVM error due size gener method, ERROR XBCM java linkag error thrown load gener class org apach derbi exe ace dx xe ERROR XJ java except invalid method code length class file org apach derbi exe ace dx xe java lang ClassFormatError occur insert statement use mutipl row syntax INSERT foo VALUES huge amount input data abl insert row balk workaround chunk one huge insert sever mere big insert send derbi ERROR XBCM java linkag error thrown load gener class org apach derbi exe ace dx xe ERROR XJ java except invalid method code length class file org apach derbi exe ace dx xe java lang class format error occur insert statement use mutipl row syntax INSERT foo VALUES huge amount input data abl insert row balk workaround chunk one huge insert sever mere big insert send derbi,0,0
1729, invok java store procedur contain GRANT REVOKE statement CONTAINS SQL fail invok java store procedur contain GRANT REVOKE statement CONTAINS SQL fail, derbi SQL author mode invok java store procedur contain GRANT REVOKE statement CONTAINS SQL trigger fail follow test success execut trigger action attach repro patch trunk ij gt connect triggerProcSQLAuth creat true user APP app WARNING SQL author use without first enabl authent ij gt setup environ tabl use procedurescr tabl int primari key char row insert updat deletedij gt insert valu XYZ row insert updat deletedij gt insert valu XYZ row insert updat deletedij gt tabl use testcreat tabl integ integ row insert updat deletedij gt creat procedur grant_select_proc paramet style java dynam result set languag java contain sql extern name org apach derbyTesting functionTests util ProcedureTest grantSelect row insert updat deletedij gt creat procedur revoke_select_proc paramet style java dynam result set languag java contain sql extern name org apach derbyTesting functionTests util ProcedureTest revokeSelect row insert updat deletedij gt testscreat trigger grant_select_trig delet STATEMENT mode db sql call grant_select_proc row insert updat deletedij gt faildelet row insert updat deletedij gt check delet failedselect XYZ row selectedij gt check row sy systableperm select count SYS SYSTABLEPERMS row selectedij gt drop trigger grant_select_trig row insert updat deletedij gt creat trigger revoke_select_trig delet STATEMENT mode db sql call revoke_select_proc row insert updat deletedij gt faildelet row insert updat deletedij gt check delet failedselect row selectedij gt check row sy systableperm select count SYS SYSTABLEPERMS row selectedij gt drop trigger revoke_select_trig row insert updat deletedij gt java inform java version  java vendor sun microsystem inc java home program file java  java classpath derbi jar derbytool jarOS name window XPOS architectur OS version java user name YipJava user home document set YipJava user dir work derbi trunk jar sanejava specif name java platform API specificationjava specif version derbi inform JRE JDBC SE JDBC work derbi trunk jar sane derbi jar alpha work derbi trunk jar sane derbytool jar alpha local inform current local english unit state en_US found support local de_DE version alpha found support local es version alpha found support local fr version alpha found support local version alpha found support local ja_JP version alpha found support local ko_KR version alpha found support local pt_BR version alpha found support local zh_CN version alpha found support local zh_TW version alpha derbi SQL author mode invok java store procedur contain GRANT REVOKE statement CONTAINS SQL trigger fail follow test success execut trigger action attach repro patch trunk ij gt connect trigger proc SQL auth creat true user APP app WARNING SQL author use without first enabl authent ij gt setup environ tabl use procedurescr tabl int primari key char row insert updat deletedij gt insert valu XYZ row insert updat deletedij gt insert valu XYZ row insert updat deletedij gt tabl use testcreat tabl integ integ row insert updat deletedij gt creat procedur grant_select_proc paramet style java dynam result set languag java contain sql extern name org apach derbi test function test util procedur test grant select row insert updat deletedij gt creat procedur revoke_select_proc paramet style java dynam result set languag java contain sql extern name org apach derbi test function test util procedur test revok select row insert updat deletedij gt testscreat trigger grant_select_trig delet STATEMENT mode db sql call grant_select_proc row insert updat deletedij gt faildelet row insert updat deletedij gt check delet failedselect XYZ row selectedij gt check row sy systableperm select count SYS SYSTABLEPERMS row selectedij gt drop trigger grant_select_trig row insert updat deletedij gt creat trigger revoke_select_trig delet STATEMENT mode db sql call revoke_select_proc row insert updat deletedij gt faildelet row insert updat deletedij gt check delet failedselect row selectedij gt check row sy systableperm select count SYS SYSTABLEPERMS row selectedij gt drop trigger revoke_select_trig row insert updat deletedij gt java inform java version  java vendor sun microsystem inc java home program file java  java classpath derbi jar derbytool jar OS name window XPOS architectur OS version java user name yip java user home document set yip java user dir work derbi trunk jar sanejava specif name java platform API specificationjava specif version derbi inform JRE JDBC SE JDBC work derbi trunk jar sane derbi jar alpha work derbi trunk jar sane derbytool jar alpha local inform current local english unit state en US found support local de DE version alpha found support local es version alpha found support local fr version alpha found support local version alpha found support local ja JP version alpha found support local ko KR version alpha found support local pt BR version alpha found support local zh CN version alpha found support local zh TW version alpha,1,0
1730, manifest file contain OSGi attribut manifest file contain OS Gi attribut, osgi jar tool java ant buildjar not add OSGi attribut derbi jar manifest instead file name manifest file creat root sourc tree file contain manifest instanc manifest version ant version apach ant creat diablo  sun microsystem inc bundl activ org apach derbi osgi EmbeddedActivatorDynamicImport packag export packag org apach derbi authent org apach derbi datab ase org apach derbi io org apach derbi jdbc org apach derbi vtiThis seem caus build xml contain refer manifest file locat manifest file not bound valu attach patch manifest diff fix issu replac manifest file derbi jar dir list smf mf osgi jar tool java ant buildjar not add OS Gi attribut derbi jar manifest instead file name manifest file creat root sourc tree file contain manifest instanc manifest version ant version apach ant creat diablo  sun microsystem inc bundl activ org apach derbi osgi embed activ dynam import packag export packag org apach derbi authent org apach derbi datab ase org apach derbi io org apach derbi jdbc org apach derbi vti seem caus build xml contain refer manifest file locat manifest file not bound valu attach patch manifest diff fix issu replac manifest file derbi jar dir list smf mf,0,0
1732, languag store system treat JVM error OutOfMemoryError differ lead raw store protocol violat error languag store system treat JVM error memori error differ lead raw store protocol violat error, exact detail rememb notic ago think store transact context close transact error languag conneciton context rollsback transact statement think best consist approach would close connect exact detail rememb notic ago think store transact context close transact error languag conneciton context rollsback transact statement think best consist approach would close connect,0,0
1743, derbynet testSecMec java fail NullPointerException intermitt failur derbynet test sec mec java fail null pointer except intermitt failur,,0,0
1749, implement bracket SQL comment comment implement bracket SQL comment comment, hibern use multilin sql statement show intern build hql statement disabl featur would nice implement bracket SQL comment derbi thank hibern use multilin sql statement show intern build hql statement disabl featur would nice implement bracket SQL comment derbi thank,0,0
1751, derbynet testSecMec java fail ShutdownException DerbyNetClient framework derbynet test sec mec java fail shutdown except derbi net client framework, beta test test fail org apach derbi iapi servic context ShutdownException platform run solari zone platform sparc_zone derbynetclientmat derbynetmat DerbyNetClient derbynetmat testSecMec diffPlatform sparc_zone derbynetclientmat derbynetmat DerbyNetClient derbynetmat testSecMec diff derbyal derbynetclientmat DerbyNetClient derbynetmat derbynetmat testSecMec diffThe test not fail platform may indic time sensit test run concurr zone global local one singl machin one diff platform sparc_zone diff file derbynetclientmat derbynetmat DerbyNetClient derbynetmat testSecMec diff start testSecMec jdk rc DerbyNetClient derbynetmat derbynetmat gt java sql SQLException java except org apach derbi iapi servic context ShutdownException gt gt test derbi drda securityMechanism INVALID_VALUE gt EXPECTED EXCEPTION DRDA_InvalidValue invalid valu INVALID_VALUE derbi drda securityMechanism lt test derbi drda securityMechanism INVALID_VALUE lt EXPECTED EXCEPTION DRDA_InvalidValue invalid valu INVALID_VALUE derbi drda securityMechanism lt test fail end testSecMec jdk rc DerbyNetClient derbynetmat derbynetmat failur occur DerbyNetClient framework shut databas second last time method testUSRSSBPWD_with_BUILTIN test method ad august DERBY attatch derbi log failur derbynetclientmat derbynetmat sparc_zone beta test test fail org apach derbi iapi servic context shutdown except platform run solari zone platform sparc_zone derbynetclientmat derbynetmat derbi net client derbynetmat test sec mec diff platform sparc_zone derbynetclientmat derbynetmat derbi net client derbynetmat test sec mec diff derbyal derbynetclientmat derbi net client derbynetmat derbynetmat test sec mec diff test not fail platform may indic time sensit test run concurr zone global local one singl machin one diff platform sparc_zone diff file derbynetclientmat derbynetmat derbi net client derbynetmat test sec mec diff start test sec mec jdk rc derbi net client derbynetmat derbynetmat gt java sql SQL except java except org apach derbi iapi servic context shutdown except gt gt test derbi drda secur mechan INVALID VALUE gt EXPECTED EXCEPTION DRDA invalid valu invalid valu INVALID VALUE derbi drda secur mechan lt test derbi drda secur mechan INVALID VALUE lt EXPECTED EXCEPTION DRDA invalid valu invalid valu INVALID VALUE derbi drda secur mechan lt test fail end test sec mec jdk rc derbi net client derbynetmat derbynetmat failur occur derbi net client framework shut databas second last time method test USRSSBPWDwith BUILTIN test method ad august DERBY attatch derbi log failur derbynetclientmat derbynetmat sparc_zone,0,0
1759, XMLSERIALIZE oper follow SQL XML spec area serial sequenc XMLSERIALIZE oper follow SQL XML spec area serial sequenc, SQL XML specif dictat serial sequenc XML item XMLSERIALIZE oper must first normal sequenc base rule defin http www org TR xslt xqueri serial serdmThe current derbi implement perform normal lead two way result XMLSERIALIZE oper may not agre requir behavior sequenc atom valu not space space requir part step normal rule link derbi allow serial sequenc even top level attribut node rule normal dictat error thrown instead step behavior seen follow queri valu xmlserial xmlqueri ageinfo pass ref xmlpars document lt ageinfo age birthdat gt preserv whitespac empti empti char derbi current return follow result statement result not abid SQL XML specif derbi allow serial sequenc top level attribut node actual sequenc two atom valu produc attribut display without space correct behavior exampl return serial error caus presenc attribut node sequenc exampl rewritten say xmlqueri ageinfo pass ref xmlqueri fn data ageinfo pass refthen attribut node no longer present atom valu allow thu correct result note though xalan appear support fn data function rewritten queri actual work tri use xalan built string function follow xmlqueri ageinfo pass ref xmlqueri string ageinfo pass refbut xalan return first attribut case return second one part jira issu probabl go involv figur allow user retriev sequenc attribut valu oppos attribut node use xalan still abid SQL XML rule SQL XML specif dictat serial sequenc XML item XMLSERIALIZE oper must first normal sequenc base rule defin http www org TR xslt xqueri serial serdm current derbi implement perform normal lead two way result XMLSERIALIZE oper may not agre requir behavior sequenc atom valu not space space requir part step normal rule link derbi allow serial sequenc even top level attribut node rule normal dictat error thrown instead step behavior seen follow queri valu xmlserial xmlqueri ageinfo pass ref xmlpars document lt ageinfo age birthdat gt preserv whitespac empti empti char derbi current return follow result statement result not abid SQL XML specif derbi allow serial sequenc top level attribut node actual sequenc two atom valu produc attribut display without space correct behavior exampl return serial error caus presenc attribut node sequenc exampl rewritten say xmlqueri ageinfo pass ref xmlqueri fn data ageinfo pass refthen attribut node no longer present atom valu allow thu correct result note though xalan appear support fn data function rewritten queri actual work tri use xalan built string function follow xmlqueri ageinfo pass ref xmlqueri string ageinfo pass refbut xalan return first attribut case return second one part jira issu probabl go involv figur allow user retriev sequenc attribut valu oppos attribut node use xalan still abid SQL XML rule,0,1
1760, remot server test snapshot show failur remot server test snapshot show failur, ran derbynetclientmat two IPV machin snapshot final got look result failur test leav stuff behind test complain junit class not found one checkDataSource test seem troubl connect might interest one analysi amp creat test cleanup patch fail test comment suit derbynetclientmat ibm amp IPV machin use DhostName remot server test build alpha derbynetclientmat derbynetclientmat fail jdbcapi checkDataSource java fail error access junit not sure junit client classpath not even junit test stack trace not help point client make littl no sens derbynetclientmat derbynetmat derbynetmat fail derbynet testconnect java no connectionderbynetclientmat derbynetmat derbynetmat fail derbynet testij java no connectionderbynetclientmat derbynetmat derbynetmat fail jdbcapi metadata java extra tabl view JIRA derbynetclientmat derbynetmat derbynetmat fail jdbcapi odbc_metadata java dittoderbynetclientmat derbynetmat derbynetmat fail lang syscat sql dittoderbynetclientmat derbynetmat derbynetmat fail jdbcapi ProcedureTest junit junit not avail derbynetclientmat derbynetmat derbynetmat fail jdbcapi checkDataSource java tabl view alreadi exist ran derbynetclientmat two IPV machin snapshot final got look result failur test leav stuff behind test complain junit class not found one check data sourc test seem troubl connect might interest one analysi amp creat test cleanup patch fail test comment suit derbynetclientmat ibm amp IPV machin use dhost name remot server test build alpha derbynetclientmat derbynetclientmat fail jdbcapi check data sourc java fail error access junit not sure junit client classpath not even junit test stack trace not help point client make littl no sens derbynetclientmat derbynetmat derbynetmat fail derbynet testconnect java no connectionderbynetclientmat derbynetmat derbynetmat fail derbynet testij java no connectionderbynetclientmat derbynetmat derbynetmat fail jdbcapi metadata java extra tabl view JIRA derbynetclientmat derbynetmat derbynetmat fail jdbcapi odbc_metadata java dittoderbynetclientmat derbynetmat derbynetmat fail lang syscat sql dittoderbynetclientmat derbynetmat derbynetmat fail jdbcapi procedur test junit junit not avail derbynetclientmat derbynetmat derbynetmat fail jdbcapi check data sourc java tabl view alreadi exist,1,0
1776, ERROR XML syntax error miss keyword mislead text ERROR XML syntax error miss keyword mislead text, creat tabl int xml select xmlserial ERROR XML syntax error miss keyword not XML syntax error syntax SQL languag No need special error messga error caught regular pars creat tabl int xml select xmlserial ERROR XML syntax error miss keyword not XML syntax error syntax SQL languag No need special error messga error caught regular pars,0,0
1787, databas owner incorrectli refer dba code comment check derbi grant revok work clean point databas owner incorrectli refer dba code comment check derbi grant revok work clean point, grant revok function ad derbi comment went grant revok code place refer databas owner dba not thing grant revok world dba role ad role derbi yet current use dba comment might make confus start work role includ dba grant revok function ad derbi comment went grant revok code place refer databas owner dba not thing grant revok world dba role ad role derbi yet current use dba comment might make confus start work role includ dba,0,0
1811, embed ResultSet getTimestamp TIME column return java sql timestamp date portion incorrect embed result set get timestamp TIME column return java sql timestamp date portion incorrect, date portion java sql timestamp TIME column intend current date instead date valu base upon last getXXX call requir java calendar object date portion java sql timestamp TIME column intend current date instead date valu base upon last get XXX call requir java calendar object,0,0
1816, client ResultSet getTime SQL TIMESTAMP column lose sub second resolut alway milli second valu zero client result set get time SQL TIMESTAMP column lose sub second resolut alway milli second valu zero, embed java sql time object return ResultSet getTime SQL TIMESTAMP object millisecond valu time portion equal java sql timestamp valu client millisecond time valu valu alway set zero note derbi SQL TIME valu definit resolut second millisecond valu alway zero java sql time not direct map SQL type JDBC type convert SQL TIMESTAMPit retain precis new test lang TimeHandlingTest assert code show problem one call comment outwith comment bug number privat void assertTimeEqual time tv timestamp tsv cal clear cal setTime tv int hour cal get calendar HOUR_OF_DAY int min cal get calendar MINUTE int sec cal get calendar SECOND int ms cal get calendar MILLISECOND check time portion set tv cal clear cal setTime tsv assertEquals hour cal get calendar HOUR_OF_DAY assertEquals min cal get calendar MINUTE assertEquals sec cal get calendar SECOND assertEquals ms cal get calendar MILLISECOND lt lt lt lt lt lt lt lt lt lt lt lt lt FAILS embed java sql time object return result set get time SQL TIMESTAMP object millisecond valu time portion equal java sql timestamp valu client millisecond time valu valu alway set zero note derbi SQL TIME valu definit resolut second millisecond valu alway zero java sql time not direct map SQL type JDBC type convert SQL TIMESTAM pit retain precis new test lang time handl test assert code show problem one call comment outwith comment bug number privat void assert time equal time tv timestamp tsv cal clear cal set time tv int hour cal get calendar HOUR DAY int min cal get calendar MINUTE int sec cal get calendar SECOND int ms cal get calendar MILLISECOND check time portion set tv cal clear cal set time tsv assert equal hour cal get calendar HOUR DAY assert equal min cal get calendar MINUTE assert equal sec cal get calendar SECOND assert equal ms cal get calendar MILLISECOND lt lt lt lt lt lt lt lt lt lt lt lt lt FAILS,0,0
1828, access rule violat use SQL state start accord SQL standard access rule violat use SQL state start accord SQL standard, SQL standard say SQL state syntax error accessrul violat section question JDBC except thrown access rule violat JDBC map SQLSyntaxErrorException seem wrong access rule messag thread http mail archiv apach org mod_mbox db derbi dev mbox apach org SQL standard say SQL state syntax error accessrul violat section question JDBC except thrown access rule violat JDBC map SQL syntax error except seem wrong access rule messag thread http mail archiv apach org mod_mbox db derbi dev mbox apach org,0,0
1829, lang procedureInTrigger sql fail wctme foundat CNFE java sql DriverManager except lang procedur trigger sql fail wctme foundat CNFE java sql driver manag except, test fail jar alpha attach report file test run wctme _derbyall_report txt pleas see file diff test ad part DERBY checkin test fail jar alpha attach report file test run wctme _derbyall_report txt pleas see file diff test ad part DERBY checkin,0,0
1832, sysinfo test fail access deni java util PropertyPermission java class path read derbycli jar first classpath sysinfo test fail access deni java util properti permiss java class path read derbycli jar first classpath, seen linux solari sun JVM derbycli jar first classpath diff file derbyal derbynetmat DerbyNet derbynetmat sysinfo diff start sysinfo jdk  DerbyNet derbynetmat derbynetmat gt unabl analyz class path access deni java util PropertyPermission java class path read lt current local english unit state en_US lt found support local de_DE lt found support local es lt found support local fr lt found support local lt found support local ja_JP lt found support local ko_KR lt found support local pt_BR lt found support local zh_CN lt found support local zh_TW gt unabl analyz class path access deni java util PropertyPermission java class path read lt current local english unit state en_US lt found support local de_DE lt found support local es lt found support local fr lt found support local lt found support local ja_JP lt found support local ko_KR lt found support local pt_BR lt found support local zh_CN lt found support local zh_TW gt unabl analyz class path access deni java util PropertyPermission java class path read lt current local english unit state en_US lt found support local de_DE lt found support local es lt found support local fr lt found support local lt found support local ja_JP lt found support local ko_KR lt found support local pt_BR lt found support local zh_CN lt found support local zh_TW test fail end sysinfo jdk  DerbyNet derbynetmat derbynetmat seen linux solari sun JVM derbycli jar first classpath diff file derbyal derbynetmat derbi net derbynetmat sysinfo diff start sysinfo jdk  derbi net derbynetmat derbynetmat gt unabl analyz class path access deni java util properti permiss java class path read lt current local english unit state en US lt found support local de DE lt found support local es lt found support local fr lt found support local lt found support local ja JP lt found support local ko KR lt found support local pt BR lt found support local zh CN lt found support local zh TW gt unabl analyz class path access deni java util properti permiss java class path read lt current local english unit state en US lt found support local de DE lt found support local es lt found support local fr lt found support local lt found support local ja JP lt found support local ko KR lt found support local pt BR lt found support local zh CN lt found support local zh TW gt unabl analyz class path access deni java util properti permiss java class path read lt current local english unit state en US lt found support local de DE lt found support local es lt found support local fr lt found support local lt found support local ja JP lt found support local ko KR lt found support local pt BR lt found support local zh CN lt found support local zh TW test fail end sysinfo jdk  derbi net derbynetmat derbynetmat,1,0
1834, correct messag SQL state reflect revok user updat ref manual correct messag SQL state reflect revok user updat ref manual, SQL state privileg not revok chang privileg notrevok user chang code ref manual file rrefexcept dita need updat well SQL state privileg not revok chang privileg notrevok user chang code ref manual file rrefexcept dita need updat well,0,0
1844, jdbcapi blobclob BLOB java fail JCC driver jdbcapi blobclob BLOB java fail JCC driver, test fail JCC version sampl diff lt FAIL caught except java lang NegativeArraySizeException gt FAIL caught except java lang NegativeArraySizeException test fail JCC version sampl diff lt FAIL caught except java lang neg array size except gt FAIL caught except java lang neg array size except,0,0
1846, creat script allow user easili updat derbi jar JDBC class creat script allow user easili updat derbi jar JDBC class, sinc resolut JDBC licens issu not ship build includ derbi JDBC code continu ship derbi sourc file script automat compil updat derbi jar JDBC class would use sinc resolut JDBC licens issu not ship build includ derbi JDBC code continu ship derbi sourc file script automat compil updat derbi jar JDBC class would use,0,0
1849, test lang grantRevokeDDL sql lang grantRevokeDDL sql fail IBM WCTME foundat jdkJ foundat specif test lang grant revok DDL sql lang grant revok DDL sql fail IBM WCTME foundat jdk foundat specif, diff grantRevokeDDL sql big henc attach lang grantRevokeDDL sql diff follow diff file derbyal derbylang grantRevokeDDL diff start grantRevokeDDL jdkJ foundat specif derbyal derbylang gt java lang reflect InvocationTargetException java lang NullPointerException del lt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ del lt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ del lt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ del lt row insert updat delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ del lt row select gt XYZ gt row select gt ERROR fail SQLSTATE gt ij USER gt set connect user gt ij USER gt creat trigger revoke_select_trig delet gt STATEMENT mode db sql call revoke_select_proc gt row insert updat delet gt ij USER gt fail gt delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ gt ij USER gt check delet fail gt select lt XYZ lt row select lt ij USER gt set connect user lt ij USER gt creat trigger revoke_select_trig delet lt STATEMENT mode db sql call revoke_select_proc lt row insert updat delet lt ij USER gt fail lt delet lt ERROR fail SQLSTATE lt ERROR fail SQLSTATE lt ij USER gt check delet fail lt select lt lt gt ERROR fail SQLSTATE gt ij USER gt set connect user gt ij USER gt creat trigger revoke_select_trig delet gt STATEMENT mode db sql call revoke_select_proc gt row insert updat delet gt ij USER gt fail gt delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ gt ij USER gt check delet fail gt select lt XYZ lt row select lt ij USER gt set connect user lt ij USER gt creat trigger revoke_select_trig delet lt STATEMENT mode db sql call revoke_select_proc lt row insert updat delet lt ij USER gt fail lt delet lt ERROR fail SQLSTATE lt ERROR fail SQLSTATE lt ij USER gt check delet fail lt select lt lt gt ERROR fail SQLSTATE gt ij USER gt set connect user gt ij USER gt creat trigger revoke_select_trig delet gt STATEMENT mode db sql call revoke_select_proc gt row insert updat delet gt ij USER gt fail gt delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ gt ij USER gt check delet fail gt select lt XYZ lt row select lt ij USER gt set connect user lt ij USER gt creat trigger revoke_select_trig delet lt STATEMENT mode db sql call revoke_select_proc lt row insert updat delet lt ij USER gt fail lt delet lt ERROR fail SQLSTATE lt ERROR fail SQLSTATE lt ij USER gt check delet fail lt select lt lt gt ERROR fail SQLSTATE gt ij USER gt set connect user gt ij USER gt creat trigger revoke_select_trig delet gt STATEMENT mode db sql call revoke_select_proc gt row insert updat delet gt ij USER gt ok gt delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ gt ij USER gt check delet gt select del lt XYZ gt XYZ gt ij USER gt drop trigger revoke_select_trig gt row insert updat delet gt ij USER gt set connect user gt ij USER gt fail gt select user gt ERROR fail SQLSTATE lt ij USER gt creat trigger revoke_select_trig delet lt STATEMENT mode db sql call revoke_select_proc lt row insert updat delet lt ij USER gt ok lt delet lt row insert updat delet lt ij USER gt check delet lt select lt lt lt row select lt ij USER gt drop trigger revoke_select_trig lt row insert updat delet lt ij USER gt set connect user lt ij USER gt fail lt select user lt ERROR fail SQLSTATE lt ij USER gt set connect user test fail end grantRevokeDDL jdkJ foundat specif derbyal derbylang diff grant revok DDL sql big henc attach lang grant revok DDL sql diff follow diff file derbyal derbylang grant revok DDL diff start grant revok DDL jdk foundat specif derbyal derbylang gt java lang reflect invoc target except java lang null pointer except del lt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ del lt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ del lt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ del lt row insert updat delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ del lt row select gt XYZ gt row select gt ERROR fail SQLSTATE gt ij USER gt set connect user gt ij USER gt creat trigger revoke_select_trig delet gt STATEMENT mode db sql call revoke_select_proc gt row insert updat delet gt ij USER gt fail gt delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ gt ij USER gt check delet fail gt select lt XYZ lt row select lt ij USER gt set connect user lt ij USER gt creat trigger revoke_select_trig delet lt STATEMENT mode db sql call revoke_select_proc lt row insert updat delet lt ij USER gt fail lt delet lt ERROR fail SQLSTATE lt ERROR fail SQLSTATE lt ij USER gt check delet fail lt select lt lt gt ERROR fail SQLSTATE gt ij USER gt set connect user gt ij USER gt creat trigger revoke_select_trig delet gt STATEMENT mode db sql call revoke_select_proc gt row insert updat delet gt ij USER gt fail gt delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ gt ij USER gt check delet fail gt select lt XYZ lt row select lt ij USER gt set connect user lt ij USER gt creat trigger revoke_select_trig delet lt STATEMENT mode db sql call revoke_select_proc lt row insert updat delet lt ij USER gt fail lt delet lt ERROR fail SQLSTATE lt ERROR fail SQLSTATE lt ij USER gt check delet fail lt select lt lt gt ERROR fail SQLSTATE gt ij USER gt set connect user gt ij USER gt creat trigger revoke_select_trig delet gt STATEMENT mode db sql call revoke_select_proc gt row insert updat delet gt ij USER gt fail gt delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ gt ij USER gt check delet fail gt select lt XYZ lt row select lt ij USER gt set connect user lt ij USER gt creat trigger revoke_select_trig delet lt STATEMENT mode db sql call revoke_select_proc lt row insert updat delet lt ij USER gt fail lt delet lt ERROR fail SQLSTATE lt ERROR fail SQLSTATE lt ij USER gt check delet fail lt select lt lt gt ERROR fail SQLSTATE gt ij USER gt set connect user gt ij USER gt creat trigger revoke_select_trig delet gt STATEMENT mode db sql call revoke_select_proc gt row insert updat delet gt ij USER gt ok gt delet gt ERROR fail SQLSTATE gt ERROR fail SQLSTATE XJ gt ij USER gt check delet gt select del lt XYZ gt XYZ gt ij USER gt drop trigger revoke_select_trig gt row insert updat delet gt ij USER gt set connect user gt ij USER gt fail gt select user gt ERROR fail SQLSTATE lt ij USER gt creat trigger revoke_select_trig delet lt STATEMENT mode db sql call revoke_select_proc lt row insert updat delet lt ij USER gt ok lt delet lt row insert updat delet lt ij USER gt check delet lt select lt lt lt row select lt ij USER gt drop trigger revoke_select_trig lt row insert updat delet lt ij USER gt set connect user lt ij USER gt fail lt select user lt ERROR fail SQLSTATE lt ij USER gt set connect user test fail end grant revok DDL jdk foundat specif derbyal derbylang,1,0
1866, assert failur sane mode queri use work assert failur sane mode queri use work, derbi give databas small program call ViewerInit prepar bunch larg queri involv nest subqueri union join predic actual bug describ DERBY NPE patch DERBY address howev NPEs fix queri program fail ASSERT failur run SANE mode jira issu address assert failur constitut regress know yet root caus problem hesit make blocker henc urgenc normal still investig queri tri track problem abl deduc far assert occur scope predic thu push join predic UNIONs somehow involv INSANE mode queri compil without problem appear base earli incomplet test execut without problem investig requir determin execut result actual correct understand assert thrown mark fixin sinc enough make blocker hope info forthcom derbi give databas small program call viewer init prepar bunch larg queri involv nest subqueri union join predic actual bug describ DERBY NPE patch DERBY address howev NP Es fix queri program fail ASSERT failur run SANE mode jira issu address assert failur constitut regress know yet root caus problem hesit make blocker henc urgenc normal still investig queri tri track problem abl deduc far assert occur scope predic thu push join predic UNIO Ns somehow involv INSANE mode queri compil without problem appear base earli incomplet test execut without problem investig requir determin execut result actual correct understand assert thrown mark fixin sinc enough make blocker hope info forthcom,0,0
1874, largeDataTests LobLimits master need updat new except name larg data test lob limit master need updat new except name, lt EXPECTED SQL except XJ java except input stream not exact amount data request length java io IOException gt EXPECTED SQL except XJ java except input stream not exact amount data request length org apach derbi iapi servic io DerbyIOException moreSee http www multinet no solberg public apach LargeData testlog SunOS _i pc largeData_diff txt lt EXPECTED SQL except XJ java except input stream not exact amount data request length java io IO except gt EXPECTED SQL except XJ java except input stream not exact amount data request length org apach derbi iapi servic io derbi IO except see http www multinet no solberg public apach larg data testlog sun OS _i pc larg Data_diff txt,0,0
